DIFF_CMD	*HASH_VALUE	outpost ID	name	description
DIFF REMOVED 714 	_35328EFBB7CD4ABC	driller_couloirbrule_marauder_u3_200b.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_F532A2FBB7CD4ABC	driller_couloirbrule_marauder_u3_250a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_3532A2FBB7CD4ABC	driller_couloirbrule_marauder_u3_250b.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_0C0D0728EBA18C0F	driller_couloirbrule_marauder_u4_150a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_4C0D0728EBA18C0F	driller_couloirbrule_marauder_u4_150b.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_0C0DF329EBA18C0F	driller_couloirbrule_marauder_u4_200a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_4C0DF329EBA18C0F	driller_couloirbrule_marauder_u4_200b.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_0C0D0729EBA18C0F	driller_couloirbrule_marauder_u4_250a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_4C0D0729EBA18C0F	driller_couloirbrule_marauder_u4_250b.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_B0C28F47AFCE74AB	driller_dunesofexil_marauder_u1_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_B0C28F4CAFCE74AB	driller_dunesofexil_marauder_u1_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_B0C28F47EFCE74AB	driller_dunesofexil_marauder_u1_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_7868EEF4634679E4	driller_dunesofexil_marauder_u2_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Doubles consommables
DIFF REMOVED 714 	_20CC2FD450AE3E5E	driller_dunesofexil_marauder_u2_150a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_20CC2FCF90AE3E5E	driller_dunesofexil_marauder_u2_200a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_E716DB0A9C1AAAE0	driller_dunesofexil_marauder_u3_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_E716DB0F9C1AAAE0	driller_dunesofexil_marauder_u3_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_E716DB0ADC1AAAE0	driller_dunesofexil_marauder_u3_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_BB1ED26327E89E71	driller_dunesofexil_marauder_u4_100a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_BB1ED26827E89E71	driller_dunesofexil_marauder_u4_150a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_BB1ED26367E89E71	driller_dunesofexil_marauder_u4_200a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_81B1489DBD676B76	driller_enchantedisle_marauder_u1_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_8101489DBD676B76	driller_enchantedisle_marauder_u1_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_81B14C9DBD676B76	driller_enchantedisle_marauder_u1_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_758B82142E0906EF	driller_enchantedisle_marauder_u2_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Doubles consommables
DIFF REMOVED 714 	_9898609A99B17F44	driller_enchantedisle_marauder_u2_150a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_9848649A99B17F44	driller_enchantedisle_marauder_u2_200a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_56EC356140C9DDDA	driller_enchantedisle_marauder_u3_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_563C356140C9DDDA	driller_enchantedisle_marauder_u3_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_56EC396140C9DDDA	driller_enchantedisle_marauder_u3_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_C480EE2E90D22A3A	driller_enchantedisle_marauder_u4_100a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_C4D0EE2E90D22A3A	driller_enchantedisle_marauder_u4_150a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_C480F22E90D22A3A	driller_enchantedisle_marauder_u4_200a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_4BB0CA779F970E16	driller_fleetinggarden_marauder_u1_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_03C01D62D0E3CF7C	driller_fleetinggarden_marauder_u1_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_AC19BFE9CAF34E7D	driller_fleetinggarden_marauder_u2_100a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_1A5735606C2DE34A	driller_fleetinggarden_marauder_u2_50a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_3C6DDB842A65A169	driller_fleetinggarden_marauder_u3_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_D8FB0A28D34541E0	driller_fleetinggarden_marauder_u3_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_924F0EC1509A2326	driller_fleetinggarden_marauder_u4_100a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_468FC3F6E24E8E40	driller_fleetinggarden_marauder_u4_50a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_1F1D4C47CA0F97D2	driller_frahartowers_marauder_u1_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_1F1D6047CA0F97D2	driller_frahartowers_marauder_u1_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_3A83C73800BCB977	driller_frahartowers_marauder_u1_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_50A070CC49446796	driller_frahartowers_marauder_u2_100a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_50A084CC49446796	driller_frahartowers_marauder_u2_150a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_AA8D67C0A1AC7F2A	driller_frahartowers_marauder_u2_50a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_77525A02FAED6EAE	driller_frahartowers_marauder_u3_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_77526E02FAED6EAE	driller_frahartowers_marauder_u3_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_71D713FBED28E7AC	driller_frahartowers_marauder_u3_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_8E2DBF302EC1B001	driller_frahartowers_marauder_u4_100a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_8E2DD3302EC1B001	driller_frahartowers_marauder_u4_150a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_45DF0A547806D73D	driller_frahartowers_marauder_u4_50a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_1160327761A7F611	driller_groveconfusion_marauder_u1_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_1160327761A7FA11	driller_groveconfusion_marauder_u1_150b.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_D070327761A7F611	driller_groveconfusion_marauder_u1_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_D070327761A7FA11	driller_groveconfusion_marauder_u1_200b.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_1170327761A7F611	driller_groveconfusion_marauder_u1_250a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_1170327761A7FA11	driller_groveconfusion_marauder_u1_250b.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_72C927E98C033678	driller_groveconfusion_marauder_u2_150a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_72C927E98C033A78	driller_groveconfusion_marauder_u2_150b.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_31D927E98C033678	driller_groveconfusion_marauder_u2_200a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_31D927E98C033A78	driller_groveconfusion_marauder_u2_200b.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_72D927E98C033678	driller_groveconfusion_marauder_u2_250a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_72D927E98C033A78	driller_groveconfusion_marauder_u2_250b.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_021D4384EC758964	driller_groveconfusion_marauder_u3_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_021D4384EC758D64	driller_groveconfusion_marauder_u3_150b.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_C12D4384EC758964	driller_groveconfusion_marauder_u3_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_C12D4384EC758D64	driller_groveconfusion_marauder_u3_200b.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_022D4384EC758964	driller_groveconfusion_marauder_u3_250a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_022D4384EC758D64	driller_groveconfusion_marauder_u3_250b.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_58FF76C112AA0B21	driller_groveconfusion_marauder_u4_150a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_58FF76C112AA0F21	driller_groveconfusion_marauder_u4_150b.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_170F76C112AA0B21	driller_groveconfusion_marauder_u4_200a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_170F76C112AA0F21	driller_groveconfusion_marauder_u4_200b.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_580F76C112AA0B21	driller_groveconfusion_marauder_u4_250a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_580F76C112AA0F21	driller_groveconfusion_marauder_u4_250b.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_1EFD403E4C2E8BD6	driller_groveofumbra_marauder_u1_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_1EFD543E4C2E8BD6	driller_groveofumbra_marauder_u1_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_1EFD403F4C2E8BD6	driller_groveofumbra_marauder_u1_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_4F8064C3CB635B9A	driller_groveofumbra_marauder_u2_100a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_BB780A0C294972FC	driller_groveofumbra_marauder_u2_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Doubles consommables
DIFF REMOVED 714 	_4F8064C4CB635B9A	driller_groveofumbra_marauder_u2_200a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_76324EF97C0C62B2	driller_groveofumbra_marauder_u3_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_763262F97C0C62B2	driller_groveofumbra_marauder_u3_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_76324EFA7C0C62B2	driller_groveofumbra_marauder_u3_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_8D0DB327B0E0A405	driller_groveofumbra_marauder_u4_100a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_8D0DC727B0E0A405	driller_groveofumbra_marauder_u4_150a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_8D0DB328B0E0A405	driller_groveofumbra_marauder_u4_200a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_C24138B180866F97	driller_havenofpurity_marauder_u1_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_C29138B180866F97	driller_havenofpurity_marauder_u1_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_5C2EFC863C120308	driller_havenofpurity_marauder_u1_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_D9D850AE5CD08365	driller_havenofpurity_marauder_u2_100a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_D92850AE5CD08365	driller_havenofpurity_marauder_u2_150a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_8DB1200BFB37D3CC	driller_havenofpurity_marauder_u2_50a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_977C257503E8E1FB	driller_havenofpurity_marauder_u3_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_97CC257503E8E1FB	driller_havenofpurity_marauder_u3_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_B4630A41ECD0DAE4	driller_havenofpurity_marauder_u3_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_0510DE4253F12E5B	driller_havenofpurity_marauder_u4_100a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_0560DE4253F12E5B	driller_havenofpurity_marauder_u4_150a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_CB3E6F6F61941C37	driller_havenofpurity_marauder_u4_50a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_9B5C5C47CAFF87D6	driller_hiddensource_marauder_u1_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_9B5C7047CAFF87D6	driller_hiddensource_marauder_u1_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_9B5C5C48CAFF87D6	driller_hiddensource_marauder_u1_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_38D71215A71A6EFC	driller_hiddensource_marauder_u2_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Doubles consommables
DIFF REMOVED 714 	_CCDF94CC4934579A	driller_hiddensource_marauder_u2_150a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_CCDF80CD4934579A	driller_hiddensource_marauder_u2_200a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_F3916A02FADD5EB2	driller_hiddensource_marauder_u3_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_F3917E02FADD5EB2	driller_hiddensource_marauder_u3_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_F3916A03FADD5EB2	driller_hiddensource_marauder_u3_200a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_0A6CCF302EB1A005	driller_hiddensource_marauder_u4_100a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_0A6CE3302EB1A005	driller_hiddensource_marauder_u4_150a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_0A6CCF312EB1A005	driller_hiddensource_marauder_u4_200a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_981E38763BC2EB06	driller_imperialdunes_marauder_u1_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_C9A15CFBFAE7BBCA	driller_imperialdunes_marauder_u2_50a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_F0534631EB80C2E2	driller_imperialdunes_marauder_u3_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_072EAB5F60440435	driller_imperialdunes_marauder_u4_50a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
DIFF REMOVED 714 	_4D601A7EDF173E17	driller_knollofdissent_marauder_u1_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_8E601A7EDF173E17	driller_knollofdissent_marauder_u1_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_05706D691063FF7D	driller_knollofdissent_marauder_u1_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables 
DIFF REMOVED 714 	_AEC90FF00A737E7E	driller_knollofdissent_marauder_u2_100a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_EFC90FF00A737E7E	driller_knollofdissent_marauder_u2_150a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_1C078567ACAD134B	driller_knollofdissent_marauder_u2_50a.outpost_building	Offrande pour Aklareen à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
DIFF REMOVED 714 	_3E1D2B8B6AE5D16A	driller_knollofdissent_marauder_u3_100a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_7F1D2B8B6AE5D16A	driller_knollofdissent_marauder_u3_150a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_DAAB5A2F13C571E1	driller_knollofdissent_marauder_u3_50a.outpost_building	Offrande pour Aklareen	MP artisanat + Consommables (vitesse x1.5) 
DIFF REMOVED 714 	_94FF5EC8901A5327	driller_knollofdissent_marauder_u4_100a.outpost_building	Offrande pour Aklareen Supérieur	MP artisanat + Consommables (vitesse x2) 
