*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_-	casino_title1	Coupon for a Title (Lucky)	a	the	Coupons for a Title (Lucky)		the	
_-	casino_title2	Coupon for a Title (Unlucky)	a	the	Coupons for a Title (Unlucky)		the	
_-	casino_token	Token	a	the	Tokens		the	
_-	casket	Casket	a	the	Caskets		the	
_-	cattlestick	Cattle Stick	a	the	Cattle Sticks		the	
_-	cattlestick_2	Cattle Stick	a	the	Cattle Sticks		the	
_-	cattlestick_3	Cattle Stick	a	the	Cattle Sticks		the	
_-	chopper	Butcher's Knife	a	the	Butcher Knives		the	
_-	chopper_2	Chopper	a	the	Choppers		the	
_-	chopper_3	Chopper	a	the	Choppers		the	
_-	citizenship_bothaya_fire	Bothaya Fire	a	the	Bothaya Fires		the	
_-	citizenship_cold_pearl	Cold Pearl of Loyalty	a	the	Cold Pearls of Loyalty		the	
_-	citizenship_lacustre_beer	Avendale Lakes Beer	an	the	Avendale Lakes Beers		the	
_-	citizenship_purified_sap	Purified Sap	some	the	Purified Sap		the	
_-	citizenship_rotoa_flower	Bravichi Rotoa Flower	a	the	Bravichi Rotoa Flowers		the	
_-	citizenship_sac_veilleur	Watchman's Bag	a	the	Watchman's Bags		the	
_-	citizenship_shining_pearl	Shining Pearl of Loyalty	a	the	Shining Pearls of Loyalty		the	
_-	citizenship_stolen_offerings	Stolen Offerings	some	the	Stolen Offerings		the	
_-	citizenship_stolen_ressources	Stolen Kami Resources	some	the	Stolen Kami Resources		the	
_-	conso_constit_mineskitins	Kitin's Lair Resitance Flower	a	the	Kitin's Lair Resitance Flower		the	
_-	conso_fireworks_a	Firework Type A	a	the	Fireworks Type A		the	Pretty lights!
_-	conso_fireworks_b	Firework Type B	a	the	Fireworks Type B		the	Pretty lights!
_-	conso_fireworks_c	Firework Type C	a	the	Fireworks Type C		the	Pretty lights!
_-	conso_fireworks_d	Firework Type D	a	the	Fireworks Type D		the	Pretty lights!
_-	conso_fireworks_e	Firework Type E	a	the	Fireworks Type E		the	Pretty lights!
_-	conso_fireworks_f	Firework Type F	a	the	Fireworks Type F		the	Pretty lights!
_-	conso_fireworks_g	Firework Type G	a	the	Fireworks Type G		the	Pretty lights!
_-	conso_fireworks_h	Firework Type H	a	the	Fireworks Type H		the	Pretty lights!
_-	conso_fireworks_i	Firework Type I	a	the	Fireworks Type I		the	Pretty lights!
_-	conso_fireworks_j	Firework Type J	a	the	Fireworks Type J		the	Pretty lights!
_-	conso_fireworks_k	Firework Type K	a	the	Fireworks Type K		the	Pretty lights!
_-	conso_fireworks_l	Firework Type L	a	the	Fireworks Type L		the	Pretty lights!
_-	conso_fireworks_m	Firework Type M	a	the	Fireworks Type M		the	Pretty lights!
_-	conso_fireworks_n	Firework Type N	a	the	Fireworks Type N		the	Pretty lights!
_-	conso_fireworks_o	Firework Type O	a	the	Fireworks Type O		the	Pretty lights!
_-	conso_fireworks_p	Firework Type P	a	the	Fireworks Type P		the	Pretty lights!
_-	conso_fireworks_q	Firework Type Q	a	the	Fireworks Type Q		the	Pretty lights!
_-	conso_fireworks_r	Firework Type R	a	the	Fireworks Type R		the	Pretty lights!
_-	conso_fireworks_s	Firework Type S	a	the	Fireworks Type S		the	Pretty lights!
_-	conso_focus_mineskitins	Kitin's Lair Focus Flower	a	the	Kitin's Lair Focus Flower		the	
_-	conso_sap_mineskitins	Kitin's Lair Sap Flower	a	the	Kitin's Lair Sap Flower		the	
_-	conso_strength_mineskitins	Kitin's Lair Strength Flower	a	the	Kitin's Lair Strength Flower		the	
_-	conso_strength_substance_royale	Kitin Strength Potion	a	the	Kitin Strength Potions		the	
_-	crystalized_spell	Crystalized Spell	a	the	Crystallized Spells		the	
_-	ct_gmisland_aniro	<CS> Aniro GM Island Teleport	a	the	<CS> Aniro GM Island Teleports		the	This is a GM Item.
_-	ct_gmisland_arispotle	<CS> Arispotle GM Island Teleport	a	the	<CS> Arispotle GM Island Teleports		the	This is a GM Item.
_-	ct_gmisland_cho	<CS> Cho GM Island Teleport	a	the	<CS> Cho GM Island Teleports		the	This is a GM Item.
_-	ct_gmisland_leanon	<CS> Leanon GM Island Teleport	a	the	<CS> Leanon GM Island Teleports		the	This is a GM Item.
_-	cure_expert_letter	Cure Expert's Letter	a	the	Cure Expert's Letters		the	
_-	cwff03_egg	Goari Egg	a	the	Goari Eggs		the	
_-	cwmf03_bag	Package to deliver	a	the	Packages to deliver		the	
_-	cwmf03_purse	Little Purse	a	the	Little Purses		the	
_-	cwtf03_pearl	Corsair Pearl	a	the	Corsair Pearls		the	
_-	drill	Drill	a	the	Drills		the	
_-	drill_2	Drill	a	the	Drills		the	
_-	drill_3	Drill	a	the	Drills		the	
_-	ep2_high_brick	Higher Brick Wall	a	the	Higher Brick Walls		the	
_-	ep2_large_bark_splinter	Large Fragment of Bark	a	the	Large Fragments of Bark		the	
_-	ep2_large_bud	Large Ornamental Bud	a	the	Large Ornamental Buds		the	
_-	ep2_large_conglomerate	Big Conglomerate of Attics	a	the	Big Conglomerates of Attics		the	
_-	ep2_large_fibers	Large Handful of Fibers	a	the	Large Handfuls of Fibers		the	
_-	ep2_large_moss_patch	Large Handful of Moss	a	the	Large Handfuls of Moss		the	
_-	ep2_large_patch_cover	Major Covering Plate	a	the	Major Covering Plates		the	
_-	ep2_large_root_piece	Large Piece of Root	a	the	Large Pieces of Root		the	
_-	ep2_large_trunk	Long Part of Trunk	a	the	Long Parts of Trunk		the	
_-	ep2_low_brick	Lower Brick Wall	a	the	Lower Brick Walls		the	
_-	ep2_major_column	Major Part of Column	a	the	Major Parts of Column		the	
_-	ep2_major_justice_column	Major Part of the Column of Justice	a	the	Major Parts of the Column of Justice		the	
_-	ep2_major_maduk_core	Major Part of Ma-Duk's Core	a	the	Major Parts of Ma-Duk's Core		the	
_-	ep2_major_ornament	Major Ornamental Part	a	the	Major Ornamental Parts		the	
_-	ep2_major_pedestal	Major Part of Pedestal	a	the	Major Parts of Pedestal		the	
_-	ep2_major_statue_part	Major Part of Statue	a	the	Major Parts of Statue		the	
_-	ep2_major_symbol_part	Major Part of the Symbol	a	the	Major Parts of the Symbol		the	
_-	ep2_minor_column	Minor Part of Column	a	the	Minor Parts of Column		the	
_-	ep2_minor_justice_column	Minor Part of the Column of Justice	a	the	Minor Parts of the Column of Justice		the	
_-	ep2_minor_maduk_core	Minor Part of ma-Duk's Core	a	the	Minor Parts of Ma-Duk's Core		the	
_-	ep2_minor_ornament	Minor Ornamental Part	a	the	Minor Ornamental Parts		the	
_-	ep2_minor_pedestal	Minor Part of Pedestal	a	the	Minor Parts of Pedestal		the	
_-	ep2_minor_statue_part	Minor Part of Statue	a	the	Minor Parts of Statue		the	
_-	ep2_minor_symbol_part	Minor Part of the Symbol	a	the	Minor Parts of the Symbol		the	
_-	ep2_small_bark_splinter	Small Fragment of Bark	a	the	Small Fragments of Bark		the	
_-	ep2_small_bud	Small Ornamental Bud	a	the	Small Ornamental Buds		the	
_-	ep2_small_conglomerate	Small Conglomerate of Attics	a	the	Small Conglomerates of Attics		the	
_-	ep2_small_fibers	Small Handful of Fibers	a	the	Small Handfuls of Fiber		the	
_-	ep2_small_moss_patch	Small Handful of Moss	a	the	Small Handfuls of Moss		the	
_-	ep2_small_patch_cover	Minor Covering Plate	a	the	Minor Covering Plates		the	
_-	ep2_small_root_piece	Small Piece of Root	a	the	Small Pieces of Root		the	
_-	ep2_small_trunk	Small Part of Trunk	a	the	Small Parts of Trunk		the	
_-	event_barrel_of_beer	Barrel of Lakes Beer	a	the	Barrels of Lakes Beer		the	
_-	event_barrel_of_shooki_liquor	Barrel of Shooki Liquor	a	the	Barrels of Shooki Liquor		the	
_-	event_barrel_of_water	Barrel of Lake Water	a	the	Barrels of Lake Water		the	
_-	event_blood	Blood	some	the	Blood		the	
_-	event_goo	Goo	some	the	Goo		the	
_-	event_incandescent_wood	Incandescent Wood	some	the	Incandescent Wood		the	
_-	event_lakes_beer	Lakes Beer	some	the	Lakes Beer		the	
_-	event_magnetized_amber	Magnetized Amber	a	the	Magnetized Amber		the	
_-	event_magnetized_amber_sphere	Sphere Magnetized Amber	a	the	Sphere Magnetized Amber		the	
_-	event_meat	Meat	some	the	Meats		the	
_-	event_missive	Missive	a	the	Missives		the	
_-	event_missive_fyros	Fyros Missive	a	the	Fyros Missives		the	
_-	event_missive_kami	Kami Missive	a	the	Kami Missives		the	
_-	event_missive_kara	Karavan Missive	a	the	Karavan Missives		the	
_-	event_missive_matis	Matis Missive	a	the	Matis Missives		the	
_-	event_missive_tryker	Tryker Missive	a	the	Tryker Missives		the	
_-	event_missive_zorai	Zoraï Missive	a	the	Zoraï Missives		the	
_-	event_purified_sap	Purified Sap	some	the	Purified Sap		the	
_-	event_sheet_music	Sheet	a	the	Sheet		the	
_-	event_shooki_liquor	Shooki Liquor	some	the	Shooki Liquor		the	
_-	event_taliari_pearl_black	Black Taliari Pearl	a	the	Black Taliari Pearls		the	
_-	event_taliari_pearl_blue	Blue Taliari Pearl	a	the	Blue Taliari Pearls		the	
_-	event_taliari_pearl_violet	Violet Taliari Pearl	a	the	Violet Taliari Pearls		the	
_-	extrait_substance_question_de_force	Extract of Kitin Strength Substance	an	the	Extracts of Kitin Strength Substance		the	
_-	extrait_substance_royale	Extract of the Kitin Royal Substance	an	the	Extracts of the Kitin Royal Substance		the	
_-	fbt_conso	Surprise	a	the	Surprises		the	
_-	fc60_fiole	Vial of Fragrance	a	the	Vials of Fragrance		the	
_-	fc60_morceau	Drowsy Shooki Morsel	some	the	Drowsy Shooki Morsels		the	
_-	fc60_plumes	Vulgar Izam Feathers	some	the	Vulgar Izam Feathers		the	
_-	fc70_petales	Minor Shooki Petals	some	the	Minor Shooki Petals		the	
_-	fc70_plumes	Bloated Izam Feathers	some	the	Bloated Izam Feathers		the	
_-	fc80_ambre	Amber for Tools	an	the	Amber for Tools		the	
_-	fc80_carapaces	Shell to Exchange	a	the	Shells to Exchange		the	
_-	fc80_outil	Special Tool	a	the	Special Tools		the	
_-	fc80_pince	Scowling Goari Claw	a	the	Scowling Goari Claws		the	
_-	fc90_ailes	Vigilant Kizoar Wings	a	the	Vigilant Kizoar Wings		the	
_-	fc90_carapace	Moderate Kipee Shell	a	the	Moderate Kipee Shells		the	
_-	fc90_feuilles	Oasis Leaf	an	the	Oasis Leaves		the	
_-	fc100_bois	Preserved Wood	some	the	Preserved Wood		the	
_-	fc100_coffre	Chest Book	a	the	Chest Book		the	
_-	ff60_graisse	Gluttonous Arma Fat	some	the	Gluttonous Arma Fat		the	
_-	ff60_message	Message	a	the	Messages		the	
_-	ff90_insigne	Frahar Badge of Honor	a	the	Frahar Badges of Honor		the	
_-	ff100_bague	Ring	a	the	Rings		the	
_-	ff100_boisson	Exotic Drink	an	the	Exotic Drinks		the	
_-	fh60_bijoux	Jewel to be Delivered	a	the	Jewels to be Delivered		the	
_-	fh60_chair	Moderate Kipee Meat	some	the	Moderate Kipee Meat		the	
_-	fh60_parchemin	Mysterious Parchment	a	the	Mysterious Parchments		the	
_-	fh60_pendentif	Precious Pendant	a	the	Precious Pendants		the	
_-	fh70_pince	Scary Clopper Claw	a	the	Scary Clopper Claws		the	
_-	fh80_echantillon	Sample to Analyse	a	the	Samples to Analyse		the	
_-	fh80_lettre	Letter	a	the	Letters		the	
_-	fh80_tendons	Sprightly Capryni Tendons	some	the	Sprightly Capryni Tendons		the	
_-	fh90_cendre	Pure Ash	some	the	Pure Ashes		the	
_-	fh100_sac	Materials Bag	a	the	Materials Bags		the	
_-	fm50_pinces	Baying Goari Claws	some	the	Baying Goari Claws		the	
_-	fm60_plumes	Vigilant Igara Feathers	some	the	Vigilant Igara Feathers		the	
_-	fm70_bracelet	Floral Bracelet	a	the	Floral Bracelets		the	
_-	fm70_cristal	Special Crystal	a	the	Special Crystals		the	
_-	fm70_feuilles	Blooming Shooki Flowers	some	the	Blooming Shooki Flowers		the	
_-	fm80_ailettes	Gruff Raspal Fins	some	the	Gruff Raspal Fins		the	
_-	fm90_ailes	Vicious Kizoar Wings	some	the	Vicious Kizoar Wings		the	
_-	fm90_cristal	Crystal of Truth	a	the	Crystals of Truth		the	
_-	fm100_cristal	Crystal of Revelation	a	the	Crystals of Revelation		the	
_-	fragment_carapace_kitin_encore_plus_solide	Fragment of Kitin Shell	a	the	Fragments of Kitin Shell		the	
_-	fv_arrowhead	Strange Arrowhead	a	the	Strange Arrowheads		the	
_-	fv_seal1	Miner's Seal	a	the	Miner's Seals		the	
_-	fyler_dagger_crate	Fyler Dagger of the Goo Heads	a	the	Fyler Daggers of the Goo Heads		the	
_-	fy_banner_gm	Fyros Game Master Banner	a	the	Fyros Game Master Banners		the	
_-	fy_banner_gu	Fyros Guide Banner	a	the	Fyros Guide Banners		the	
_-	fy_banner_sgm	Fyros Senior Game Master Banner	a	the	Fyros Senior Game Master Banners		the	
_-	fy_banner_sgu	Fyros Senior Guide Banner	a	the	Fyros Senior Guide Banners		the	
_-	fy_cheveux_long01	Fyros Long Haircut	a	the	Fyros Long Hairs		the	
_-	fy_cheveux_medium01	Fyros Medium Haircut	a	the	Fyros Medium Haircuts		the	
_-	fy_cheveux_shave01	Fyros Shaved Haircut	a	the	Fyros Shaved Haircuts		the	
_-	fy_cheveux_short01	Fyros Short Haircut	a	the	Fyros Short Haircuts		the	
_-	fy_hof_haircolor0	Grey		the	Grey		the	
_-	fy_hof_haircolor1	Blond		the	Blond		the	
_-	fy_hof_haircolor2	Auburn		the	Auburn		the	
_-	fy_hof_haircolor3	Red		the	Red		the	
_-	fy_hof_haircolor4	Brown		the	Brown		the	
_-	fy_hof_haircolor5	Black			Black			
_-	fy_hof_hair_artistic01	Artistic Stiff Back Hairstyle	an	the	Artistic Stiff Back Hairstyles		the	
_-	fy_hof_hair_artistic02	Artistic Fringe and Tails Hairstyle	an	the	Artistic Fringe and Tails Hairstyles		the	
_-	fy_hof_hair_artistic03	Artistic Long Bunched Hairstyle	an	the	Artistic Long Bunched Hairstyles		the	
_-	fy_hof_hair_artistic04	Artistic Choppy Hairstyle	an	the	Artistic Choppy Hairstyles		the	
_-	fy_hof_hair_artistic05	Artistic High Chignon Hairstyle	an	the	Artistic High Chignon Hairstyles		the	
_-	fy_hof_hair_basic01	Basic Shaved Hairstyle	a	the	Basic Shaved Hairstyles		the	
_-	fy_hof_hair_basic02	Basic Tousled Hairstyle	a	the	Basic Tousled Hairstyles		the	
_-	fy_hof_hair_basic03	Basic Long Fringe Hairstyle	a	the	Basic Long Fringe Hairstyles		the	
_-	fy_hof_hair_basic04	Basic Flicked Hairstyle	a	the	Basic Flicked Hairstyles		the	
_-	fy_hof_hair_basic05	Basic Flame Hairstyle	a	the	Basic Flame Hairstyles		the	
_-	fy_hof_hair_style01	Stylish Streaky Fringe Hairstyle	a	the	Stylish Streaky Fringe Hairstyles		the	
_-	fy_hof_hair_style02	Stylish Stiff Back Hairstyle	a	the	Stylish Stiff Back Hairstyles		the	
_-	fy_hof_hair_style03	Stylish Long Silky Hairstyle	a	the	Stylish Long Silky Hairstyles		the	
_-	fy_hof_hair_style04	Stylish Gubani Hairstyle	a	the	Stylish Gubani Hairstyles		the	
_-	fy_hof_hair_style05	Bicorn Hairstyle	a	the	Bicorn Hairstyles		the	
_-	fy_hof_tatoo0	No Tattoo	a	the	No Tattoos		the	
_-	fy_hof_tatoo1	Eye Ticks Tatoo	an	the	Eye Ticks Tatoos		the	
_-	fy_hof_tatoo2	Fine Mascara Tatoo	a	the	Fine Mascara Tatoos		the	
_-	fy_hof_tatoo3	Fine Streaks Tatoo	a	the	Fine Streaks Tatoos		the	
_-	fy_hof_tatoo4	Eye Shadow Ticks Tatoo	an	the	Eye Shadow Ticks Tatoos		the	
_-	fy_hof_tatoo5	Ripples Tatoo	a	the	Ripples Tatoos		the	
_-	fy_hof_tatoo6	Shadow Ripples Tatoo	a	the	Shadow Ripples Tatoos		the	
_-	fy_hof_tatoo7	Delicate Brush Traits Tatoo	a	the	Delicate Brush Traits Tatoos		the	
_-	fy_hof_tatoo8	Lifton Cheek Highlights Tatoo	a	the	Lifton Cheek Highlights Tatoos		the	
_-	fy_hof_tatoo9	Brush Traits Tatoo	a	the	Brush Traits Tatoos		the	
_-	fy_hof_tatoo10	Hyton Cheek Highlights Tatoo	a	the	Hyton Cheek Highlights Tatoos		the	
_-	fy_hof_tatoo11	Mark of Ioda Tatoo	a	the	Mark of Ioda Tatoos		the	
_-	fy_hof_tatoo12	Cheek Strokes Tatoo	a	the	Cheek Strokes Tatoos		the	
_-	fy_hof_tatoo13	Black Look Tatoo	a	the	Black Look Tatoos		the	
_-	fy_hof_tatoo14	Ripples in the Sand Tatoo	a	the	Ripples in the Sand Tatoos		the	
_-	fy_hof_tatoo15	Sand Blast Tatoo	a	the	Sand Blast Tatoos		the	
_-	fy_hof_tatoo16	Sand Blast Shadow Tatoo	a	the	Sand Blast Shadow Tatoos		the	
_-	fy_hof_tatoo17	Mask of Menace Tatoo	a	the	Mask of Menace Tatoos		the	
_-	fy_hof_tatoo18	Ominous Elegance Tatoo	an	the	Ominous Elegance Tatoos		the	
_-	fy_hof_tatoo19	Lifton Cheek Highlights Tatoo	a	the	Lifton Cheek Highlights Tatoos		the	
_-	fy_hof_tatoo20	Madding Mascara Tatoo	a	the	Madding Mascara Tatoos		the	
_-	fy_hof_tatoo21	Watching Wings Tatoo	a	the	Watching Wings Tatoos		the	
_-	fy_hof_tatoo22	Mascara Mask Tatoo	a	the	Mascara Mask Tatoos		the	
_-	fy_hof_tatoo23	Pyph Crown Flecks Tatoo	a	the	Pyph Crown Flecks Tatoos		the	
_-	fy_hof_tatoo24	Spearing Mascara Tatoo	a	the	Spearing Mascara Tatoos		the	
_-	fy_hof_tatoo25	Fina Crown Flecks Tatoo	a	the	Fina Crown Flecks Tatoos		the	
_-	fy_hof_tatoo26	Spearing Shadow Tatoo	a	the	Spearing Shadow Tatoos		the	
_-	fy_hof_tatoo27	Crown Flecks and Shadow Tatoo	a	the	Crown Flecks and Shadow Tatoos		the	
_-	fy_hof_tatoo28	Sandy Face Tatoo	a	the	Sandy Face Tatoos		the	
_-	fy_hof_tatoo29	Floryx Crown Flecks Tatoo	a	the	Floryx Crown Flecks Tatoos		the	
_-	fy_hof_tatoo30	Shadow Flecks Tatoo	a	the	Shadow Flecks Tatoos		the	
_-	fy_hof_tatoo31	Shadow Ripples Tatoo	a	the	Shadow Ripples Tatoos		the	
_-	fy_hof_tatoo32	Starry Shadow Tatoo	a	the	Starry Shadow Tatoos		the	
_-	fy_hof_tatoo33	Starry Tatoo	a	the	Starry Tatoos		the	
_-	fy_hof_tatoo34	Flaming Eyes Tatoo	a	the	Flaming Eyes Tatoos		the	
_-	fy_hof_tatoo35	Tithon Streak Tatoo	a	the	Tithon Streak Tatoos		the	
_-	fy_hof_tatoo36	Continuity Streaks Tatoo	a	the	Continuity Streaks Tatoos		the	
_-	fy_hof_tatoo37	Elegant Streaks Tatoo	an	the	Elegant Streaks Tatoos		the	
_-	fy_hof_tatoo38	Styled Flanks Tatoo	a	the	Styled Flanks Tatoos		the	
_-	fy_hof_tatoo39	Lifton Streaks Tatoo	a	the	Lifton Streaks Tatoos		the	
_-	fy_hof_tatoo40	Lifton Blue Tatoo	a	the	Lifton Blue Tatoos		the	
_-	fy_hof_tatoo41	Wings and Sreaks Tatoo	a	the	Wings and Sreaks Tatoos		the	
_-	fy_hof_tatoo42	Think Blink Tatoo	a	the	Think Blink Tatoos		the	
_-	fy_hof_tatoo43	Tyloth Patch Tatoo	a	the	Tyloth Patch Tatoos		the	
_-	fy_hof_tatoo44	War Triangles Tatoo	a	the	War Triangles Tatoos		the	
_-	fy_hof_tatoo45	Flepos Streaks Tatoo	a	the	Flepos Streaks Tatoos		the	
_-	fy_hof_tatoo46	Hyte Streaks Tatoo	a	the	Hyte Streaks Tatoos		the	
_-	fy_hof_tatoo47	Shadow Brow Tatoo	a	the	Shadow Brow Tatoos		the	
_-	fy_hof_tatoo48	High Serenity Tatoo	a	the	High Serenity Tatoos		the	
_-	fy_hof_tatoo49	Dragon Wings Tatoo	a	the	Dragon Wings Tatoos		the	
_-	fy_hof_tatoo50	Wavy Eyelines Tatoo	a	the	Wavy Eyelines Tatoos		the	
_-	fy_hof_tatoo51	Avenger Dabs Tatoo	an	the	Avenger Dabs Tatoos		the	
_-	fy_hof_tatoo52	Eye Tabs Tatoo	an	the	Eye Tabs Tatoos		the	
_-	fy_hof_tatoo53	Thick Flecks Tatoo	a	the	Thick Flecks Tatoos		the	
_-	fy_hof_tatoo54	Munshia Bridge Tatoo	a	the	Munshia Bridge Tatoos		the	
_-	fy_hof_tatoo55	Thunder Eyes Tatoo	a	the	Thunder Eyes Tatoos		the	
_-	fy_hof_tatoo56	Spearing Sands Tatoo	a	the	Spearing Sands Tatoos		the	
_-	fy_hof_tatoo57	Mindful Tatoo	a	the	Mindful Tatoos		the	
_-	fy_hof_tatoo58	Mindful Flecks Tatoo	a	the	Mindful Flecks Tatoos		the	
_-	fy_hof_tatoo59	Simple Elegance Tatoo	a	the	Simple Elegance Tatoos		the	
_-	fy_hof_tatoo60	Ceremonial Elegance Tatoo	a	the	Ceremonial Elegance Tatoos		the	
_-	fy_hof_tatoo61	Elegance Tatoo	an	the	Elegance Tatoos		the	
_-	fy_hof_tatoo62	Mascara Star Tatoo	a	the	Mascara Star Tatoos		the	
_-	fy_hof_tatoo63	Full Elegance Tatoo	a	the	Full Elegance Tatoos		the	
_-	fy_hom_haircolor0	Grey			Grey			
_-	fy_hom_haircolor1	Blond			Blond			
_-	fy_hom_haircolor2	Auburn			Auburn			
_-	fy_hom_haircolor3	Red			Red			
_-	fy_hom_haircolor4	Brown			Brown			
_-	fy_hom_haircolor5	Black			Black			
_-	fy_hom_hair_artistic01	Artistic Swept Back Hairstyle	an	the	Artistic Swept Back Hairstyles		the	
_-	fy_hom_hair_artistic02	Artistic Top Tail Hairstyle	an	the	Artistic Top Tail Hairstyles		the	
_-	fy_hom_hair_artistic03	Artistic Choppy Hairstyle	an	the	Artistic Choppy Hairstyles		the	
_-	fy_hom_hair_artistic04	Artistic Crown and Tail Hairstyle	an	the	Artistic Crown and Tail Hairstyles		the	
_-	fy_hom_hair_artistic05	Artistic Pride Hairstyle	an	the	Artistic Pride Hairstyles		the	
_-	fy_hom_hair_basic01	Basic Shaved Hairstyle	a	the	Basic Shaved Hairstyles		the	
_-	fy_hom_hair_basic02	Basic Stubby Tail Hairstyle	a	the	Basic Stubby Tail Hairstyles		the	
_-	fy_hom_hair_basic03	Basic Stiff Back Hairstyle	a	the	Basic Stiff Back Hairstyles		the	
_-	fy_hom_hair_basic04	Basic Shaggy Hairstyle	a	the	Basic Shaggy Hairstyles		the	
_-	fy_hom_hair_basic05	Basic Izam Wings Hairstyle	a	the	Basic Izam Wings Hairstyles		the	
_-	fy_hom_hair_style01	Stylish Flaming Sides Hairstyle	a	the	Stylish Flaming Sides Hairstyles		the	
_-	fy_hom_hair_style02	Stylish Stiff Back Hairstyle	a	the	Stylish Stiff Back Hairstyles		the	
_-	fy_hom_hair_style03	Stylish Twin Tails Hairstyle	a	the	Stylish Twin Tails Hairstyles		the	
_-	fy_hom_hair_style04	Stylish Bodoc Horns Hairstyle	a	the	Stylish Bodoc Horns Hairstyles		the	
_-	fy_hom_hair_style05	Bicorn Hairstyle	a	the	Bicorn Hairstyles		the	
_-	fy_hom_tatoo0	No Tattoo Tatoo	a	the	No Tattoo Tatoos		the	
_-	fy_hom_tatoo1	Eye Ticks Tatoo	an	the	Eye Ticks Tatoos		the	
_-	fy_hom_tatoo2	Red Eye Ticks Tatoo	a	the	Red Eye Ticks Tatoos		the	
