*HASH_VALUE	bot name	translated name	sheet_name		
0000000000000000	ZORAI_PLAN_JEWEL - fyfa 2	ZORAI_PLAN_JEWEL - fyfa 2			
0000000000000000	ZORAI_PLAN_RANGE_WEAPON - fyfu 3	ZORAI_PLAN_RANGE_WEAPON - fyfu 3			
0000000000000000	FYROS_HARMOR - fyhc 1	FYROS_HARMOR - fyhc 1			
0000000000000000	FYROS_LARMOR - fyha 3	FYROS_LARMOR - fyha 3			
0000000000000000	FYROS_MARMOR - fyhc 2	FYROS_MARMOR - fyhc 2			
0000000000000000	FYROS_MASTER_MELEE_FIGHTER - fyhc 8	FYROS_MASTER_MELEE_FIGHTER - fyhc 8			
0000000000000000	FYROS_MASTER_RANGE_FIGHTER - fyhu 7	FYROS_MASTER_RANGE_FIGHTER - fyhu 7			
0000000000000000	FYROS_PLAN_MELEE_WEAPON - fyha 6	FYROS_PLAN_MELEE_WEAPON - fyha 6			
0000000000000000	FYROS_SHIELD - fyhu 7	FYROS_SHIELD - fyhu 7			
0000000000000000	group0	group0			
0000000000000000	MATIS_PLAN_MELEE_WEAPON - fyha 5	MATIS_PLAN_MELEE_WEAPON - fyha 5			
0000000000000000	MATIS_SHIELD - fyhc 8	MATIS_SHIELD - fyhc 8			
0000000000000000	RELEVE GUARD B	RELEVE GUARD B			
0000000000000000	RELEVE GUARD B 2	RELEVE GUARD B 2			
0000000000000000	throwing_adept	throwing_adept			
0000000000000000	throwing_expert	throwing_expert			
0000000000000000	throwing_master	throwing_master			
0000000000000000	TRYKER_PLAN_MELEE_WEAPON - fyhc 8	TRYKER_PLAN_MELEE_WEAPON - fyhc 8			
0000000000000000	TRYKER_PLAN_RANGE_WEAPON - fyha 4	TRYKER_PLAN_RANGE_WEAPON - fyha 4			
0000000000000000	ZORAI_HARMOR - fyha 4	ZORAI_HARMOR - fyha 4			
0000000000000000	ZORAI_MARMOR - fyha 5	ZORAI_MARMOR - fyha 5			
0000000000000000	ZORAI_PLAN_MELEE_WEAPON - fyhc 7	ZORAI_PLAN_MELEE_WEAPON - fyhc 7			
0000000000000000	FYROS_MASTER_HEALER_CASTER - kaha 5	FYROS_MASTER_HEALER_CASTER - kaha 5			
0000000000000000	karavan	karavan			
0000000000000000	Karavan Guard	Karavan Guard			
0000000000000000	Karavan Soldier	Karavan Soldier			
0000000000000000	Karavan Teleporter	$gn_Karavan_Teleporter$			
0000000000000000	TRYKER_SHIELD - kaha 5	TRYKER_SHIELD - kaha 5			
0000000000000000	conscript	Sirgio Cinio			
0000000000000000	diplomat	Lini Antoni			
0000000000000000	forager	$gn_forager$			
0000000000000000	gunmen	Varo Antondi			
0000000000000000	milician	Sirgio Lidera			
0000000000000000	recruit	Lini Linti			
0000000000000000	aefemae	Varo Antosi			
0000000000000000	aela	Varo Frezzo			
0000000000000000	aelae	Varo Aniri			
0000000000000000	aelaexvla	Sirgio Bechini	maha1mid		
0000000000000000	aelva	Lini Cindi			
0000000000000000	aemae	Sirgio Antochini	mafa1_b		
0000000000000000	aemsa	Lini Ciochini	mafa2old		
0000000000000000	aenae	Lini Gipi			
0000000000000000	aesa	Lini Linio	mafa1mid		
0000000000000000	aeta	Sirgio Ciochini			
0000000000000000	aetfa	Lini Fredera			
0000000000000000	aetna	Lini Ciopi	matis_guard_m_h		
0000000000000000	aetta	Sirgio Anigno	matis_guard_m_f		
0000000000000000	aevfa	Varo Anisti	matis_guard_m_f		
0000000000000000	aevmae	Lini Lichini			
0000000000000000	aexftae	Varo Benti	mafc3old		
0000000000000000	aexxae	Varo Frello	mafa1		
0000000000000000	aezae	Lini Ciovaldo			
0000000000000000	aezllae	Sirgio Chianti	mahc3		
0000000000000000	aezna	Lini Antollo	mafa2		
0000000000000000	Aezus	Sirgio Chiania			
0000000000000000	afzae	Lini Gigno			
0000000000000000	alazxa	Sirgio Cuisi	matis_guard_m_f		
0000000000000000	allamus	Lini Freldo			
0000000000000000	almaxa	Sirgio Chiazzo	matis_guard_m_f		
0000000000000000	altava	Lini Gichini			
0000000000000000	amae	Lini Beldo	matis_guard_m_f		
0000000000000000	amfae	Lini Frecco	matis_guard_m_f		
0000000000000000	ammae	Sirgio Beni	mafc1mid		
0000000000000000	amtae	Sirgio Ciovaldo			
0000000000000000	ana	Lini Lilli	matis_guard_m_f		
0000000000000000	annataui	Varo Cuildo	matis_guard_m_h		
0000000000000000	anxae	Sirgio Bechio	mafc1		
0000000000000000	archery master	Sirgio Gizzo			
0000000000000000	asatae	Varo Benia			
0000000000000000	asnae	Lini Aninio	matis_guard_m_f		
0000000000000000	atasae	Varo Cinia	matis_guard_m_f		
0000000000000000	ataxisus	Sirgio Frenti	mafc1		
0000000000000000	atma	Lini Antoldo	mafc1mid		
0000000000000000	atza	Lini Ciolo			
0000000000000000	avalae	Varo Girinia	mafc1		
0000000000000000	avma	Varo Antoldo	matis_guard_m_h		
0000000000000000	avmae	Lini Antodi			
0000000000000000	axilialli	Varo Ligno	mafc1		
0000000000000000	axsys	Sirgio Lindi	matis_guard_m_f		
0000000000000000	axxa	Varo Anizzo	matis_guard_m_f		
0000000000000000	azaexsa	Varo Cuirello			
0000000000000000	azsa	Sirgio Ciorinia	mafc1mid		
0000000000000000	azzma	Varo Antodo	matis_guard_m_h		
0000000000000000	berthus	Sirgio Cuirello	matis_guard_m_h		
0000000000000000	buffer_rolemaster	Lini Anirinia			
0000000000000000	charm_adept	Varo Aninio			
0000000000000000	citizens	Varo Cipi			
0000000000000000	citizens 1	Lini Antosti			
0000000000000000	citizens 2	Lini Ciri			
0000000000000000	citizens 3	Sirgio Gibi			
0000000000000000	cleric	Lini Chiano			
0000000000000000	CTOOL - mafc2	Sirgio Antozzo			
0000000000000000	doctor	Lini Chiadera			
0000000000000000	eafla	Sirgio Bezzo	matis_guard_m_f		
0000000000000000	ealenla	Varo Cini			
0000000000000000	ealnae	Varo Anirinia			
0000000000000000	ealsa	Sirgio Chiani			
0000000000000000	eama	Sirgio Cionio	mafa1_b		
0000000000000000	eamana	Lini Anidi	mafa1		
0000000000000000	eanala	Sirgio Anichini			
0000000000000000	easla	Varo Chianti	matis_guard_m_h		
0000000000000000	eassa	Lini Antosi	matis_guard_m_f		
0000000000000000	easssa	Sirgio Cigno	mafc2		
0000000000000000	easta	Lini Anichio			
0000000000000000	easza	Varo Belo			
0000000000000000	eatllae	Lini Anildo	mafc2		
0000000000000000	eatma	Lini Cidera			
0000000000000000	eatmae	Sirgio Anirello	matis_guard_m_f		
0000000000000000	eatzzta	Varo Anidera	mafa1		
0000000000000000	eava	Varo Civaldo	mafa2		
0000000000000000	eavfae	Lini Cuinio			
0000000000000000	eavma	Varo Ciono	mafa1old		
0000000000000000	eaxa	Varo Antobi	matis_guard_m_h		
0000000000000000	eaxae	Lini Anindi	mafc1		
0000000000000000	eazfae	Varo Ciochini	mafa1		
0000000000000000	efa	Lini Chialo	matis_guard_m_h		
0000000000000000	efae	Sirgio Frebi	mafa3_b		
0000000000000000	efamsa	Sirgio Cipi	mafa1		
0000000000000000	efealntae	Sirgio Ciorello	mafu1		
0000000000000000	efefla	Sirgio Fresi	mafc1mid		
0000000000000000	effae	Sirgio Ciobi	matis_guard_m_h		
0000000000000000	elaemanva	Lini Antonti			
0000000000000000	elmae	Sirgio Chiano			
0000000000000000	elna	Sirgio Frerello	matis_guard_m_f		
0000000000000000	elva	Varo Cuizzo	mafa3mid		
0000000000000000	elyus	Varo Ciodi	matis_guard_m_h		
0000000000000000	emae	Varo Frecco			
0000000000000000	emammae	Lini Lidi			
0000000000000000	emaza	Sirgio Cuinti	mafc1		
0000000000000000	emmata	Varo Frechio	matis_guard_m_h		
0000000000000000	emza	Varo Cioni			
0000000000000000	enae	Lini Ciogno			
0000000000000000	enaemza	Varo Gibi			
0000000000000000	enamxxa	Lini Cuicco			
0000000000000000	enamzma	Sirgio Anichio			
0000000000000000	enefza	Sirgio Gilli			
0000000000000000	enevefae	Varo Antorinia			
0000000000000000	enfa	Varo Antollo			
0000000000000000	enmae	Sirgio Ciodera	mafa1		
0000000000000000	enmavnma	Varo Frebi	matis_guard_m_h		
0000000000000000	ensela	Sirgio Cuizzo			
0000000000000000	enttna	Sirgio Anizzo	matis_guard_m_h		
0000000000000000	esatae	Varo Cuini			
0000000000000000	esla	Varo Freno			
0000000000000000	etae	Varo Cidi	mafc1		
0000000000000000	etafta	Varo Cuidi			
0000000000000000	etenae	Sirgio Bello	mafa2mid		
0000000000000000	etfae	Lini Cuirello	mafa1		
0000000000000000	etsamma	Sirgio Frevaldo			
0000000000000000	eva	Varo Besti	matis_guard_m_h		
0000000000000000	evae	Sirgio Gichio	matis_guard_m_f		
0000000000000000	evazva	Sirgio Belo			
0000000000000000	evlta	Sirgio Cuilli			
0000000000000000	exatma	Lini Belo	matis_guard_m_h		
0000000000000000	exema	Lini Frelli	matis_guard_m_h		
0000000000000000	exexa	Sirgio Gicco	matis_guard_m_h		
0000000000000000	exmae	Lini Gisti	matis_guard_m_h		
0000000000000000	exmenae	Varo Gigno	mafa1		
0000000000000000	extae	Varo Frelli	matis_guard_m_f		
0000000000000000	exva	Varo Chiagno	matis_guard_m_h		
0000000000000000	eza	Varo Ciopi	matis_guard_m_f		
0000000000000000	ezae	Sirgio Cuinia			
0000000000000000	ezlae	Varo Cuino	matis_guard_m_f		
0000000000000000	ezzzae	Sirgio Aninia			
0000000000000000	famae	Sirgio Chialdo			
0000000000000000	fanae	Varo Cuindi	mafa1		
0000000000000000	fannlae	Varo Chiallo			
0000000000000000	fasma	Varo Anibi			
0000000000000000	fattae	Varo Chialo	matis_guard_m_f		
0000000000000000	favxae	Lini Ligno	maha1mid		
0000000000000000	fazma	Varo Antozzo			
0000000000000000	felae	Lini Lichio	matis_guard_m_f		
0000000000000000	feslae	Sirgio Frelo	matis_guard_m_h		
0000000000000000	fexvae	Varo Fregno			
0000000000000000	fezzma	Lini Gini			
0000000000000000	fighter	Lini Antocco			
0000000000000000	fsammva	Varo Frelo	mahc1mid		
0000000000000000	fvema	Sirgio Gido	maha2old		
0000000000000000	fvezae	Sirgio Aniri			
0000000000000000	FYROS_AMMO - mafc 5	Lini Frepi			
0000000000000000	FYROS_MASTER_BUFFER_CASTER - mafa 4	Varo Aninia			
0000000000000000	FYROS_MASTER_FABER - mafa 3	Sirgio Anindi			
0000000000000000	FYROS_MASTER_HARVESTER - mafc 1	Lini Frevaldo			
0000000000000000	FYROS_MASTER_TRADER - mafa 2	Varo Gizzo			
0000000000000000	guards	Lini Cinio			
0000000000000000	guards_village_doors	Varo Gilo			
0000000000000000	HTOOL - mafc3	Sirgio Linia			
0000000000000000	imotius	Sirgio Antoldo	matis_guard_m_h		
0000000000000000	lae	Sirgio Cuichini	mafc1		
0000000000000000	lalamus	Lini Anibi	mafc1		
0000000000000000	lalusisu	Sirgio Bedo	mafc1		
0000000000000000	lasmma	Sirgio Frenio			
0000000000000000	laxa	Varo Gicco			
0000000000000000	leanmsa	Sirgio Lidi			
0000000000000000	leatenza	Sirgio Frepi	matis_guard_m_f		
0000000000000000	leaza	Sirgio Cuisti			
0000000000000000	lesxxa	Lini Lido	matis_guard_m_h		
0000000000000000	levae	Varo Chiadi			
0000000000000000	lexxtfa	Varo Ciollo	matis_guard_m_f		
0000000000000000	lezae	Sirgio Ciochio			
0000000000000000	lmata	Sirgio Bepi			
0000000000000000	lxeafta	Lini Berello	mafc1old		
0000000000000000	mae	Varo Fredi	matis_guard_m_h		
0000000000000000	magic_attack_rolemaster	Lini Freni			
0000000000000000	mahazzza	Varo Cibi	matis_guard_m_h		
0000000000000000	mansae	Lini Ciolli	matis_guard_m_f		
0000000000000000	MATIS_AMMO - mafa 8	Lini Cichio			
0000000000000000	MATIS_MASTER_ATTACK_CASTER - mafu 6	Sirgio Berinia			
0000000000000000	MATIS_MASTER_MELEE_FIGHTER - mafc 8	Lini Frebi			
0000000000000000	MATIS_MASTER_RANGE_FIGHTER - mafc 7	Sirgio Frechini			
0000000000000000	matma	Sirgio Fredera	matis_guard_m_h		
0000000000000000	matmaulus	Varo Gidera	mafc1		
0000000000000000	maxnla	Varo Chialdo	matis_guard_m_h		
0000000000000000	maylius	Sirgio Anirini	matis_guard_m_h		
0000000000000000	meafsa	Lini Gichio			
0000000000000000	menaxa	Lini Chiavaldo			
0000000000000000	menva	Lini Cildo			
0000000000000000	metfzae	Sirgio Cuivaldo	mafa3		
0000000000000000	mezzemtlae	Varo Anichini	mafc1mid		
0000000000000000	mnaefza	Lini Antochio			
0000000000000000	mnenltae	Sirgio Bedi	mafa1old		
0000000000000000	mtamtta	Lini Ginio			
0000000000000000	mzalnae	Lini Ginia	mafa3_c		
0000000000000000	naemalis	Lini Fredo	matis_guard_m_f		
0000000000000000	naffae	Varo Freldo			
0000000000000000	nalma	Sirgio Chiasi	mafc1mid		
0000000000000000	nanftae	Varo Freni	matis_guard_m_f		
0000000000000000	nassae	Lini Anirini			
0000000000000000	nefefae	Sirgio Antovaldo			
0000000000000000	nena	Sirgio Antodo			
0000000000000000	nesesna	Sirgio Antonia			
0000000000000000	netvsa	Sirgio Chiarinia	maha3old		
0000000000000000	nufatyus	Lini Cinia	matis_guard_m_h		
0000000000000000	nxazalvfa	Lini Berini	maha2mid		
0000000000000000	professional	Varo Anidi			
0000000000000000	saeta	Lini Anilli			
0000000000000000	sanaevnae	Lini Chialdo			
0000000000000000	satnfa	Varo Antodi			
0000000000000000	seavae	Lini Chiarini			
0000000000000000	sergent	Lini Cisti			
0000000000000000	sesfezae	Varo Besi			
0000000000000000	seslfna	Lini Frezzo	mahc3		
0000000000000000	setae	Lini Ciosti	mafa1old		
0000000000000000	setasa	Sirgio Benti			
0000000000000000	seva	Sirgio Cidera			
0000000000000000	sevae	Varo Cizzo	mafc1		
0000000000000000	sezaenla	Sirgio Belli	mahc1mid		
0000000000000000	sfameavnva	Lini Ciochio	maha1		
0000000000000000	sfeanla	Sirgio Antogno			
0000000000000000	shoting_elite	Lini Cuirini			
0000000000000000	taenmla	Varo Bello			
0000000000000000	taetsae	Sirgio Girini			
0000000000000000	talli	Lini Bebi	mafc1		
0000000000000000	taxxxus	Lini Cinti	mafc1		
0000000000000000	teazenta	Lini Cuilo			
0000000000000000	teffa	Lini Anisti	mafa2_b		
0000000000000000	tenva	Sirgio Benia			
0000000000000000	texae	Sirgio Ginio	maha3		
0000000000000000	tnenvae	Varo Ciondi			
0000000000000000	trader_rolemaster	Lini Cuillo			
0000000000000000	TRYKER_AMMO - mafa 7	Varo Cuilo			
0000000000000000	tsesxa	Lini Lildo	mahc3old		
0000000000000000	TTOOL - mafu1	Lini Antorello			
0000000000000000	utetys	Lini Cillo	matis_guard_m_h		
0000000000000000	vaefxae	Lini Cichini	mafa1_b		
0000000000000000	vaxa	Sirgio Cicco	matis_guard_m_f		
0000000000000000	Vaxanyus	Varo Chiasi			
0000000000000000	vealnxa	Varo Lidera			
0000000000000000	veata	Lini Besti			
0000000000000000	vellna	Lini Fredi			
0000000000000000	velsla	Varo Beri			
0000000000000000	vemata	Sirgio Freri			
0000000000000000	vtelta	Sirgio Anido	matis_guard_m_f		
0000000000000000	xatta	Lini Cioldo			
0000000000000000	xeata	Varo Belli			
0000000000000000	xetae	Sirgio Girinia			
0000000000000000	xettaana	Lini Benti	matis_guard_m_f		
0000000000000000	xetza	Sirgio Ciollo			
0000000000000000	xmava	Varo Lillo			
0000000000000000	ymyus	Sirgio Gillo			
0000000000000000	yttvzus	Varo Beldo	mahc1		
0000000000000000	yunsys	Varo Cuinia	mafu1		
0000000000000000	zalxxna	Sirgio Ciozzo			
0000000000000000	zameassa	Lini Cuido			
0000000000000000	zaxnva	Varo Anichio			
0000000000000000	zeamlyus	Sirgio Aninti	matis_guard_m_h		
0000000000000000	zeazae	Lini Ginti			
0000000000000000	zelezta	Lini Cilli	mafa3		
0000000000000000	zemzfae	Varo Cidera			
0000000000000000	zenae	Sirgio Chiado			
0000000000000000	zevla	Varo Gichio			
0000000000000000	zfelae	Varo Cillo			
0000000000000000	zneanvae	Lini Girini			
0000000000000000	ZORAI_AMMO - mafa 6	Lini Cibi			
0000000000000000	zxmuxyus	Varo Anipi	mahc2_b		
0000000000000000	aefys	Varo Cuibi			
0000000000000000	aefyus	Varo Antonia			
0000000000000000	aefzsus	Lini Bello			
0000000000000000	aelafnnus	Varo Cuilli			
0000000000000000	aelyfnus	Lini Antovaldo			
0000000000000000	aemvsus	Lini Frenio	mahc3		
0000000000000000	aemyus	Sirgio Gisti			
0000000000000000	aevyus	Varo Cisti	mahc1		
0000000000000000	aexa	Varo Chiarinia	matis_guard_m_f		
0000000000000000	aezlus	Lini Cuibi	matis_guard_m_f		
0000000000000000	aftlus	Lini Gillo	matis_guard_m_h		
0000000000000000	afuzsus	Varo Antochini			
0000000000000000	afvys	Lini Cini	matis_guard_m_h		
0000000000000000	afys	Sirgio Frendi	matis_guard_m_h		
0000000000000000	afyus	Sirgio Chiasti	maha2mid		
0000000000000000	agora	Sirgio Ciolli			
0000000000000000	alisisu	Sirgio Chianio			
0000000000000000	alsuzus	Sirgio Antorinia	matis_guard_m_h		
0000000000000000	alsys	Sirgio Chiadera			
0000000000000000	altsyus	Lini Chiasti	matis_guard_m_h		
0000000000000000	altys	Lini Ciondi	matis_guard_m_h		
0000000000000000	alzyus	Lini Gisi	matis_guard_m_h		
0000000000000000	Amanys	Sirgio Cisti			
0000000000000000	ammo_merchant	Sirgio Cuipi			
0000000000000000	ammvys	Lini Gizzo	mahc1		
0000000000000000	ammyus	Lini Anivaldo			
0000000000000000	amokhus	Sirgio Cisi	matis_guard_m_h		
0000000000000000	amsnmys	Lini Ciodo	matis_guard_m_h		
0000000000000000	amxyus	Anibre Anichini	matis_guard_m_h		
0000000000000000	amyus	Lini Cigno			
0000000000000000	anenfys	Varo Cuillo	matis_guard_m_h		
0000000000000000	anmys	Sirgio Cibi	matis_guard_m_f		
0000000000000000	ansus	Varo Cigno	matis_guard_m_h		
0000000000000000	anyus	Sirgio Civaldo			
0000000000000000	anyxmus	Varo Beio			
0000000000000000	arcane_apprentice	Sirgio Ginti			
0000000000000000	arcane_master	Varo Frerello			
0000000000000000	arcturusus	Lini Cuisi			
0000000000000000	Arena Patrol	Sirgio Gini			
0000000000000000	armor and shield shop	Lini Cuivaldo			
0000000000000000	artsiant_rolemaster	Varo Cirinia			
0000000000000000	assassin	Varo Ciodo			
0000000000000000	assus	Lini Anino			
0000000000000000	asunsus	Varo Lildo	matis_guard_m_h		
0000000000000000	asys	Lini Ciori			
0000000000000000	atetys	Varo Becco	matis_guard_m_h		
0000000000000000	atyus	Varo Anino			
0000000000000000	aulnus	Sirgio Cuillo	matis_guard_m_f		
0000000000000000	aulyus	Sirgio Cuino	matis_guard_m_h		
0000000000000000	aumfus	Anibre Anidi	matis_guard_m_h		
0000000000000000	Ausulus	Sirgio Fredi			
0000000000000000	ausus	Lini Ciono	matis_guard_m_h		
0000000000000000	autzamexus	Sirgio Freni	mahc1_c		
0000000000000000	auvzlus	Lini Bechini	mahc2_b		
0000000000000000	avae	Sirgio Bedera			
0000000000000000	avevyus	Lini Ciorinia			
0000000000000000	avexunys	Lini Anicco	mahc1		
0000000000000000	avfus	Sirgio Chiapi			
0000000000000000	avtus	Sirgio Begno	mahc1		
0000000000000000	avvus	Varo Cinti			
0000000000000000	avxunzexxyus	Lini Antolli	mafc3old		
0000000000000000	avyus	Sirgio Aninio			
0000000000000000	Avzys	Sirgio Ciolo			
0000000000000000	axlys	Lini Aniri	matis_guard_m_h		
0000000000000000	ayfus	Sirgio Libi			
0000000000000000	ayfyus	Sirgio Lichio	matis_guard_m_h		
0000000000000000	aysys	Lini Linia	maha1_a		
0000000000000000	aytus	Sirgio Cuido	matis_guard_m_f		
0000000000000000	aytvus	Varo Frerini	matis_guard_m_h		
0000000000000000	aytxus	Lini Chiandi	mafc3_b		
0000000000000000	ayvys	Sirgio Ciocco	matis_guard_m_h		
0000000000000000	Azfys	Sirgio Cichio			
0000000000000000	azyus	Sirgio Gisi			
0000000000000000	bandit	Lini Cuizzo			
0000000000000000	birius	Varo Cuicco	matis_guard_m_f		
0000000000000000	borius	Lini Gilo			
