*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
0000000000000000	BFMA10	Increase Damage 10	an	the			the	Increases damage by up to double - maximum efficiency for weapons of up to level 190.	Increase Damage 10 - Max Factor : $1INC_DMG
0000000000000000	BFMA11	Increase Damage 11	an	the			the	Increases damage by up to double - maximum efficiency for weapons of up to level 215.	Increase Damage 11 - Max Factor : $1INC_DMG
0000000000000000	BFMA12	Increase Damage 12	an	the			the	Increases damage by up to double - maximum efficiency for weapons of up to level 240.	Increase Damage 12 - Max Factor : $1INC_DMG
0000000000000000	BFMA13	Increase Damage 13	an	the			the	Increases damage by up to double - maximum efficiency for weapons of up to level 265.	Increase Damage 13 - Max Factor : $1INC_DMG
0000000000000000	BFMC01	Accurate Attack 1	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 20.	Accurate attack 1 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC02	Accurate Attack 2	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 35.	Accurate attack 2 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC03	Accurate Attack 3	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 50.	Accurate attack 3 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC04	Accurate Attack 4	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 65.	Accurate attack 4 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC05	Accurate Attack 5	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 90.	Accurate attack 5 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC06	Accurate Attack 6	a	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 115.	Accurate attack 6 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC07	Accurate Attack 7	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 140.	Accurate attack 7 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC08	Accurate Attack 8	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 170.	Accurate attack 8 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC09	Accurate Attack 9	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 200.	Accurate attack 9 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC10	Accurate Attack 10	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 235.	Accurate attack 10 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMC11	Accurate Attack 11	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 275.	Accurate attack 11 - Max skill bonus : +$1ATT_SKILL_MOD
0000000000000000	BFMD01	Bleeding 1	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 25.	Bleeding 1 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD02	Bleeding 2	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 35.	Bleeding 2 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD03	Bleeding 3	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 50.	Bleeding 3 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD04	Bleeding 4	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 65.	Bleeding 4 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD05	Bleeding 5	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 90.	Bleeding 5 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD06	Bleeding 6	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 115.	Bleeding 6 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD07	Bleeding 7	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 140.	Bleeding 7 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD08	Bleeding 8	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 165.	Bleeding 8 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD09	Bleeding 9	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 200.	Bleeding 9 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD10	Bleeding 10	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 235.	Bleeding 10 - Max factor : $2BLEED_FACTOR
0000000000000000	BFMD11	Bleeding 11	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 275.	Bleeding 11 - Max factor : $2BLEED_FACTOR
0000000000000000	BFCA01	Coût en Stamina 1	un	le	Coûts en Stamina 1	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 6 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA02	Coût en Stamina 2	un	le	Coûts en Stamina 2	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 10 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA03	Coût en Stamina 3	un	le	Coûts en Stamina 3	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 16 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA04	Coût en Stamina 4	un	le	Coûts en Stamina 4	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 20 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA05	Coût en Stamina 5	un	le	Coûts en Stamina 5	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 26 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA06	Coût en Stamina 6	un	le	Coûts en Stamina 6	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 30 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA07	Coût en Stamina 7	un	le	Coûts en Stamina 7	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 40 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA08	Coût en Stamina 8	un	le	Coûts en Stamina 8	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 50 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA09	Coût en Stamina 9	un	le	Coûts en Stamina 9	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 66 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA10	Coût en Stamina 10	un	le	Coûts en Stamina 10	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 80 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA11	Coût en Stamina 11	un	le	Coûts en Stamina 11	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 100 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA12	Coût en Stamina 12	un	le	Coûts en Stamina 12	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 120 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA13	Coût en Stamina 13	un	le	Coûts en Stamina 13	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 140 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA14	Coût en Stamina 14	un	le	Coûts en Stamina 14	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 160 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA15	Coût en Stamina 15	un	le	Coûts en Stamina 15	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 180 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA16	Coût en Stamina 16	un	le	Coûts en Stamina 16	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 200 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA17	Coût en Stamina 17	un	le	Coûts en Stamina 17	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 226 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCA18	Coût en Stamina 18	un	le	Coûts en Stamina 18	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 250 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
0000000000000000	BFCB01	HP cost 1	a	the			the	Consumes $|HP HP - worth 10 credits.	Consumes $|HP HP
0000000000000000	BFCB02	HP cost 2	a	the			the	Consumes $|HP HP - worth 20 credits.	Consumes $|HP HP
0000000000000000	BFCB03	HP cost 3	a	the			the	Consumes $|HP HP - worth 35 credits.	Consumes $|HP HP
0000000000000000	BFCB04	HP cost 4	a	the			the	Consumes $|HP HP - worth 50 credits.	Consumes $|HP HP
0000000000000000	BFCB05	HP cost 5	a	the			the	Consumes $|HP HP - worth 75 credits.	Consumes $|HP HP
0000000000000000	BFCB06	HP cost 6	a	the			the	Consumes $|HP HP - worth 100 credits.	Consumes $|HP HP
0000000000000000	BFCB07	HP cost 7	a	the			the	Consumes $|HP HP - worth 125 credits.	Consumes $|HP HP
0000000000000000	BFCB08	HP cost 8	a	the			the	Consumes $|HP HP - worth 150 credits.	Consumes $|HP HP
0000000000000000	BFCB09	HP cost 9	a	the			the	Consumes $|HP HP - worth 175 credits.	Consumes $|HP HP
0000000000000000	BFCB10	HP cost 10	a	the			the	Consumes $|HP HP - worth 200 credits.	Consumes $|HP HP
0000000000000000	BFCC01	Opening after Dodge 1	an	the			the	This attack can only be used after a successful dodge - worth 10 credits.	Opening after dodge 1
0000000000000000	BFCC02	Opening after Dodge 2	an	the			the	This attack can only be used after a successful dodge - worth 20 credits.	Opening after dodge 2
0000000000000000	BFCC03	Opening after Dodge 3	an	the			the	This attack can only be used after a successful dodge - worth 35 credits.	Opening after dodge 3
0000000000000000	BFCC04	Opening after Dodge 4	an	the			the	This attack can only be used after a successful dodge - worth 50 credits.	Opening after dodge 4
0000000000000000	BFCC05	Opening after Dodge 5	an	the			the	This attack can only be used after a successful dodge - worth 75 credits.	Opening after dodge 5
0000000000000000	BFCC06	Opening after Dodge 6	an	the			the	This attack can only be used after a successful dodge - worth 100 credits.	Opening after dodge 6
0000000000000000	BFCC07	Opening after Dodge 7	an	the			the	This attack can only be used after a successful dodge - worth 125 credits.	Opening after dodge 7
0000000000000000	BFCC08	Opening after Dodge 8	an	the			the	This attack can only be used after a successful dodge - worth 150 credits.	Opening after dodge 8
0000000000000000	BFCC09	Opening after Dodge 9	an	the			the	This attack can only be used after a successful dodge - worth 180 credits.	Opening after dodge 9
0000000000000000	BFCC10	Opening after Dodge 10	an	the			the	This attack can only be used after a successful dodge - worth 215 credits.	Opening after dodge 10
0000000000000000	BFCC11	Opening after Dodge 11	an	the			the	This attack can only be used after a successful dodge - worth 250 credits.	Opening after dodge 11
0000000000000000	BFCD01	Opening after Parry 1	an	the			the	This attack can only be used after a successful parry - worth 10 credits.	Opening after parry 1
0000000000000000	BFCD02	Opening after Parry 2	an	the			the	This attack can only be used after a successful parry - worth 20 credits.	Opening after parry 2
0000000000000000	BFCD03	Opening after Parry 3	an	the			the	This attack can only be used after a successful parry - worth 35 credits.	Opening after parry 3
0000000000000000	BFCD04	Opening after Parry 4	an	the			the	This attack can only be used after a successful parry - worth 50 credits.	Opening after parry 4
0000000000000000	BFCD05	Opening after Parry 5	an	the			the	This attack can only be used after a successful parry - worth 75 credits.	Opening after parry 5
0000000000000000	BFCD06	Opening after Parry 6	an	the			the	This attack can only be used after a successful parry - worth 100 credits.	Opening after parry 6
0000000000000000	BFCD07	Opening after Parry 7	an	the			the	This attack can only be used after a successful parry - worth 125 credits.	Opening after parry 7
0000000000000000	BFCD08	Opening after Parry 8	an	the			the	This attack can only be used after a successful parry - worth 150 credits.	Opening after parry 8
0000000000000000	BFCD09	Opening after Parry 9	an	the			the	This attack can only be used after a successful parry - worth 180 credits.	Opening after parry 9
0000000000000000	BFCD10	Opening after Parry 10	an	the			the	This attack can only be used after a successful parry - worth 215 credits.	Opening after parry 10
0000000000000000	BFCD11	Opening after Parry 11	an	the			the	This attack can only be used after a successful parry - worth 250 credits.	Opening after parry 11
0000000000000000	BFCE01	Opening after Critical Hit 1	an	the			the	This attack can only be used after a critical hit - worth 10 credits.	Opening after critical hit 1
0000000000000000	BFCE02	Opening after Critical Hit 2	an	the			the	This attack can only be used after a critical hit - worth 20 credits.	Opening after critical hit 2
0000000000000000	BFCE03	Opening after Critical Hit 3	an	the			the	This attack can only be used after a critical hit - worth 35 credits.	Opening after critical hit 3
0000000000000000	BFCE04	Opening after Critical Hit 4	an	the			the	This attack can only be used after a critical hit - worth 50 credits.	Opening after critical hit 4
0000000000000000	BFCE05	Opening after Critical Hit 5	an	the			the	This attack can only be used after a critical hit - worth 75 credits.	Opening after critical hit 5
0000000000000000	BFCE06	Opening after Critical Hit 6	an	the			the	This attack can only be used after a critical hit - worth 100 credits.	Opening after critical hit 6
0000000000000000	BFCE07	Opening after Critical Hit 7	an	the			the	This attack can only be used after a critical hit - worth 125 credits.	Opening after critical hit 7
0000000000000000	BFCE08	Opening after Critical Hit 8	an	the			the	This attack can only be used after a critical hit - worth 150 credits.	Opening after critical hit 8
0000000000000000	BFCE09	Opening after Critical Hit 9	an	the			the	This attack can only be used after a critical hit - worth 180 credits.	Opening after critical hit 9
0000000000000000	BFCE10	Opening after Critical Hit 10	an	the			the	This attack can only be used after a critical hit - worth 215 credits.	Opening after critical hit 10
0000000000000000	BFCE11	Opening after Critical Hit 11	an	the			the	This attack can only be used after a critical hit - worth 250 credits.	Opening after critical hit 11
0000000000000000	BCPA01	Fyros Melee Weapons	a	the			the	Crafting base plan stanza for Fyros melee weapons	
0000000000000000	BCPA02	Fyros Range Weapons	a	the			the	Crafting base plan stanza for Fyros range weapons	
0000000000000000	BCPA03	Fyros Ammo	a	the			the	Crafting base plan stanza for Fyros ammo	
0000000000000000	BCPA04	Fyros Armor	a	the			the	Crafting base plan stanza for Fyros armor	
0000000000000000	BCPA05	Fyros Shields	a	the			the	Crafting base plan stanza for Fyros shields	
0000000000000000	BCPA06	Fyros Jewels	a	the			the	Crafting base plan stanza for Fyros jewels	
0000000000000000	BCPA07	Matis Melee Weapons	a	the			the	Crafting base plan stanza for Matis melee weapons	
0000000000000000	BCPA08	Matis Range Weapons	a	the			the	Crafting base plan stanza for Matis range weapons	
0000000000000000	BCPA09	Matis Ammo	a	the			the	Crafting base plan stanza for Matis ammo	
0000000000000000	BCPA10	Matis Armor	a	the			the	Crafting base plan stanza for Matis armor	
0000000000000000	BCPA11	Matis Shields	a	the			the	Crafting base plan stanza for Matis shields	
0000000000000000	BCPA12	Matis Jewels	a	the			the	Crafting base plan stanza for Matis jewels	
0000000000000000	BCPA13	Tryker Melee Weapons	a	the			the	Crafting base plan stanza for Tryker melee weapons	
0000000000000000	BCPA14	Tryker Range Weapons	a	the			the	Crafting base plan stanza for Tryker range weapons	
0000000000000000	BCPA15	Tryker Ammo	a	the			the	Crafting base plan stanza for Tryker ammo	
0000000000000000	BCPA16	Tryker Armor	a	the			the	Crafting base plan stanza for Tryker armor	
0000000000000000	BCPA17	Tryker Shields	a	the			the	Crafting base plan stanza for Tryker shields	
0000000000000000	BCPA18	Tryker Jewels	a	the			the	Crafting base plan stanza for Tryker jewels	
0000000000000000	BCPA19	Zoraï Melee Weapons	a	the			the	Crafting base plan stanza for Zoraï melee weapons	
0000000000000000	BCPA20	Zoraï Range Weapons	a	the			the	Crafting base plan stanza for Zoraï range weapons	
0000000000000000	BCPA21	Zoraï Ammo	a	the			the	Crafting base plan stanza for Zoraï ammo	
0000000000000000	BCPA22	Zoraï Armor	a	the			the	Crafting base plan stanza for Zoraï armor	
0000000000000000	BCPA23	Zoraï Shields	a	the			the	Crafting base plan stanza for Zoraï shields	
0000000000000000	BCPA24	Zoraï Jewels	a	the			the	Crafting base plan stanza for Zoraï jewels	
0000000000000000	BIF01	Show the Weapon Restriction	a	the					
0000000000000000	BIF02	Show the Weapon Restriction	a	the					
0000000000000000	BIF03	Show the Weapon Restriction	a	the					
0000000000000000	BIF04	Show the Weapon Restriction	a	the					
0000000000000000	BIF05	Show the Weapon Restriction	a	the					
0000000000000000	BIF06	Show the Weapon Restriction	a	the					
0000000000000000	BIF07	%comp with One Handed Mace	a	the					
0000000000000000	BIF08	Show the Weapon Restriction	a	the					
0000000000000000	BIF09	%comp with Staff	a	the					
0000000000000000	BIF10	Show the Weapon Restriction	a	the					
0000000000000000	BIF11	Show the Weapon Restriction	a	the					
0000000000000000	BIF12	Show the Weapon Restriction	a	the					
0000000000000000	BIF13	Show the Weapon Restriction	a	the					
0000000000000000	BIF14	%comp with Spear	a	the					
0000000000000000	BIF15	Show the Weapon Restriction	a	the					
0000000000000000	BIF16	Show the Weapon Restriction	a	the					
0000000000000000	BIF17	Show the Weapon Restriction	a	the					
0000000000000000	BIF18	%comp with One Handed Axe	a	the					
0000000000000000	BIF19	Show the Weapon Restriction	a	the					
0000000000000000	BIF20	%comp with One Handed Sword	a	the					
0000000000000000	BIF21	Show the Weapon Restriction	a	the					
0000000000000000	BIF22	Show the Weapon Restriction	a	the					
0000000000000000	BIF23	Show the Weapon Restriction	a	the					
0000000000000000	BIF24	Show the Weapon Restriction	a	the					
0000000000000000	BIF25	Show the Weapon Restriction	a	the					
0000000000000000	BIF26	%comp with Two Handed Mace	a	the					
0000000000000000	BIF27	Show the Weapon Restriction	a	the					
0000000000000000	BIF28	Show the Weapon Restriction	a	the					
0000000000000000	BIF29	Show the Weapon Restriction	a	the					
0000000000000000	BIF30	%comp with Pike	a	the					
0000000000000000	BIF31	Show the Weapon Restriction	a	the					
0000000000000000	BIF32	Show the Weapon Restriction	a	the					
0000000000000000	BIF33	Show the Weapon Restriction	a	the					
0000000000000000	BIF34	%comp with Two Handed Axe	a	the					
0000000000000000	BIF35	Show the Weapon Restriction	a	the					
0000000000000000	BIF36	Show the Weapon Restriction	a	the					
0000000000000000	BIF37	Show the Weapon Restriction	a	the					
0000000000000000	BIF38	%comp with Two Handed Sword	a	the					
0000000000000000	BIF39	Show the Weapon Restriction	a	the					
0000000000000000	BIF40	Show the Weapon Restriction	a	the					
0000000000000000	BIF41	Show the Weapon Restriction	a	the					
0000000000000000	BIF42	Show the Weapon Restriction	a	the					
0000000000000000	BIF43	Show the Weapon Restriction	a	the					
0000000000000000	BIF44	%comp with Dagger	a	the					
0000000000000000	BIF45	Show the Weapon Restriction	a	the					
0000000000000000	BIF46	Show the Weapon Restriction	a	the					
0000000000000000	BIF47	%comp with Hand to Hand Combat	a	the					
0000000000000000	BIF48	Show the Weapon Restriction	a	the					
0000000000000000	BIF49	Show the Weapon Restriction	a	the					
0000000000000000	BIF50	Show the Weapon Restriction	a	the					
0000000000000000	BIF51	Show the Weapon Restriction	a	the					
0000000000000000	BIF52	%comp with Bowpistol	a	the					
0000000000000000	BIF53	Show the Weapon Restriction	a	the					
0000000000000000	BIF54	Show the Weapon Restriction	a	the					
0000000000000000	BIF55	Show the Weapon Restriction	a	the					
0000000000000000	BIF56	%comp with Pistol	a	the					
0000000000000000	BIF57	Show the Weapon Restriction	a	the					
0000000000000000	BIF58	Show the Weapon Restriction	a	the					
0000000000000000	BIF59	Show the Weapon Restriction	a	the					
0000000000000000	BIF60	Show the Weapon Restriction	a	the					
0000000000000000	BIF61	%comp with Autolauncher	a	the					
0000000000000000	BIF62	Show the Weapon Restriction	a	the					
0000000000000000	BIF63	Show the Weapon Restriction	a	the					
0000000000000000	BIF64	%comp with Bowrifle	a	the					
0000000000000000	BIF65	Show the Weapon Restriction	a	the					
0000000000000000	BIF66	Show the Weapon Restriction	a	the					
0000000000000000	BIF67	Show the Weapon Restriction	a	the					
0000000000000000	BIF68	%comp with Launcher	a	the					
0000000000000000	BIF69	Show the Weapon Restriction	a	the					
0000000000000000	BIF70	Show the Weapon Restriction	a	the					
0000000000000000	BIF71	%comp with Rifle	a	the					
0000000000000000	BIF72	Show the Weapon Restriction	a	the					
0000000000000000	BIF73	Show the Weapon Restriction	a	the					
0000000000000000	BIF74	Show the Weapon Restriction	a	the					
0000000000000000	BIF75	Show the Weapon Restriction	a	the					
0000000000000000	BIF76	Show the Weapon Restriction	a	the					
0000000000000000	BIF77	Show the Weapon Restriction	a	the					
0000000000000000	BIF78	Show the Weapon Restriction	a	the					
0000000000000000	BIF79	Show the Weapon Restriction	a	the					
0000000000000000	BIF80	Show the Weapon Restriction	a	the					
0000000000000000	BIF81	Show the Weapon Restriction	a	the					
0000000000000000	BIF82	Show the Weapon Restriction	a	the					
0000000000000000	BIF83	Show the Weapon Restriction	a	the					
0000000000000000	BIF84	Show the Weapon Restriction	a	the					
0000000000000000	BIF85	Show the Weapon Restriction	a	the					
0000000000000000	BIF86	Show the Weapon Restriction	a	the					
0000000000000000	BIF87	Show the Weapon Restriction	a	the					
0000000000000000	BIF88	Show the Weapon Restriction	a	the					
0000000000000000	BIF89	Show the Weapon Restriction	a	the					
0000000000000000	BIF90	Show the Weapon Restriction	a	the					
0000000000000000	BIF91	Show the Weapon Restriction	a	the					
0000000000000000	BIF92	Show the Weapon Restriction	a	the					
0000000000000000	BIF93	Show the Weapon Restriction	a	the					
0000000000000000	BIF94	Show the Weapon Restriction	a	the					
0000000000000000	BIF95	Show the Weapon Restriction	a	the					
0000000000000000	BIF96	Show the Weapon Restriction	a	the					
0000000000000000	BIF97	Show the Weapon Restriction	a	the					
0000000000000000	BIF98	Show the Weapon Restriction	a	the					
0000000000000000	BIF99	Show the Weapon Restriction	a	the					
0000000000000000	BIF100	Show the Weapon Restriction	a	the					
0000000000000000	BIF101	Show the Weapon Restriction	a	the					
0000000000000000	BIF102	Show the Weapon Restriction	a	the					
0000000000000000	BIF103	Show the Weapon Restriction	a	the					
0000000000000000	BIF104	Show the Weapon Restriction	a	the					
0000000000000000	BIF105	Show the Weapon Restriction	a	the					
0000000000000000	BIF106	Show the Weapon Restriction	a	the					
0000000000000000	BIF107	Show the Weapon Restriction	a	the					
0000000000000000	BIF108	Show the Weapon Restriction	a	the					
0000000000000000	BIF109	Show the Weapon Restriction	a	the					
0000000000000000	BIF110	Show the Weapon Restriction	a	the					
0000000000000000	BIF111	Show the Weapon Restriction	a	the					
0000000000000000	BIF112	Show the Weapon Restriction	a	the					
0000000000000000	BIF113	Show the Weapon Restriction	a	the					
0000000000000000	BIF114	Show the Weapon Restriction	a	the					
0000000000000000	BIF115	Show the Weapon Restriction	a	the					
0000000000000000	BIF116	Show the Weapon Restriction	a	the					
0000000000000000	BIF117	Show the Weapon Restriction	a	the					
0000000000000000	BIF118	Show the Weapon Restriction	a	the					
0000000000000000	BIF119	Show the Weapon Restriction	a	the					
0000000000000000	BIF120	Show the Weapon Restriction	a	the					
0000000000000000	BIF121	Show the Weapon Restriction	a	the					
0000000000000000	melee_reduce_latency_1	Reduce Latency 1	a	the			the	Put here the Stanza Description	
0000000000000000	bcfpea13	Fyros Bowpistol Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowpistol smashing ammo	
0000000000000000	bcfpea14	Fyros Bowpistol Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowpistol piercing ammo	
0000000000000000	bcfpea15	Fyros Bowpistol Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowpistol slashing ammo	
0000000000000000	bcfpea07	Fyros Grenade Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros grenade smashing ammo	
0000000000000000	bcfpea08	Fyros Grenade Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros grenade piercing ammo	
0000000000000000	bcfpea09	Fyros Grenade Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros grenade slashing ammo	
0000000000000000	bcfpea16	Fyros Pistol Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros pistol smashing ammo	
0000000000000000	bcfpea17	Fyros Pistol Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros pistol piercing ammo	
0000000000000000	bcfpea18	Fyros Pistol Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros pistol slashing ammo	
0000000000000000	bcfpea01	Fyros Autolauncher Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros autolauncher smashing ammo	
0000000000000000	bcfpea02	Fyros Autolauncher Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros autolauncher piercing ammo	
0000000000000000	bcfpea03	Fyros Autolauncher Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros autolauncher slashing ammo	
