*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
_-	BFMA13	Increase Damage 13	an	the			the	Increases damage by up to double - maximum efficiency for weapons of up to level 265.	Increase Damage 13 - Max Factor : $1INC_DMG
_-	BFMC01	Accurate Attack 1	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 20.	Accurate attack 1 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC02	Accurate Attack 2	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 35.	Accurate attack 2 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC03	Accurate Attack 3	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 50.	Accurate attack 3 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC04	Accurate Attack 4	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 65.	Accurate attack 4 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC05	Accurate Attack 5	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 90.	Accurate attack 5 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC06	Accurate Attack 6	a	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 115.	Accurate attack 6 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC07	Accurate Attack 7	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 140.	Accurate attack 7 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC08	Accurate Attack 8	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 170.	Accurate attack 8 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC09	Accurate Attack 9	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 200.	Accurate attack 9 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC10	Accurate Attack 10	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 235.	Accurate attack 10 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMC11	Accurate Attack 11	an	the			the	Reduces chances of enemy dodging - maximum efficiency for a weapon of up to level 275.	Accurate attack 11 - Max skill bonus : +$1ATT_SKILL_MOD
_-	BFMD01	Bleeding 1	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 25.	Bleeding 1 - Max factor : $2BLEED_FACTOR
_-	BFMD02	Bleeding 2	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 35.	Bleeding 2 - Max factor : $2BLEED_FACTOR
_-	BFMD03	Bleeding 3	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 50.	Bleeding 3 - Max factor : $2BLEED_FACTOR
_-	BFMD04	Bleeding 4	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 65.	Bleeding 4 - Max factor : $2BLEED_FACTOR
_-	BFMD05	Bleeding 5	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 90.	Bleeding 5 - Max factor : $2BLEED_FACTOR
_-	BFMD06	Bleeding 6	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 115.	Bleeding 6 - Max factor : $2BLEED_FACTOR
_-	BFMD07	Bleeding 7	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 140.	Bleeding 7 - Max factor : $2BLEED_FACTOR
_-	BFMD08	Bleeding 8	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 165.	Bleeding 8 - Max factor : $2BLEED_FACTOR
_-	BFMD09	Bleeding 9	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 200.	Bleeding 9 - Max factor : $2BLEED_FACTOR
_-	BFMD10	Bleeding 10	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 235.	Bleeding 10 - Max factor : $2BLEED_FACTOR
_-	BFMD11	Bleeding 11	a	the			the	Causes extra bleeding (based on damage inflicted by initial hit) for 10s - maximum efficiency for a weapon of up to level 275.	Bleeding 11 - Max factor : $2BLEED_FACTOR
_-	BFCA01	Coût en Stamina 1	un	le	Coûts en Stamina 1	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 6 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA02	Coût en Stamina 2	un	le	Coûts en Stamina 2	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 10 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA03	Coût en Stamina 3	un	le	Coûts en Stamina 3	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 16 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA04	Coût en Stamina 4	un	le	Coûts en Stamina 4	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 20 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA05	Coût en Stamina 5	un	le	Coûts en Stamina 5	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 26 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA06	Coût en Stamina 6	un	le	Coûts en Stamina 6	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 30 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA07	Coût en Stamina 7	un	le	Coûts en Stamina 7	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 40 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA08	Coût en Stamina 8	un	le	Coûts en Stamina 8	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 50 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA09	Coût en Stamina 9	un	le	Coûts en Stamina 9	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 66 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA10	Coût en Stamina 10	un	le	Coûts en Stamina 10	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 80 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA11	Coût en Stamina 11	un	le	Coûts en Stamina 11	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 100 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA12	Coût en Stamina 12	un	le	Coûts en Stamina 12	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 120 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA13	Coût en Stamina 13	un	le	Coûts en Stamina 13	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 140 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA14	Coût en Stamina 14	un	le	Coûts en Stamina 14	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 160 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA15	Coût en Stamina 15	un	le	Coûts en Stamina 15	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 180 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA16	Coût en Stamina 16	un	le	Coûts en Stamina 16	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 200 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA17	Coût en Stamina 17	un	le	Coûts en Stamina 17	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 226 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCA18	Coût en Stamina 18	un	le	Coûts en Stamina 18	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 250 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_-	BFCB01	HP cost 1	a	the			the	Consumes $|HP HP - worth 10 credits.	Consumes $|HP HP
_-	BFCB02	HP cost 2	a	the			the	Consumes $|HP HP - worth 20 credits.	Consumes $|HP HP
_-	BFCB03	HP cost 3	a	the			the	Consumes $|HP HP - worth 35 credits.	Consumes $|HP HP
_-	BFCB04	HP cost 4	a	the			the	Consumes $|HP HP - worth 50 credits.	Consumes $|HP HP
_-	BFCB05	HP cost 5	a	the			the	Consumes $|HP HP - worth 75 credits.	Consumes $|HP HP
_-	BFCB06	HP cost 6	a	the			the	Consumes $|HP HP - worth 100 credits.	Consumes $|HP HP
_-	BFCB07	HP cost 7	a	the			the	Consumes $|HP HP - worth 125 credits.	Consumes $|HP HP
_-	BFCB08	HP cost 8	a	the			the	Consumes $|HP HP - worth 150 credits.	Consumes $|HP HP
_-	BFCB09	HP cost 9	a	the			the	Consumes $|HP HP - worth 175 credits.	Consumes $|HP HP
_-	BFCB10	HP cost 10	a	the			the	Consumes $|HP HP - worth 200 credits.	Consumes $|HP HP
_-	BFCC01	Opening after Dodge 1	an	the			the	This attack can only be used after a successful dodge - worth 10 credits.	Opening after dodge 1
_-	BFCC02	Opening after Dodge 2	an	the			the	This attack can only be used after a successful dodge - worth 20 credits.	Opening after dodge 2
_-	BFCC03	Opening after Dodge 3	an	the			the	This attack can only be used after a successful dodge - worth 35 credits.	Opening after dodge 3
_-	BFCC04	Opening after Dodge 4	an	the			the	This attack can only be used after a successful dodge - worth 50 credits.	Opening after dodge 4
_-	BFCC05	Opening after Dodge 5	an	the			the	This attack can only be used after a successful dodge - worth 75 credits.	Opening after dodge 5
_-	BFCC06	Opening after Dodge 6	an	the			the	This attack can only be used after a successful dodge - worth 100 credits.	Opening after dodge 6
_-	BFCC07	Opening after Dodge 7	an	the			the	This attack can only be used after a successful dodge - worth 125 credits.	Opening after dodge 7
_-	BFCC08	Opening after Dodge 8	an	the			the	This attack can only be used after a successful dodge - worth 150 credits.	Opening after dodge 8
_-	BFCC09	Opening after Dodge 9	an	the			the	This attack can only be used after a successful dodge - worth 180 credits.	Opening after dodge 9
_-	BFCC10	Opening after Dodge 10	an	the			the	This attack can only be used after a successful dodge - worth 215 credits.	Opening after dodge 10
_-	BFCC11	Opening after Dodge 11	an	the			the	This attack can only be used after a successful dodge - worth 250 credits.	Opening after dodge 11
_-	BFCD01	Opening after Parry 1	an	the			the	This attack can only be used after a successful parry - worth 10 credits.	Opening after parry 1
_-	BFCD02	Opening after Parry 2	an	the			the	This attack can only be used after a successful parry - worth 20 credits.	Opening after parry 2
_-	BFCD03	Opening after Parry 3	an	the			the	This attack can only be used after a successful parry - worth 35 credits.	Opening after parry 3
_-	BFCD04	Opening after Parry 4	an	the			the	This attack can only be used after a successful parry - worth 50 credits.	Opening after parry 4
_-	BFCD05	Opening after Parry 5	an	the			the	This attack can only be used after a successful parry - worth 75 credits.	Opening after parry 5
_-	BFCD06	Opening after Parry 6	an	the			the	This attack can only be used after a successful parry - worth 100 credits.	Opening after parry 6
_-	BFCD07	Opening after Parry 7	an	the			the	This attack can only be used after a successful parry - worth 125 credits.	Opening after parry 7
_-	BFCD08	Opening after Parry 8	an	the			the	This attack can only be used after a successful parry - worth 150 credits.	Opening after parry 8
_-	BFCD09	Opening after Parry 9	an	the			the	This attack can only be used after a successful parry - worth 180 credits.	Opening after parry 9
_-	BFCD10	Opening after Parry 10	an	the			the	This attack can only be used after a successful parry - worth 215 credits.	Opening after parry 10
_-	BFCD11	Opening after Parry 11	an	the			the	This attack can only be used after a successful parry - worth 250 credits.	Opening after parry 11
_-	BFCE01	Opening after Critical Hit 1	an	the			the	This attack can only be used after a critical hit - worth 10 credits.	Opening after critical hit 1
_-	BFCE02	Opening after Critical Hit 2	an	the			the	This attack can only be used after a critical hit - worth 20 credits.	Opening after critical hit 2
_-	BFCE03	Opening after Critical Hit 3	an	the			the	This attack can only be used after a critical hit - worth 35 credits.	Opening after critical hit 3
_-	BFCE04	Opening after Critical Hit 4	an	the			the	This attack can only be used after a critical hit - worth 50 credits.	Opening after critical hit 4
_-	BFCE05	Opening after Critical Hit 5	an	the			the	This attack can only be used after a critical hit - worth 75 credits.	Opening after critical hit 5
_-	BFCE06	Opening after Critical Hit 6	an	the			the	This attack can only be used after a critical hit - worth 100 credits.	Opening after critical hit 6
_-	BFCE07	Opening after Critical Hit 7	an	the			the	This attack can only be used after a critical hit - worth 125 credits.	Opening after critical hit 7
_-	BFCE08	Opening after Critical Hit 8	an	the			the	This attack can only be used after a critical hit - worth 150 credits.	Opening after critical hit 8
_-	BFCE09	Opening after Critical Hit 9	an	the			the	This attack can only be used after a critical hit - worth 180 credits.	Opening after critical hit 9
_-	BFCE10	Opening after Critical Hit 10	an	the			the	This attack can only be used after a critical hit - worth 215 credits.	Opening after critical hit 10
_-	BFCE11	Opening after Critical Hit 11	an	the			the	This attack can only be used after a critical hit - worth 250 credits.	Opening after critical hit 11
_-	BCPA01	Fyros Melee Weapons	a	the			the	Crafting base plan stanza for Fyros melee weapons	
_-	BCPA02	Fyros Range Weapons	a	the			the	Crafting base plan stanza for Fyros range weapons	
_-	BCPA03	Fyros Ammo	a	the			the	Crafting base plan stanza for Fyros ammo	
_-	BCPA04	Fyros Armor	a	the			the	Crafting base plan stanza for Fyros armor	
_-	BCPA05	Fyros Shields	a	the			the	Crafting base plan stanza for Fyros shields	
_-	BCPA06	Fyros Jewels	a	the			the	Crafting base plan stanza for Fyros jewels	
_-	BCPA07	Matis Melee Weapons	a	the			the	Crafting base plan stanza for Matis melee weapons	
_-	BCPA08	Matis Range Weapons	a	the			the	Crafting base plan stanza for Matis range weapons	
_-	BCPA09	Matis Ammo	a	the			the	Crafting base plan stanza for Matis ammo	
_-	BCPA10	Matis Armor	a	the			the	Crafting base plan stanza for Matis armor	
_-	BCPA11	Matis Shields	a	the			the	Crafting base plan stanza for Matis shields	
_-	BCPA12	Matis Jewels	a	the			the	Crafting base plan stanza for Matis jewels	
_-	BCPA13	Tryker Melee Weapons	a	the			the	Crafting base plan stanza for Tryker melee weapons	
_-	BCPA14	Tryker Range Weapons	a	the			the	Crafting base plan stanza for Tryker range weapons	
_-	BCPA15	Tryker Ammo	a	the			the	Crafting base plan stanza for Tryker ammo	
_-	BCPA16	Tryker Armor	a	the			the	Crafting base plan stanza for Tryker armor	
_-	BCPA17	Tryker Shields	a	the			the	Crafting base plan stanza for Tryker shields	
_-	BCPA18	Tryker Jewels	a	the			the	Crafting base plan stanza for Tryker jewels	
_-	BCPA19	Zoraï Melee Weapons	a	the			the	Crafting base plan stanza for Zoraï melee weapons	
_-	BCPA20	Zoraï Range Weapons	a	the			the	Crafting base plan stanza for Zoraï range weapons	
_-	BCPA21	Zoraï Ammo	a	the			the	Crafting base plan stanza for Zoraï ammo	
_-	BCPA22	Zoraï Armor	a	the			the	Crafting base plan stanza for Zoraï armor	
_-	BCPA23	Zoraï Shields	a	the			the	Crafting base plan stanza for Zoraï shields	
_-	BCPA24	Zoraï Jewels	a	the			the	Crafting base plan stanza for Zoraï jewels	
_-	BIF01	Show the Weapon Restriction	a	the					
_-	BIF02	Show the Weapon Restriction	a	the					
_-	BIF03	Show the Weapon Restriction	a	the					
_-	BIF04	Show the Weapon Restriction	a	the					
_-	BIF05	Show the Weapon Restriction	a	the					
_-	BIF06	Show the Weapon Restriction	a	the					
_-	BIF07	%comp with One Handed Mace	a	the					
_-	BIF08	Show the Weapon Restriction	a	the					
_-	BIF09	%comp with Staff	a	the					
_-	BIF10	Show the Weapon Restriction	a	the					
_-	BIF11	Show the Weapon Restriction	a	the					
_-	BIF12	Show the Weapon Restriction	a	the					
_-	BIF13	Show the Weapon Restriction	a	the					
_-	BIF14	%comp with Spear	a	the					
_-	BIF15	Show the Weapon Restriction	a	the					
_-	BIF16	Show the Weapon Restriction	a	the					
_-	BIF17	Show the Weapon Restriction	a	the					
_-	BIF18	%comp with One Handed Axe	a	the					
_-	BIF19	Show the Weapon Restriction	a	the					
_-	BIF20	%comp with One Handed Sword	a	the					
_-	BIF21	Show the Weapon Restriction	a	the					
_-	BIF22	Show the Weapon Restriction	a	the					
_-	BIF23	Show the Weapon Restriction	a	the					
_-	BIF24	Show the Weapon Restriction	a	the					
_-	BIF25	Show the Weapon Restriction	a	the					
_-	BIF26	%comp with Two Handed Mace	a	the					
_-	BIF27	Show the Weapon Restriction	a	the					
_-	BIF28	Show the Weapon Restriction	a	the					
_-	BIF29	Show the Weapon Restriction	a	the					
_-	BIF30	%comp with Pike	a	the					
_-	BIF31	Show the Weapon Restriction	a	the					
_-	BIF32	Show the Weapon Restriction	a	the					
_-	BIF33	Show the Weapon Restriction	a	the					
_-	BIF34	%comp with Two Handed Axe	a	the					
_-	BIF35	Show the Weapon Restriction	a	the					
_-	BIF36	Show the Weapon Restriction	a	the					
_-	BIF37	Show the Weapon Restriction	a	the					
_-	BIF38	%comp with Two Handed Sword	a	the					
_-	BIF39	Show the Weapon Restriction	a	the					
_-	BIF40	Show the Weapon Restriction	a	the					
_-	BIF41	Show the Weapon Restriction	a	the					
_-	BIF42	Show the Weapon Restriction	a	the					
_-	BIF43	Show the Weapon Restriction	a	the					
_-	BIF44	%comp with Dagger	a	the					
_-	BIF45	Show the Weapon Restriction	a	the					
_-	BIF46	Show the Weapon Restriction	a	the					
_-	BIF47	%comp with Hand to Hand Combat	a	the					
_-	BIF48	Show the Weapon Restriction	a	the					
_-	BIF49	Show the Weapon Restriction	a	the					
_-	BIF50	Show the Weapon Restriction	a	the					
_-	BIF51	Show the Weapon Restriction	a	the					
_-	BIF52	%comp with Bowpistol	a	the					
_-	BIF53	Show the Weapon Restriction	a	the					
_-	BIF54	Show the Weapon Restriction	a	the					
_-	BIF55	Show the Weapon Restriction	a	the					
_-	BIF56	%comp with Pistol	a	the					
_-	BIF57	Show the Weapon Restriction	a	the					
_-	BIF58	Show the Weapon Restriction	a	the					
_-	BIF59	Show the Weapon Restriction	a	the					
_-	BIF60	Show the Weapon Restriction	a	the					
_-	BIF61	%comp with Autolauncher	a	the					
_-	BIF62	Show the Weapon Restriction	a	the					
_-	BIF63	Show the Weapon Restriction	a	the					
_-	BIF64	%comp with Bowrifle	a	the					
_-	BIF65	Show the Weapon Restriction	a	the					
_-	BIF66	Show the Weapon Restriction	a	the					
_-	BIF67	Show the Weapon Restriction	a	the					
_-	BIF68	%comp with Launcher	a	the					
_-	BIF69	Show the Weapon Restriction	a	the					
_-	BIF70	Show the Weapon Restriction	a	the					
_-	BIF71	%comp with Rifle	a	the					
_-	BIF72	Show the Weapon Restriction	a	the					
_-	BIF73	Show the Weapon Restriction	a	the					
_-	BIF74	Show the Weapon Restriction	a	the					
_-	BIF75	Show the Weapon Restriction	a	the					
_-	BIF76	Show the Weapon Restriction	a	the					
_-	BIF77	Show the Weapon Restriction	a	the					
_-	BIF78	Show the Weapon Restriction	a	the					
_-	BIF79	Show the Weapon Restriction	a	the					
_-	BIF80	Show the Weapon Restriction	a	the					
_-	BIF81	Show the Weapon Restriction	a	the					
_-	BIF82	Show the Weapon Restriction	a	the					
_-	BIF83	Show the Weapon Restriction	a	the					
_-	BIF84	Show the Weapon Restriction	a	the					
_-	BIF85	Show the Weapon Restriction	a	the					
_-	BIF86	Show the Weapon Restriction	a	the					
_-	BIF87	Show the Weapon Restriction	a	the					
_-	BIF88	Show the Weapon Restriction	a	the					
_-	BIF89	Show the Weapon Restriction	a	the					
_-	BIF90	Show the Weapon Restriction	a	the					
_-	BIF91	Show the Weapon Restriction	a	the					
_-	BIF92	Show the Weapon Restriction	a	the					
_-	BIF93	Show the Weapon Restriction	a	the					
_-	BIF94	Show the Weapon Restriction	a	the					
_-	BIF95	Show the Weapon Restriction	a	the					
_-	BIF96	Show the Weapon Restriction	a	the					
_-	BIF97	Show the Weapon Restriction	a	the					
_-	BIF98	Show the Weapon Restriction	a	the					
_-	BIF99	Show the Weapon Restriction	a	the					
_-	BIF100	Show the Weapon Restriction	a	the					
_-	BIF101	Show the Weapon Restriction	a	the					
_-	BIF102	Show the Weapon Restriction	a	the					
_-	BIF103	Show the Weapon Restriction	a	the					
_-	BIF104	Show the Weapon Restriction	a	the					
_-	BIF105	Show the Weapon Restriction	a	the					
_-	BIF106	Show the Weapon Restriction	a	the					
_-	BIF107	Show the Weapon Restriction	a	the					
_-	BIF108	Show the Weapon Restriction	a	the					
_-	BIF109	Show the Weapon Restriction	a	the					
_-	BIF110	Show the Weapon Restriction	a	the					
_-	BIF111	Show the Weapon Restriction	a	the					
_-	BIF112	Show the Weapon Restriction	a	the					
_-	BIF113	Show the Weapon Restriction	a	the					
_-	BIF114	Show the Weapon Restriction	a	the					
_-	BIF115	Show the Weapon Restriction	a	the					
_-	BIF116	Show the Weapon Restriction	a	the					
_-	BIF117	Show the Weapon Restriction	a	the					
_-	BIF118	Show the Weapon Restriction	a	the					
_-	BIF119	Show the Weapon Restriction	a	the					
_-	BIF120	Show the Weapon Restriction	a	the					
_-	BIF121	Show the Weapon Restriction	a	the					
_-	melee_reduce_latency_1	Reduce Latency 1	a	the			the	Put here the Stanza Description	
_-	bcfpea13	Fyros Bowpistol Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowpistol smashing ammo	
_-	bcfpea14	Fyros Bowpistol Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowpistol piercing ammo	
_-	bcfpea15	Fyros Bowpistol Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowpistol slashing ammo	
_-	bcfpea07	Fyros Grenade Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros grenade smashing ammo	
_-	bcfpea08	Fyros Grenade Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros grenade piercing ammo	
_-	bcfpea09	Fyros Grenade Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros grenade slashing ammo	
_-	bcfpea16	Fyros Pistol Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros pistol smashing ammo	
_-	bcfpea17	Fyros Pistol Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros pistol piercing ammo	
_-	bcfpea18	Fyros Pistol Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros pistol slashing ammo	
_-	bcfpea01	Fyros Autolauncher Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros autolauncher smashing ammo	
_-	bcfpea02	Fyros Autolauncher Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros autolauncher piercing ammo	
_-	bcfpea03	Fyros Autolauncher Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros autolauncher slashing ammo	
_-	bcfpea04	Fyros Bowrifle Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowrifle smashing ammo	
_-	bcfpea05	Fyros Bowrifle Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowrifle piercing ammo	
_-	bcfpea06	Fyros Bowrifle Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros bowrifle slashing ammo	
_-	bcfpea10	Fyros Launcher Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros launcher smashing ammo	
_-	bcfpea11	Fyros Launcher Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros launcher piercing ammo	
_-	bcfpea12	Fyros Launcher Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros launcher slashing ammo	
_-	bcfpea19	Fyros Rifle Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros rifle smashing ammo	
_-	bcfpea20	Fyros Rifle Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros rifle piercing ammo	
_-	bcfpea21	Fyros Rifle Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Fyros rifle slashing ammo	
_-	bcmpea13	Matis Bowpistol Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Matis bowpistol smashing ammo	
_-	bcmpea14	Matis Bowpistol Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Matis bowpistol piercing ammo	
_-	bcmpea15	Matis Bowpistol Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Matis bowpistol slashing ammo	
_-	bcmpea07	Matis Grenade Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Matis grenade smashing ammo	
_-	bcmpea08	Matis Grenade Piercing Ammo Crafting Plan	a	the				Crafting plan stanza for Matis grenade piercing ammo	
_-	bcmpea09	Matis Grenade Slashing Ammo Crafting Plan	a	the				Crafting plan stanza for Matis grenade slashing ammo	
_-	bcmpea16	Matis Pistol Smashing Ammo Crafting Plan	a	the				Crafting plan stanza for Matis pistol smashing ammo	
