*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_2E67673589F60FDF	aBFMC04	Attaque Précise 4		une	l'\d	Attaques Précises 4	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 65.
_2E67673588360FDF	aBFMC05	Attaque Précise 5		une	l'\d	Attaques Précises 5	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 90.
_2E671F3C08C60FDF	aBFMC06	Attaque Précise 6		une	l'\d	Attaques Précises 6	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 115.
_2E671F3709D60FDF	aBFMC07	Attaque Précise 7		une	l'\d	Attaques Précises 7	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 140.
_2E671F370AE60FDF	aBFMC08	Attaque Précise 8		une	l'\d	Attaques Précises 8	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 170.
_2E671F3789060FDF	aBFMC09	Attaque Précise 9		une	l'\d	Attaques Précises 9	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 200.
_F1024ED620BDADB2	aBFMC10	Attaque Précise 10		une	l'\d	Attaques Précises 10	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 235.
_F1024EDB20CDADB2	aBFMC11	Attaque Précise 11		une	l'\d	Attaques Précises 11	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 275.
_E476C1DC32F82500	aBFMD01	Hémorragie 1		une	l'\d	Hémorragies 1	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 25.
_E476C5DD32082500	aBFMD02	Hémorragie 2		une	l'\d	Hémorragies 2	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 35.
_E426CDDE32182500	aBFMD03	Hémorragie 3		une	l'\d	Hémorragies 3	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 50.
_E476D1DF32282500	aBFMD04	Hémorragie 4		une	l'\d	Hémorragies 4	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 65.
_E426DDE032382500	aBFMD05	Hémorragie 5		une	l'\d	Hémorragies 5	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 90.
_A636BDE13248252E	aBFMD06	Hémorragie 6		une	l'\d	Hémorragies 6	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 115.
_6566BDE23258252E	aBFMD07	Hémorragie 7		une	l'\d	Hémorragies 7	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 140.
_A686BDE33268252E	aBFMD08	Hémorragie 8		une	l'\d	Hémorragies 8	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 165.
_6526C1E43278252E	aBFMD09	Hémorragie 9		une	l'\d	Hémorragies 9	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 200.
_EC6DE377614890A8	aBFMD10	Hémorragie 10		une	l'\d	Hémorragies 10	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 235.
_ED6DE777615890A8	aBFMD11	Hémorragie 11		une	l'\d	Hémorragies 11	des	les	Inflige des dégâts supplémentaires (basés sur le coup initial) pendant 10 s - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 275.
_1CD63F5A46D02A42	abfcb01	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46E02A42	abfcb02	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46F02A42	abfcb03	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46002A42	abfcb04	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46102A42	abfcb05	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46202A42	abfcb06	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46302A42	abfcb07	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46402A42	abfcb08	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46502A42	abfcb09	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_1CD63F5A46C02E42	abfcb10	Crédit Vie Suprême		un	le	Crédits Vie Suprêmes	des	les	Vous donne une brique de crédit qui consomme des points de vie.
_45137A24795BE8EE	abfcc01	Contre-Attaque Après Esquive 1		une	la	Contre-Attaques Après Esquive 1	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 20. Utilisable uniquement après une esquive.
_45237A24B96BE8EE	abfcc02	Contre-Attaque Après Esquive 2		une	la	Contre-Attaques Après Esquive 2	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 30. Utilisable uniquement après une esquive.
_45337A29FA7BE8EE	abfcc03	Contre-Attaque Après Esquive 3		une	la	Contre-Attaques Après Esquive 3	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 45. Utilisable uniquement après une esquive.
_45437A24BA8BE8EE	abfcc04	Contre-Attaque Après Esquive 4		une	la	Contre-Attaques Après Esquive 4	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 70. Utilisable uniquement après une esquive.
_45537A243B9BE8EE	abfcc05	Contre-Attaque Après Esquive 5		une	la	Contre-Attaques Après Esquive 5	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 90. Utilisable uniquement après une esquive.
_75109F1C5544AF5B	abfcc06	Contre-Attaque Après Esquive 6		une	la	Contre-Attaques Après Esquive 6	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 115. Utilisable uniquement après une esquive.
_75208B1F5554AF5B	abfcc07	Contre-Attaque Après Esquive 7		une	la	Contre-Attaques Après Esquive 7	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 140. Utilisable uniquement après une esquive.
_75309F215564AF5B	abfcc08	Contre-Attaque Après Esquive 8		une	la	Contre-Attaques Après Esquive 8	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 165. Utilisable uniquement après une esquive.
_75408B245574AF5B	abfcc09	Contre-Attaque Après Esquive 9		une	la	Contre-Attaques Après Esquive 9	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 190. Utilisable uniquement après une esquive.
_FF9A3608ED4E331B	abfcc10	Contre-Attaque Après Esquive 10		une	la	Contre-Attaques Après Esquive 10	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 215. Utilisable uniquement après une esquive.
_3F9A4A08ED5E331B	abfcc11	Contre-Attaque Après Esquive 11		une	la	Contre-Attaques Après Esquive 11	des	les	Augmente les dégâts (jusqu'à les doubler) - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 265. Utilisable uniquement après une esquive.
_E1B9C8AA445797A9	abfcd01	Contre-Attaque après Parade 1		une	la	Contre-Attaques après Parade 1	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 20. Utilisable uniquement après une parade.
_E1C9C8AA44B79BA9	abfcd02	Contre-Attaque après Parade 2		une	la	Contre-Attaques après Parade 2	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 35. Utilisable uniquement après une parade.
_E1D9C8AA4477A3A9	abfcd03	Contre-Attaque après Parade 3		une	la	Contre-Attaques après Parade 3	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 50. Utilisable uniquement après une parade.
_E1E9C8AA44D7A7A9	abfcd04	Contre-Attaque après Parade 4		une	la	Contre-Attaques après Parade 4	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 65. Utilisable uniquement après une parade.
_E1F9C8AA4497B3A9	abfcd05	Contre-Attaque après Parade 5		une	la	Contre-Attaques après Parade 5	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 90. Utilisable uniquement après une parade.
_5D21A7788FC82542	abfcd06	Contre-Attaque après Parade 6		une	la	Contre-Attaques après Parade 6	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 115. Utilisable uniquement après une parade.
_5D31A7784E082542	abfcd07	Contre-Attaque après Parade 7		une	la	Contre-Attaques après Parade 7	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 140. Utilisable uniquement après une parade.
_5D41A7784E482542	abfcd08	Contre-Attaque après Parade 8		une	la	Contre-Attaques après Parade 8	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 170. Utilisable uniquement après une parade.
_5D51A7784EE82942	abfcd09	Contre-Attaque après Parade 9		une	la	Contre-Attaques après Parade 9	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 200. Utilisable uniquement après une parade.
_43BC5600C3F666D3	abfcd10	Contre-Attaque après Parade 10		une	la	Contre-Attaques après Parade 10	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 235. Utilisable uniquement après une parade.
_83BC5600C40666D3	abfcd11	Contre-Attaque après Parade 11		une	la	Contre-Attaques après Parade 11	des	les	Réduit les chances d'esquives de l'ennemi - efficacité maximum pour une arme dotée d'un niveau de compétence recommandé de 275. Utilisable uniquement après une parade.
_604F56ED5F5B0DDE	abfce01	Contre-Attaque après Coup Critique 1		une	la	Contre-Attaques après Coup Critique 1	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_604F5AED5F6B0DDE	abfce02	Contre-Attaque après Coup Critique 2		une	la	Contre-Attaques après Coup Critique 2	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_604F5EED5F7B0DDE	abfce03	Contre-Attaque après Coup Critique 3		une	la	Contre-Attaques après Coup Critique 3	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_604F62ED5F8B0DDE	abfce04	Contre-Attaque après Coup Critique 4		une	la	Contre-Attaques après Coup Critique 4	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_604F66ED5F9B0DDE	abfce05	Contre-Attaque après Coup Critique 5		une	la	Contre-Attaques après Coup Critique 5	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_604F6AED5FAB0DDE	abfce06	Contre-Attaque après Coup Critique 6		une	la	Contre-Attaques après Coup Critique 6	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_604F6EED5FBB0DDE	abfce07	Contre-Attaque après Coup Critique 7		une	la	Contre-Attaques après Coup Critique 7	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_604F72ED5FCB0DDE	abfce08	Contre-Attaque après Coup Critique 8		une	la	Contre-Attaques après Coup Critique 8	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_604F76ED5FDB0DDE	abfce09	Contre-Attaque après Coup Critique 9		une	la	Contre-Attaques après Coup Critique 9	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_3126B3CC4CDFE072	abfce10	Contre-Attaque après Coup Critique 10		une	la	Contre-Attaques après Coup Critique 10	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_3136B3CC4CEFE072	abfce11	Contre-Attaque après Coup Critique 11		une	la	Contre-Attaques après Coup Critique 11	des	les	"Donne une brique de crédit ""contre-attaque après coup critique"" pour les combats."
_DF30CD79CE5422FD	ABPPC01	Constitution 1		une	la	Constitution 1	une	la	Améliore votre constitution et vos points de vie.
_DF30CD79CE6426FD	ABPPC02	Constitution 2		une	la	Constitution 2	une	la	Améliore votre constitution et vos points de vie.
_DF30CD79CE742AFD	ABPPC03	Constitution 3		une	la	Constitution 3	une	la	Améliore votre constitution et vos points de vie.
_DF30CD79CE842EFD	ABPPC04	Constitution 4		une	la	Constitution 4	une	la	Améliore votre constitution et vos points de vie.
_DF30CD79CE9432FD	ABPPC05	Constitution 5		une	la	Constitution 5	une	la	Améliore votre constitution et vos points de vie.
_DF30CD79CEA436FD	ABPPC06	Constitution 6		une	la	Constitution 6	une	la	Améliore votre constitution et vos points de vie.
_DF30CD79CEB43AFD	ABPPC07	Constitution 7		une	la	Constitution 7	une	la	Améliore votre constitution et vos points de vie.
_DF30CD79CEC43EFD	ABPPC08	Constitution 8		une	la	Constitution 8	une	la	Améliore votre constitution et vos points de vie.
_DF30CD79CED442FD	ABPPC09	Constitution 9		une	la	Constitution 9	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A08E9A5D	ABPPC10	Constitution 10		une	la	Constitution 10	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A0AE9A5D	ABPPC11	Constitution 11		une	la	Constitution 11	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A0CE9A5D	ABPPC12	Constitution 12		une	la	Constitution 12	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A0EE9A5D	ABPPC13	Constitution 13		une	la	Constitution 13	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A00E9A5D	ABPPC14	Constitution 14		une	la	Constitution 14	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A02E9A5D	ABPPC15	Constitution 15		une	la	Constitution 15	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A04E9A5D	ABPPC16	Constitution 16		une	la	Constitution 16	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A06E9A5D	ABPPC17	Constitution 17		une	la	Constitution 17	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A08E9A5D	ABPPC18	Constitution 18		une	la	Constitution 18	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A0AE9A5D	ABPPC19	Constitution 19		une	la	Constitution 19	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A08EA25D	ABPPC20	Constitution 20		une	la	Constitution 20	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A0AEA25D	ABPPC21	Constitution 21		une	la	Constitution 21	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A0CEA25D	ABPPC22	Constitution 22		une	la	Constitution 22	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A0EEA25D	ABPPC23	Constitution 23		une	la	Constitution 23	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A00EA25D	ABPPC24	Constitution 24		une	la	Constitution 24	une	la	Améliore votre constitution et vos points de vie.
_BCB8F0A7A02EA25D	ABPPC25	Constitution 25		une	la	Constitution 25	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51AF0BFA	ABPPC26	Constitution 26		une	la	Constitution 26	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51CF0BFA	ABPPC27	Constitution 27		une	la	Constitution 27	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51EF0BFA	ABPPC28	Constitution 28		une	la	Constitution 28	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA510F0BFA	ABPPC29	Constitution 29		une	la	Constitution 29	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51EF13FA	ABPPC30	Constitution 30		une	la	Constitution 30	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA510F13FA	ABPPC31	Constitution 31		une	la	Constitution 31	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA512F13FA	ABPPC32	Constitution 32		une	la	Constitution 32	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA514F13FA	ABPPC33	Constitution 33		une	la	Constitution 33	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA516F13FA	ABPPC34	Constitution 34		une	la	Constitution 34	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA518F13FA	ABPPC35	Constitution 35		une	la	Constitution 35	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51AF13FA	ABPPC36	Constitution 36		une	la	Constitution 36	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51CF13FA	ABPPC37	Constitution 37		une	la	Constitution 37	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51EF13FA	ABPPC38	Constitution 38		une	la	Constitution 38	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA510F13FA	ABPPC39	Constitution 39		une	la	Constitution 39	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51EF1BFA	ABPPC40	Constitution 40		une	la	Constitution 40	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA510F1BFA	ABPPC41	Constitution 41		une	la	Constitution 41	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA512F1BFA	ABPPC42	Constitution 42		une	la	Constitution 42	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA514F1BFA	ABPPC43	Constitution 43		une	la	Constitution 43	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA516F1BFA	ABPPC44	Constitution 44		une	la	Constitution 44	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA518F1BFA	ABPPC45	Constitution 45		une	la	Constitution 45	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51AF1BFA	ABPPC46	Constitution 46		une	la	Constitution 46	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51CF1BFA	ABPPC47	Constitution 47		une	la	Constitution 47	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51EF1BFA	ABPPC48	Constitution 48		une	la	Constitution 48	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA510F1BFA	ABPPC49	Constitution 49		une	la	Constitution 49	une	la	Améliore votre constitution et vos points de vie.
_FEF681FA51EF23FA	ABPPC50	Constitution 50		une	la	Constitution 50	une	la	Améliore votre constitution et vos points de vie.
_09FB58BF0EA0ADD0	ABPPM01	Métabolisme 1		un	le	Métabolisme 1	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_49FB58BF0EB0ADD0	ABPPM02	Métabolisme 2		un	le	Métabolisme 2	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_89FB58BF0EC0ADD0	ABPPM03	Métabolisme 3		un	le	Métabolisme 3	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_CAFB58BF0ED0ADD0	ABPPM04	Métabolisme 4		un	le	Métabolisme 4	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_0AFB58BF0EE0ADD0	ABPPM05	Métabolisme 5		un	le	Métabolisme 5	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_4AFB58BF0EF0ADD0	ABPPM06	Métabolisme 6		un	le	Métabolisme 6	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_8AFB58BF0E00ADD0	ABPPM07	Métabolisme 7		un	le	Métabolisme 7	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_CBFB58BF0E10ADD0	ABPPM08	Métabolisme 8		un	le	Métabolisme 8	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_0BFB58BF0E20ADD0	ABPPM09	Métabolisme 9		un	le	Métabolisme 9	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DAEFEC28	ABPPM10	Métabolisme 10		un	le	Métabolisme 10	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DAFFEC29	ABPPM11	Métabolisme 11		un	le	Métabolisme 11	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DA0FEC2A	ABPPM12	Métabolisme 12		un	le	Métabolisme 12	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DA1FEC2B	ABPPM13	Métabolisme 13		un	le	Métabolisme 13	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DA2FEC2C	ABPPM14	Métabolisme 14		un	le	Métabolisme 14	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DA3FEC2D	ABPPM15	Métabolisme 15		un	le	Métabolisme 15	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DA4FEC2E	ABPPM16	Métabolisme 16		un	le	Métabolisme 16	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DA5FEC2F	ABPPM17	Métabolisme 17		un	le	Métabolisme 17	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DA6FEC30	ABPPM18	Métabolisme 18		un	le	Métabolisme 18	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_03F5F4A4DA7FEC31	ABPPM19	Métabolisme 19		un	le	Métabolisme 19	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DAEFF028	ABPPM20	Métabolisme 20		un	le	Métabolisme 20	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DAFFF029	ABPPM21	Métabolisme 21		un	le	Métabolisme 21	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DA0FF02A	ABPPM22	Métabolisme 22		un	le	Métabolisme 22	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DA1FF02B	ABPPM23	Métabolisme 23		un	le	Métabolisme 23	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DA2FF02C	ABPPM24	Métabolisme 24		un	le	Métabolisme 24	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DA3FF02D	ABPPM25	Métabolisme 25		un	le	Métabolisme 25	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DA4FF02E	ABPPM26	Métabolisme 26		un	le	Métabolisme 26	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DA5FF02F	ABPPM27	Métabolisme 27		un	le	Métabolisme 27	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DA6FF030	ABPPM28	Métabolisme 28		un	le	Métabolisme 28	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_43F5F4A4DA7FF031	ABPPM29	Métabolisme 29		un	le	Métabolisme 29	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
_83F5F4A4DAEFF428	ABPPM30	Métabolisme 30		un	le	Métabolisme 30	un	le	Améliore votre métabolisme et la vitesse de régénération de vos points de vie.
