// HASH_VALUE 41AC5FC657D9104D
// INDEX 0
abandon_mission	[&TSK&Du hast eine Mission aufgegeben.]
boss_mainland_craftpart1a_diag2	[Lass mal sehen... Ich habe so etwas schon einmal gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 41F90C0CFCD2FF0D
// INDEX 27
boss_mainland_craftpart1a_mission_intro	[Stell den Plan für die Stiefel wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 28
boss_mainland_craftpart1a_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 29
boss_mainland_craftpart1a_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 30
boss_mainland_craftpart1b_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 31
boss_mainland_craftpart1b_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 41F90C0CFCD2FF0D
// INDEX 32
boss_mainland_craftpart1b_mission_intro	[Stell den Plan für die Stiefel wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 33
boss_mainland_craftpart1b_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 34
boss_mainland_craftpart1b_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 35
boss_mainland_craftpart1c_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 36
boss_mainland_craftpart1c_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 41F90C0CFCD2FF0D
// INDEX 37
boss_mainland_craftpart1c_mission_intro	[Stell den Plan für die Stiefel wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 38
boss_mainland_craftpart1c_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 39
boss_mainland_craftpart1c_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 40
boss_mainland_craftpart1d_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 41
boss_mainland_craftpart1d_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 41F90C0CFCD2FF0D
// INDEX 42
boss_mainland_craftpart1d_mission_intro	[Stell den Plan für die Stiefel wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 43
boss_mainland_craftpart1d_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 44
boss_mainland_craftpart1d_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 45
boss_mainland_craftpart2a_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 46
boss_mainland_craftpart2a_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 2170F4A3BAF7002C
// INDEX 47
boss_mainland_craftpart2a_mission_intro	[Stell den Plan für die Handschuhe wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 48
boss_mainland_craftpart2a_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 49
boss_mainland_craftpart2a_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 50
boss_mainland_craftpart2b_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 51
boss_mainland_craftpart2b_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 2170F4A3BAF7002C
// INDEX 52
boss_mainland_craftpart2b_mission_intro	[Stell den Plan für die Handschuhe wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 53
boss_mainland_craftpart2b_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 54
boss_mainland_craftpart2b_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 55
boss_mainland_craftpart2c_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 56
boss_mainland_craftpart2c_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 2170F4A3BAF7002C
// INDEX 57
boss_mainland_craftpart2c_mission_intro	[Stell den Plan für die Handschuhe wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 58
boss_mainland_craftpart2c_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 59
boss_mainland_craftpart2c_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 60
boss_mainland_craftpart2d_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 61
boss_mainland_craftpart2d_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 2170F4A3BAF7002C
// INDEX 62
boss_mainland_craftpart2d_mission_intro	[Stell den Plan für die Handschuhe wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 63
boss_mainland_craftpart2d_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 64
boss_mainland_craftpart2d_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 65
boss_mainland_craftpart3a_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 66
boss_mainland_craftpart3a_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 713594871D82600E
// INDEX 67
boss_mainland_craftpart3a_mission_intro	[Stell den Plan für den Helm wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 68
boss_mainland_craftpart3a_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 69
boss_mainland_craftpart3a_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 70
boss_mainland_craftpart3b_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 71
boss_mainland_craftpart3b_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 713594871D82600E
// INDEX 72
boss_mainland_craftpart3b_mission_intro	[Stell den Plan für den Helm wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 73
boss_mainland_craftpart3b_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 74
boss_mainland_craftpart3b_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 75
boss_mainland_craftpart3c_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 76
boss_mainland_craftpart3c_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 713594871D82600E
// INDEX 77
boss_mainland_craftpart3c_mission_intro	[Stell den Plan für den Helm wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 78
boss_mainland_craftpart3c_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 79
boss_mainland_craftpart3c_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 80
boss_mainland_craftpart3d_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 81
boss_mainland_craftpart3d_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 713594871D82600E
// INDEX 82
boss_mainland_craftpart3d_mission_intro	[Stell den Plan für den Helm wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 83
boss_mainland_craftpart3d_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 84
boss_mainland_craftpart3d_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 85
boss_mainland_craftpart4a_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 86
boss_mainland_craftpart4a_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 71B5B0911D823C12
// INDEX 87
boss_mainland_craftpart4a_mission_intro	[Stell den Plan für die Hose wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 88
boss_mainland_craftpart4a_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 89
boss_mainland_craftpart4a_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 90
boss_mainland_craftpart4b_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 91
boss_mainland_craftpart4b_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 71B5B0911D823C12
// INDEX 92
boss_mainland_craftpart4b_mission_intro	[Stell den Plan für die Hose wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 93
boss_mainland_craftpart4b_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 94
boss_mainland_craftpart4b_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 95
boss_mainland_craftpart4c_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 96
boss_mainland_craftpart4c_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 71B5B0911D823C12
// INDEX 97
boss_mainland_craftpart4c_mission_intro	[Stell den Plan für die Hose wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 98
boss_mainland_craftpart4c_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 99
boss_mainland_craftpart4c_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 100
boss_mainland_craftpart4d_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 101
boss_mainland_craftpart4d_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 71B5B0911D823C12
// INDEX 102
boss_mainland_craftpart4d_mission_intro	[Stell den Plan für die Hose wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 103
boss_mainland_craftpart4d_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 104
boss_mainland_craftpart4d_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 105
boss_mainland_craftpart5a_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 106
boss_mainland_craftpart5a_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 5D1C180639D70E79
// INDEX 107
boss_mainland_craftpart5a_mission_intro	[Stell den Plan für die Armschützer wieder her.]

// HASH_VALUE D1698597E3208013
// INDEX 108
boss_mainland_craftpart5a_p_mis_desc	[Tätige eine Zahlung]

// HASH_VALUE E86A98956BCAC09A
// INDEX 109
boss_mainland_craftpart5a_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 110
boss_mainland_craftpart5b_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 111
boss_mainland_craftpart5b_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 5D1C180639D70E79
// INDEX 112
boss_mainland_craftpart5b_mission_intro	[Stell den Plan für die Armschützer wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 113
boss_mainland_craftpart5b_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 114
boss_mainland_craftpart5b_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 115
boss_mainland_craftpart5c_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 116
boss_mainland_craftpart5c_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 5D1C180639D70E79
// INDEX 117
boss_mainland_craftpart5c_mission_intro	[Stell den Plan für die Armschützer wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 118
boss_mainland_craftpart5c_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 119
boss_mainland_craftpart5c_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 120
boss_mainland_craftpart5d_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 121
boss_mainland_craftpart5d_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE 5D1C180639D70E79
// INDEX 122
boss_mainland_craftpart5d_mission_intro	[Stell den Plan für die Armschützer wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 123
boss_mainland_craftpart5d_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 124
boss_mainland_craftpart5d_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 125
boss_mainland_craftpart6a_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 126
boss_mainland_craftpart6a_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE B0CB7C86AB0740BE
// INDEX 127
boss_mainland_craftpart6a_mission_intro	[Stell den Plan für die Weste wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 128
boss_mainland_craftpart6a_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 129
boss_mainland_craftpart6a_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 130
boss_mainland_craftpart6b_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 131
boss_mainland_craftpart6b_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE B0CB7C86AB0740BE
// INDEX 132
boss_mainland_craftpart6b_mission_intro	[Stell den Plan für die Weste wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 133
boss_mainland_craftpart6b_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 134
boss_mainland_craftpart6b_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 135
boss_mainland_craftpart6c_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 136
boss_mainland_craftpart6c_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE B0CB7C86AB0740BE
// INDEX 137
boss_mainland_craftpart6c_mission_intro	[Stell den Plan für die Weste wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 138
boss_mainland_craftpart6c_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 139
boss_mainland_craftpart6c_p_mis_title	[Wiederherstellung]

// HASH_VALUE 647E11043BA5D598
// INDEX 140
boss_mainland_craftpart6d_diag1	[Wenn du mich bezahlst und mir alle Teile übergibst, dann beginne ich sofort mit der Arbeit.]

// HASH_VALUE BC50B90E685601B7
// INDEX 141
boss_mainland_craftpart6d_diag2	[Lass mich das anschauen... Ich habe so etwas schon einmal zuvor gesehen...\n
	Hmmja... Es ist ein Handwerksplan der Marodeure... selten... und sehr wertvoll!\n
	Ich kann ihn soweit zusammenfügen, dass er zu entziffern ist! Soll ich dir seine Geheimnisse lehren?]

// HASH_VALUE B0CB7C86AB0740BE
// INDEX 142
boss_mainland_craftpart6d_mission_intro	[Stell den Plan für die Weste wieder her.]

// HASH_VALUE 46159A99D625667E
// INDEX 143
boss_mainland_craftpart6d_p_mis_desc	[Tätige eine Zahlung.]

// HASH_VALUE E86A98956BCAC09A
// INDEX 144
boss_mainland_craftpart6d_p_mis_title	[Wiederherstellung]

// HASH_VALUE 2AB7C92663D53F70
// INDEX 145
boss_mainland_fyros_engage	[Tötet den Eindringling!]

// HASH_VALUE 720A3D3CA19DC31C
// INDEX 146
boss_mainland_fyros_finalfight	[Nun ist es eine Sache zwischen dir... und MIR!]

// HASH_VALUE 033AED93C9B3DC53
// INDEX 147
boss_mainland_fyros_realagro	[Nun hast du also mein wahres Ich gefunden... Sei bereit und spür meinen Zorn!]

// HASH_VALUE 66127031E7B22072
// INDEX 148
boss_mainland_fyros_word1	[Glaubt Ihr]

// HASH_VALUE 689C94DC68D894B0
// INDEX 149
boss_mainland_fyros_word2	[wirklich]

// HASH_VALUE 137A3FA813996AB2
// INDEX 150
boss_mainland_fyros_word3	[daran,]

// HASH_VALUE 68D894B468D894B4
// INDEX 151
boss_mainland_fyros_word4	[mich]

// HASH_VALUE 68DC54886C587494
// INDEX 152
boss_mainland_fyros_word5	[besiegen]

// HASH_VALUE 749C54E8749C54E8
// INDEX 153
boss_mainland_fyros_word6	[zu]

// HASH_VALUE 5E08E23DCDFE3D7D
// INDEX 154
boss_mainland_fyros_word7	[können?]

// HASH_VALUE 6D7A877E04B47F9A
// INDEX 155
boss_mainland_matis_trick1_01	[Verschont mich! Bitte!]

// HASH_VALUE 652D20F7E6859B32
// INDEX 156
boss_mainland_matis_trick1_02	[Warte! Wir könnten Freunde werden!]

// HASH_VALUE FAE84CA9688487AE
