*HASH_VALUE	creature ID	name	ia	da	p	pia	pda
_B0F3D30FA8229AC8	caapf1	Baldusa Espantosa	una	la	Baldusas Espantosas		las
_E02507885501216C	caapf2	Baldusas Atroces	una	la	Baldusas Atroces		las
_DA3FAA77BE08F17A	caapf3	Baldusa Siniestra	una	la	Baldusas Siniestras		las
_99609E7B8019DD79	cabda1	Prakker Pequeño	un	el	Prakkers Pequeños		los
_1E82DD6708FB4362	cabda2	Prakker Primitivo	un	el	Prakkers Primitivos		los
_D486061D072C330F	cabda3	Praker Apaciguado	un	el	Prakkers Apaciguados		los
_422EAE4FBD2A40B3	cabda4	Prakker Rápido	un	el	Prakkers Rápidos		los
_422EAE4FBD2A34B4	cabdb1	Prakker Limoso	un	el	Prakkers Limosos		los
_5796D22B861C4B04	cabdb2	Prakker Común	un	el	Prakkers Comunes		los
_5C353E2C040E1310	cabdb3	Prakker para Alimento	un	el	Prakkers para Alimento		los
_7B77390964D60416	cabdb4	Prakker Adulto	un	el	Prakkers Adultos		los
_7B77390964D6F817	cabdc1	Prakker Plenamente Desarrollado	un	el	Prakkers Plenamente Desarrollados		los
_07BFAE673BAA6CAE	cabdc2	Prakker Defensivo	un	el	Prakkers Defensivos		los
_0590765F3B2A78BB	cabdc3	Prakker Arruinado	un	el	Prakkers Arruinados		los
_9B60B26C8219FD6C	cabdc4	Prakker Frio	un	el	Prakkers Fríos		los
_9B60B26C8219F16D	cabdd1	Prakker al Acecho	un	el	Prakkers al Acecho		los
_85FEBE58BD1A5CB9	cabdd2	Prakker Merodeando	un	el	Prakkers Merodeando		los
_5DE55F8A9DAF393E	cabdd3	Prakker Enfurecido	un	el	Prakkers Enfurecidos		los
_96B09E747D69E975	cabdd4	Prakker Salvaje	un	el	Prakkers Salvajes		los
_96B09E747D69DD76	cabde1	Prakker Gigantesco	un	el	Prakkers Gigantescos		los
_5671DA7F3D2A1D81	cabde2	Prakker Voraz	un	el	Prakkers Voraces		los
_5935562A838D231D	cabde3	Prakker Malo	un	el	Prakkers Malos		los
_995627A559D1155D	cabde4	Prakker al Ataque	un	el	Prakkers al Ataque		los
_995627A559D1095E	cabdf1	Prakker Espantoso	un	el	Prakkers Espantosos		los
_59C1827A407AC57D	cabdf2	Prakker Atroz	un	el	Prakkers Atroces		los
_9BB1CE71826A1574	cabdf3	Prakker Siniestro	un	el	Prakkers Siniestros		los
_9444D26305F4B934	cabfa1	Prakker Pequeño	un	el	Prakkers Pequeños		los
_F3201503B98E44B8	cabfa2	Prakker Primitivo	un	el	Prakkers Primitivos		los
_853FC2683CAA3CB3	cabfa3	Prakker Apaciguado	un	el	Prakkers Apaciguados		los
_FB77E1096E760415	cabfa4	Prakker Rápido	un	el	Prakkers Rápidos		los
_FB77E1096E76F816	cabfb1	Prakker Limoso	un	el	Prakkers Limosos		los
_FB7739056814FC16	cabfb2	Prakker Común	un	el	Prakkers Comunes		los
_EECF21143B1E48B9	cabfb3	Prakker para Alimento	un	el	Prakkers para Alimento		los
_FB77A90B6A140416	cabfb4	Prakker Adulto	un	el	Prakkers Adultos		los
_FB77A90B6A14F817	cabfc1	Prakker Plenamente Desarrollado	un	el	Prakkers Plenamente Desarrollados		los
_87BFAE673BAA6CAE	cabfc2	Prakker Defensivo	un	el	Prakkers Defensivos		los
_FB77390B6A560017	cabfc3	Prakker Arruinado	un	el	Prakkers Arruinados		los
_DD70CE6C44290D6D	cabfd1	Prakker al Acecho	un	el	Prakkers al Acecho		los
_FB77E111ECD6FC18	cabfd2	Prakker Merodeando	un	el	Prakkers al Acecho		los
_5776DE2088AC230C	cabfd3	Prakker Enfurecido	un	el	Prakkers Enfurecidos		los
_D9A1F27E405A3D7F	cabfd4	Prakker Salvaje	un	el	Prakkers Salvajes		los
_D9A1F27E405A3180	cabfe1	Prakker Gigantesco	un	el	Prakkers Gigantescos		los
_3000611AF88D44BC	cabfe2	Prakker Voraz	un	el	Prakkers Voraz		los
_898FDE5CBD0B78BE	cabfe3	Prakker Malo	un	el	Prakkers Malos		los
_C5A0A6693ABA40BD	cabfe4	Prakker al Ataque	un	el	Prakkers al Ataque		los
_C5A0A6693ABA34BE	cabff1	Prakker Espantoso	un	el	Prakkers Espantosos		los
_AD832BD31C40FCFE	cabff2	Prakker Atroz	un	el	Prakkers Atroces		los
_B200E110F88D48BD	cabff3	Prakker Siniestro	un	el	Prakkers Atroces		los
_36E563D1A42012E7	cabja1	Prakker Pequeno	un	el	Prakker Pequeños		los
_5B563389DE514D6D	cabja2	Prakker Primitivo	un	el	Prakkers Primitivos		los
_FC7771F766140015	cabja3	Prakker Apaciguado	un	el	Prakkers Apaciguados		los
_C32EAE4FBD2A40B3	cabja4	Prakker Rápido	un	el	Prakkers Rápidos		los
_C32EAE4FBD2A34B4	cabjb1	Prakker Limoso	un	el	Prakkers Limosos		los
_FC77810564D4FC16	cabjb2	Prakker Común	un	el	Prakkers Comunes		los
_1AC0A68A8079ED89	cabjb3	Parker para Alimento	un	el	Prakkers para Alimento		los
_DA81F284403A3D83	cabjb4	Prakker Adulto	un	el	Prakkers Adultos		los
_DA81F284403A3184	cabjc1	Prakker Plenamente Desarrollado	un	el	Prakkers Plenamente Desarrollados		los
_B28001113C4E44BA	cabjc2	Prakker Defensivo	un	el	Prakkers Defensivos		los
_42DEBE603F8A3CB5	cabjc3	Prakker Arruinado	un	el	Prakkers Arruinados		los
_5840DE77BEF92977	cabjc4	Prakker Frio	un	el	Prakkers Fríos		los
_5840DE77BEF91D78	cabjd1	Prakker al Acecho	un	el	Prakkers al Acecho		los
_5A652F9A1A0F055C	cabjd2	Prakker Merodeando	un	el	Prakkers Merodeando		los
_FC77410568360018	cabjd3	Prakker Enfurecido	un	el	Prakkers Enfurecidos		los
_C91EB24CFD1A90B7	cabjd4	Prakker Salvaje	un	el	Prakkers Salvajes		los
_C91EB24CFD1A84B8	cabje1	Prakker Gigantesco	un	el	Prakkers Gigantescos		los
_1A655E30C31D2B1A	cabje2	Prakker Voraz	un	el	Prakkers Voraces		los
_C10F56713A1B3CB2	cabje3	Prakker Malo	un	el	Prakkers Malos		los
_438E76613A0B48B9	cabje4	Prakker al Ataque	un	el	Prakkers al Ataque		los
_438E76613A0B3CBA	cabjf1	Prakker Espantoso	un	el	Prakkers Espantosos		los
_D775166D42650D38	cabjf2	Prakker Atroz	un	el	Prakkers Atroces		los
_59BFC27ABF78097D	cabjf3	Prakker Siniestro	un	el	Prakkers Siniestros		los
_7D7789076EF4F815	cabla1	Prakker Pequeño	un	el	Prakkers Pequeños		los
_1F71D26C042A156A	cabla2	Prakker Primitivo	un	el	Prakkers Primitivos		los
_7D77810564D40015	cabla3	Prakker Apaciguado	un	el	Prakkers Apaciguados		los
_442EAE4FBD2A40B3	cabla4	Prakker Rápido	un	el	Prakkers Apaciguados		los
_76F03D203BED40B8	cabpa1	Prakker Pequeño	un	el	Prakkers Pequeños		los
_DC55266749C5813C	cabpa2	Prakker Primitivo	un	el	Prakkers Primitivos		los
_484ED2673F1B60AC	cabpa3	Prakker Apaciguado	un	el	Prakkers Apaciguados		los
_1E454F876320A55B	cabpa4	Prakker Rápido	un	el	Prakkers Rápidos		los
_1E454F876320995C	cabpb1	Prakker Limoso	un	el	Prakkers Limosos		los
_5C9F9E7C4058E17B	cabpb2	Prakker Común	un	el	Prakkers Comunes		los
_9EE5EA28483D1710	cabpb3	Prakker para Alimento	un	el	Prakkers para Alimento		los
_43EF9267BDBA3CB1	cabpb4	Prakker Adulto	un	el	Prakkers Adultos		los
_43EF9267BDBA30B2	cabpc1	Prakker Plenamente Desarrollado	un	el	Prakkers Plenamente Desarrollados		los
_1A753E21844C1F19	cabpc2	Prakker Defensivo	un	el	Prakkers Defensivos		los
_8A04E68CE1209944	cabpc3	Prakker Arruinado	un	el	Prakkers Arruinados		los
_1DD0BE8501890985	cabpc4	Prakker Frio	un	el	Prakkers Fríos		los
_1DD0BE850189FD86	cabpd1	Prakker al Acecho	un	el	Prakkers al Acecho		los
_9E151633060C1F14	cabpd2	Prakker Merodeando	un	el	Prakkers Merodeando		los
_9D44C66C4285DD24	cabpd3	Prakker Enfurecido	un	el	Prakkers Enfurecidos		los
_4B1EB24CFD1A90B7	cabpd4	Prakker Salvaje	un	el	Prakkers Salvajes		los
_4B1EB24CFD1A84B8	cabpe1	Prakker Gigantesco	un	el	Prakkers Gigantescos		los
_85BE9E623C5B34B0	cabpe2	Prakker Voraz	un	el	Prakkers Voraces		los
_15102E69B414D13D	cabpe3	Prakker Malo	un	el	Prakkers Malos		los
_B8035BF3A2024EE9	cabpe4	Prakker al Ataque	un	el	Prakkers al Ataque		los
_B8035BF3A20242EA	cabpf1	Prakker Espantoso	un	el	Prakkers Espantosos		los
_9AB613991D203D65	cabpf2	Prakker Atroz	un	el	Prakkers Atroces		los
_DBBFC27ABF78097D	cabpf3	Prakker Siniestro	un	el	Prakkers Atroces		los
_4010F219394A7CFA	cbada1	Igara Pichona	una	la	Igaras Pichonas	unas	las
_02FE9126F19B7BFA	cbada2	Igara Menor	un	la	Igaras Menores		las
_7DFF11FEF0A64F11	cbada3	Igara Mansa	una	la	Igaras Mansas		las
_05EFDD0D66744471	cbada4	Igara Inmensa	una	la	Igaras Inmensas		las
_05EFDD0D66743872	cbadb1	Igara Hartada	una	la	Igaras Hartadas	unas	las
_3FB019062F964B12	cbadb2	Igara Vulgar	una	la	Igaras Vulgares		las
_3F6F490071975322	cbadb3	Igara Hinchada	una	la	Igaras Hinchadas		las
_1C14A5BAE6795F8E	cbadb4	Igara Principal	un	la	Igaras Principales		las
_1C14A5BAE679538F	cbadc1	Igara Vigilante	una	la	Igaras Vigilantes		las
_8B0F2D2D62743C73	cbadc2	Igara Hambrienta	una	la	Igaras Hambrientas		las
_8DB1BD2D62744073	cbadc3	Igara Hurgadora	una	la	Igaras Hurgadoras	unas	las
_7E3F56083E2A58FE	cbadc4	Igara Lasciva	una	la	Igaras Lascivas	unas	las
_7E3F56083E2A4CFF	cbadd1	Igara Viciosa	una	la	Igaras Viciosas		las
_894FFD2166543C74	cbadd2	Igara Maligna	una	la	Igaras Malignas		las
_9CA37E26836CC127	cbadd3	Igara Burlona	una	la	Igaras Burlonas		las
_3DC0F2053979580F	cbadd4	Igara Carroñera	una	la	Igaras Carroñeras	unas	las
_3DC0F20539794C10	cbade1	Igara Rastreadora	una	la	Igaras Rastreadoras		las
_80D02A1479DA6018	cbade2	Igara Volátil	una	la	Igaras Volátiles		las
_BE3061FAF0775B21	cbade3	Igara Aterradora	una	la	Igaras Aterradoras		las
_DA352A36C1FE7138	cbade4	Igara Rapaz	una	la	Igaras Rapace		las
_DC14A9BE2B8AA38A	cbaga1	Igara Impura	una	la	Igaras Impuras		las
_D605AA3443A1008E	cbaga2	Igaras Arruinadas	una	la	Igaras Arruinadas		las
_02D1690C2FA68F2C	cbaga3	Igara Contaminada	una	la	Igaras Contaminadas		las
_D2C02B80A3E42147	cbaga4	Igara Infectada	una	la	Igaras Infectadas		las
_D2C02B80A3E41548	cbagb1	Igara Nauseabunda	una	la	Igaras Nauseabundas		las
_C043E96D3C3A68EE	cbagb2	Igara Maloliente	una	la	Igaras Malolientes		las
_FF8035F5F1B74F12	cbagb3	Igara Mórbida	una	la	Igaras Mórbidas		las
_DC14C5C16B199781	cbagb4	Igara Envenenada	una	la	Igaras Envenenadas		las
_DC14C5C16B198B82	cbagc1	Igara Plagada	una	la	Igaras Plagadas		las
_3CAF390CB5A74B13	cbagc2	Igara Enfermiza	una	la	Igaras Enfermizas		las
_7FCF16FDFC398403	cbagc3	Igara Putrefacta	una	la	Igaras Putrefacta		las
_003F520BBC1A700A	cbagc4	Igara Virulenta	una	la	Igaras Virulentas		las
_003F520BBC1A640B	cbagd1	Igara Devastada	una	la	Igaras Devastadas		las
_CFEFED0D64563C74	cbagd2	Igara Enconada	una	la	Igaras Enconadas		las
_A67C951E2DF80779	cbagd3	Igara Pestífera	una	la	Igaras Pestíferas		las
_92E4958A13E0CD77	cbagd4	Igara Delirante	una	la	Igaras Delirantes		las
_92E4958A13E0C178	cbage1	Igara Pustulosa	una	la	Igaras Pustulosas		las
_BBDF350270974B15	cbage2	Igara Filtrante	una	la	Igaras Filtrantes		las
_18D0AA6A2D20600B	cbage3	Igara Espumosa	una	la	Igaras Espumosa		las
_C17F310773D78F34	cbage4	Igara Asquerosa	una	la	Igaras Asquerosas		las
_C17F310773D78335	cbagf1	Igara Demente	una	la	Igaras Dementes		las
_FF6FF2033A59800C	cbagf2	Igara Delirante	una	la	Igaras Delirantes		las
_7E4F26FD3C5A6810	cbagf3	Igara Diabólica	una	la	Igaras Diabólicas		las
_92E10B91DFE4E948	cbaja1	Igara Pichona	una	la	Igaras Pichonas	unas	las
_A1F5223207BE6130	cbaja2	Igara Menor	una	la	Igaras Menores		las
_9D14C1B1A8886B87	cbaja3	Igara Mansa	una	la	Igaras Mansas		las
_86EFDD0D66744471	cbaja4	Igara Inmensa	una	la	Igaras Inmensas		las
_86EFDD0D66743872	cbajb1	Igara Hartada	una	la	Igaras Hartadas	unas	las
_9D14C9B82858577E	cbajb2	Igara Vulgar	una	la	Igaras Vulgares		las
_7D80161AFD2B680F	cbajb3	Igara Hinchada	una	la	Igaras Hinchadas		las
_00B02A13FE5BB01C	cbajb4	Igara Principal	una	la	Igaras Principales		las
_00B02A13FE5BA41D	cbajc1	Igara Vigilante	una	la	Igaras Vigilantes		las
_67EC550529E93778	cbajc2	Igara Hambrienta	una	la	Igaras Hambrientas		las
_86EFCD236A344073	cbajc3	Igara Hurgadora	una	la	Igaras Hurgadoras	unas	las
_FDEF120F3F0A8C10	cbajc4	Igara Lasciva	una	la	Igaras Lascivas	unas	las
_FDEF120F3F0A8011	cbajd1	Igara Viciosa	una	la	Igaras Viciosas		las
_1B632E38812C6D39	cbajd2	Igara Maligna	una	la	Igaras Malignas		las
_9D14A9B828897B93	cbajd3	Igara Burlona	una	la	Igaras Burlonas		las
_900FFD09E6544474	cbajd4	Igara Carroñera	una	la	Igaras Carroñeras	unas	las
_900FFD09E6543875	cbaje1	Igara Rastreadora	una	la	Igaras Rastreadoras		las
_BE60790070974B15	cbaje2	Igara Volátil	una	la	Volatile Igaras		las
_864F9D3360564075	cbaje3	Igara Aterradora	una	la	Igaras Aterradoras		las
_862FDD1560364475	cbaje4	Igara Rapaz	una	la	Igaras Rapaces		las
_64598FB32542EFA3	cbajf5	Kim-Kol					
_41BE6DFBDF595C21	cbbda1	Izam Pichón	un	el	Izams Pichones	unos	los
_829F211960361B12	cbbda2	Izam Menor	un	el	Izams Menores		los
_051F5DE77490F6F9	cbbda3	Izam Manso	un	el	Izams Mansos		los
_ED0F350F66F7EF2F	cbbda4	Izam Inmenso	un	el	Izams Inmensos		los
_ED0F350F66F7E330	cbbdb1	Izam Hartado	un	el	Izams Hartados	unos	los
_0501FD037270F2FA	cbbdb2	Izam Vulgar	un	el	Izams Vulgares		los
_8D1F5505EE72F6FC	cbbdb3	Izam Hinchado	un	el	Izams Hinchados		los
_9A94A48E11D7DFB0	cbbdb4	Izam Principal	un	el	Izams Principales		los
_9A94A48E11D7D3B1	cbbdc1	Izam Vigilante	un	el	Izams Vigilantes		los
_30704129E8D70731	cbbdc2	Izam Hambriento	un	el	Izams Hambrientos		los
_B1613D1BE857EB31	cbbdc3	Izam Hurgador	un	el	Izams Hurgadores	unos	los
_BE2E450064396817	cbbdc4	Izam Lascivo	un	el	Izams Lascivos	unos	los
_C2DF51F49C885C19	cbbde1	Izam Rastreador	un	el	Izams Rastreadores		los
_C29089F85F899023	cbbde2	Izam Volátil	un	el	Izams Volátiles		los
_899F9501EC32F603	cbbde3	Izam Aterrador	un	el	Izams Aterradores		los
_09564236FF5EB8F1	cbbde4	Izam Rapaz	un	el	Izams Rapaces		los
_6BE694AA2FB6A3A8	cbbde5	Dylion					
_CD01DE668D52F19A	cbbja1	IzamPichón	un	el	Izams Pichones	unos	los
_C7965A26073080F7	cbbja2	Izam Menor	un	el	Izams Menores		los
_9A94C08512E6B7B3	cbbja3	Izam Manso	un	el	Izams Mansos		los
_6E0F350F66F7EF2F	cbbja4	Izam Inmenso	un	el	Izams Inmensos		los
_6E0F350F66F7E330	cbbjb1	Izam Hartado	un	el	Izams Hartados	unos	los
_1794C88C1166CFB0	cbbjb2	Izam Vulgar	un	el	Izams Vulgares		los
_80FE6907A299AC25	cbbjb3	Izam Hinchado	un	el	Izams Hinchados		los
_C42F69FC225AE42D	cbbjb4	Izam Principal	un	el	Izams Principales		los
_C42F69FC225AD82E	cbbjc1	Izam Vigilante	un	el	Izams Vigilantes		los
_994724FDB0984360	cbbjc2	Izam Hambriento	un	el	Izams Hambrientos		los
_6E0F2D18ABB80331	cbbjc3	Izam Hurgador	un	el	Izams Hurgadores	unos	los
_C16E39F6A28ACC1D	cbbjc4	Izam Lascivo	un	el	Izams Lascivos	unos	los
_7360491126B7DF33	cbbje1	Izam Rastreador	un	el	Izams Rastreadores		los
_86FF950DEC72F2FD	cbbje2	Izam Volátil	un	el	Izams Volátiles		los
_6EBF011AA8082733	cbbje3	Izam Aterrador	un	el	Izam Aterradores		los
_EE4F3D13E4F82733	cbbje4	Izam Rapaz	un	el	Izams Rapaces		los
_EE4F3D13E4F81B34	cbbjf1	Izam Amenazador	un	el 	Izams Amenazador		los
_C82DD93F344EC8FA	cbbjf2	Izam Enfurecido	un	el	Izams Enfurecidos		los
_C03E45F49EC8AC29	cbbjf3	Izam Tremendo	un	el	Izams Tremendos		los
_D994CC8D1686CFC3	cbbla1	Izam Pichón	un	el	Izams Pichones	unos	los
_870F35F964E99026	cbbla2	Izam Menor	un	el	Izams Menores		los
_9894C88C1166D3AF	cbbla3	Izam Manso	un	el	Izams Mansos		los
_EF0F350F66F7EF2F	cbbla4	Izam Inmenso	un	el	Izam Inmensos		los
_EF0F350F66F7E330	cbblb1	Izam Hartado	un	el	Izams Hartados	unos	los
_C90C9D40713ED0F2	cbblb2	Izam Vulgar	un	el	Izams Vulgares		los
_C79C952F713DBCFC	cbblb3	Izam Hinchado	un	el 	Izam Hinchados		los
_5C94A48512C7BBB4	cbblb4	Izam Principal	un	el	Izams Principales		los
_5C94A48512C7AFB5	cbblc1	Izam Vigilante	un	el	Izams Vigilantes		los
_1A672C0CAD070B5A	cbblc2	Izam Hambriento	un	el	Izams Hambrientos		los
_1A6704122909EF64	cbblc3	Izam Hurgador	un	el	Izams Hurgadores	unos	los
_CD4DE533722DE0F3	cbblc4	Izam Lascivo	un	el	Izams Lascivos	unos	los
_CD4DE533722DD4F4	cbbld1	Izam Vicioso	un	el	Izams Viciosos		los
_8DED2533762DE4FE	cbbld2	Izam Maligno	un	el	Izams Malignos		los
_C49089F85F899422	cbbld3	Izam Burlon	un	el	Izams Burlones		los
_028E2DFBA4899822	cbbld4	Izam Carroñero	un	el	Izams Carroñeros	unos	los
_1BD71C17AF483758	cbbpa1	Izam Pichón	un	el	Izams Pichones	unos	los
_CE5D1531B14D9C06	cbbpa2	Izam Menor	un	el	Izams Menores		los
_322F251B2B49272F	cbbpa3	Izam Apacible	un	el	Izams Apacibles		los
_4A075A31089F84F5	cbbpa4	Izam Inmenso	un	el	Izams Inmensos		los
_4A075A31089F78F6	cbbpb1	Izam Hartado	un	el	Izams Hartados	unos	los
_816E11FD60E8C024	cbbpb2	Izam Vulgar	un	el	Izams Vulgares		los
_103F1DFDF2B0F60A	cbbpb3	Izam Hinchado	un	el	Izams Hinchados		los
_B0CF0D172A871330	cbbpb4	Izam Principal	un	el	Izams Principales		los
_B0CF0D172A870731	cbbpc1	Izam Vigilante	un	el	Izams Vigilantes		los
_8C9F85EFEEB0F201	cbbpc2	Izam Hambriento	un	el	Izams Vigilantes		los
_37173233C25A8CD8	cbbpc3	Izam Hurgador	un	el	Izams Hurgadores	unos	los
_463F850D20C89821	cbbpc4	Izam Lascivo	un	el	Izams Lascivos	unos	los
_463F850D20C88C22	cbbpd1	Izam Vicioso	un	el	Izams Viciosos		los
_8C9F5513F230F202	cbbpd2	Izam Maligno	un	el	Izams Malignos		los
_0A0CB14171EEC4EE	cbbpd3	Izam Burlón	un	el	Izams Burlones		los
_F560491126B7EB32	cbbpd4	Izam Carroñero	un	el	Izams Carroñero	unos	los
_DFE448A21608F3AB	cbcga1	Yber Impuro	un	el	Ybers Impuros		los
_1B14DE42457D403D	cbcga2	Yber Arruinado	un	el	Ybers Arruinados		los
_4B31AD11E692F619	cbcga3	Yber Contaminado	un	el	Ybers Contaminados		los
_4EE0BA7009843D82	cbcga4	Yber Infectado	un	el	Ybers Infectados		los
_4EE0BA7009843183	cbcgb1	Yber Nauseabundo	un	el	Ybers Nauseabundos		los
_001FD1F97DB9C80A	cbcgb2	Yber Apestoso	un	el	Ybers Apestosos		los
_C5118DFFE0B4F6FA	cbcgb3	Yber Mórbido	un	el	Ybers Mórbidos		los
_A557AB831627BF8D	cbcgb4	Yber Envenenado	un	el	Ybers Envenenados		los
_5CE464A594D7FFA7	cbcgc1	Yber Plagado	un	el	Ybers Plagados		los
_C5AF7D05EA94F2FB	cbcgc2	Yber Enfermizo	un	el	Ybers Enfermizo		los
_04AFE9F362486423	cbcgc3	Yber Putrefacto	un	el	Ybers Putrefactos		los
_43E019F6A629681D	cbcgc4	Yber Virulento	un	el	Ybers Virulentos		los
_43E019F6A6295C1E	cbcgd1	Yber Arruinado	un	el	Ybers Arruinados		los
_B2603D1627470342	cbcgd2	Yber Enconado	un	el	Ybers Enconados		los
_D2E840183328F368	cbcgd3	Yber Pestífero	un	el	Ybers Pestiferos		los
_DD93017B043C487C	cbcgd4	Yber Delirante	un	el	Ybers Delirantes		los
_DD93017B043C3C7D	cbcge1	Yber Pustuloso	un	el	Ybers Pustulosos		los
_C56F2519E074F2FD	cbcge2	Yber Filtrante	un	el	Ybers Filtrantes		los
_46EE914B74CE0C00	cbcge3	Yber Espumoso	un	el	Ybers Espumosos		los
_CD6F3513E4F4FA1B	cbcge4	Yber Asqueroso	un	el	Ybers Asquerosos		los
_CD6F3513E4F4EE1C	cbcgf1	Yber Demente	un	el	Ybers Dementes		los
_85EFF1F021686026	cbcgf2	Yber Frenético	un	el	Ybers Frenéticos		los
_40DFF5ECA2C8AC29	cbcgf3	Yber Diabólico	un	el	Ybers Diabólicos		los
_12517E768DA30182	cbcja1	Yber Pichón	un	el	Yves Pichón	unos	los
_C8259A264870200C	cbcja2	Yber Menor	un	el	Ybers Menores		los
_DFE460951237C79B	cbcja3	Yber Manso	un	el	Ybers Mansos		los
_6E1F3514A8B6CF3F	cbcja4	Yber Inmenso	un	el	Ybers Inmensos		los
_6E1F3514A8B6C340	cbcjb1	Yber Hartado	un	el	Ybers Hartados	unos	los
_5CE4689C11B7DF98	cbcjb2	Yber Vulgar	un	el	Ybers Vulgares		los
_C19F19FFA699AC25	cbcjb3	Yber Hinchado	un	el	Ybers Hinchados		los
_05D019F4265AE42D	cbcjb4	Yber Principal	un	el	Ybers Principales		los
_05D019F4265AD82E	cbcjc1	Yber Vigilante	un	el	Ybers Vigilantes		los
_935824FDF1D8F774	cbcjc2	Yber Hambriento	un	el	Ybers Hambrientos		los
_6E1F2D1DED77E341	cbcjc3	Yber Hurgador	un	el	Ybers Hurgadores	unos	los
_020FE9EEA68ACC1D	cbcjc4	Yber Lascivo	un	el	Ybers Lascivos	unos	los
