*HASH_VALUE	creature ID	name	ia	da	p	pia	pda
_E02507885501216C	caapf2	Horrifying Baldusa	a	the	Horrifying Baldusas		the
_DA3FAA77BE08F17A	caapf3	Fiendish Baldusa	a	the	Fiendish Baldusas		the
_99609E7B8019DD79	cabda1	Satiated Prakker	a	the	Satiated Prakkers		the
_1E82DD6708FB4362	cabda2	Overfed Prakker	an	the	Overfed Prakkers		the
_D486061D072C330F	cabda3	Crammed Prakker	a	the	Crammed Prakkers		the
_422EAE4FBD2A40B3	cabda4	Docile Prakker	a	the	Docile Prakkers		the
_422EAE4FBD2A34B4	cabdb1	Docile Prakker	a	the	Docile Prakkers		the
_5796D22B861C4B04	cabdb2	Bloated Prakker	a	the	Bloated Prakkers		the
_5C353E2C040E1310	cabdb3	Replete Prakker	a	the	Replete Prakkers		the
_7B77390964D60416	cabdb4	Sand Prakker	a	the	Sand Prakkers		the
_7B77390964D6F817	cabdc1	Sand Prakker	a	the	Sand Prakkers		the
_07BFAE673BAA6CAE	cabdc2	Lesser Prakker	a	the	Lesser Prakkers		the
_0590765F3B2A78BB	cabdc3	Desert Prakker	a	the	Desert Prakkers		the
_9B60B26C8219FD6C	cabdc4	Quenched Prakker	a	the	Quenched Prakkers		the
_9B60B26C8219F16D	cabdd1	Quenched Prakker	a	the	Quenched Prakkers		the
_85FEBE58BD1A5CB9	cabdd2	Common Prakker	a	the	Common Prakkers		the
_5DE55F8A9DAF393E	cabdd3	Dehydrated Prakker	a	the	Dehydrated Prakkers		the
_96B09E747D69E975	cabdd4	Famished Prakker	a	the	Famished Prakkers		the
_96B09E747D69DD76	cabde1	Famished Prakker	a	the	Famished Prakkers		the
_5671DA7F3D2A1D81	cabde2	Scouring Prakker	a	the	Scouring Prakkers		the
_5935562A838D231D	cabde3	Panting Prakker	a	the	Panting Prakkers		the
_995627A559D1155D	cabde4	Scrounging Prakker	a	the	Scrounging Prakkers		the
_995627A559D1095E	cabdf1	Scrounging Prakker	a	the	Scrounging Prakkers		the
_59C1827A407AC57D	cabdf2	Volatile Prakker	a	the	Volatile Prakkers		the
_9BB1CE71826A1574	cabdf3	Starving Prakker	a	the	Starving Prakkers		the
_9444D26305F4B934	cabfa1	Fledgling Prakker	a	the	Fledgling Prakkers		the
_F3201503B98E44B8	cabfa2	Weeny Prakker	a	the	Weeny Prakkers		the
_853FC2683CAA3CB3	cabfa3	Little Prakker	a	the	Little Prakkers		the
_FB77E1096E760415	cabfa4	Puny Prakker	a	the	Puny Prakkers		the
_FB77E1096E76F816	cabfb1	Puny Prakker	a	the	Puny Prakkers		the
_FB7739056814FC16	cabfb2	Mild Prakker	a	the	Mild Prakkers		the
_EECF21143B1E48B9	cabfb3	Prime Prakker	a	the	Prime Prakkers		the
_FB77A90B6A140416	cabfb4	Moor Prakker	a	the	Moor Prakkers		the
_FB77A90B6A14F817	cabfc1	Moor Prakker	a	the	Moor Prakkers		the
_87BFAE673BAA6CAE	cabfc2	Lesser Prakker	a	the	Lesser Prakkers		the
_FB77390B6A560017	cabfc3	Wood Prakker	a	the	Wood Prakkers		the
_DD70CE6C44290D6D	cabfd1	Primeval Prakker	a	the	Primeval Prakkers		the
_FB77E111ECD6FC18	cabfd2	Spry Prakker	a	the	Spry Prakkers		the
_5776DE2088AC230C	cabfd3	Budding Prakker	a	the	Budding Prakkers		the
_D9A1F27E405A3D7F	cabfd4	Vigorous Prakker	a	the	Vigorous Prakkers		the
_D9A1F27E405A3180	cabfe1	Vigorous Prakker	a	the	Vigorous Prakkers		the
_3000611AF88D44BC	cabfe2	Grown Prakker	a	the	Grown Prakkers		the
_898FDE5CBD0B78BE	cabfe3	Robust Prakker	a	the	Robust Prakkers		the
_C5A0A6693ABA40BD	cabfe4	Mature Prakker	a	the	Mature Prakkers		the
_C5A0A6693ABA34BE	cabff1	Mature Prakker	a	the	Mature Prakkers		the
_AD832BD31C40FCFE	cabff2	Weather Worn Prakker	a	the	Weather Worn Prakkers		the
_B200E110F88D48BD	cabff3	Great Prakker	a	the	Great Prakkers		the
_36E563D1A42012E7	cabja1	Domesticated Prakker	a	the	Domesticated Prakkers		the
_5B563389DE514D6D	cabja2	Submissive Prakker	a	the	Submissive Prakkers		the
_FC7771F766140015	cabja3	Meek Prakker	a	the	Meek Prakkers		the
_C32EAE4FBD2A40B3	cabja4	Docile Prakker	a	the	Docile Prakkers		the
_C32EAE4FBD2A34B4	cabjb1	Docile Prakker	a	the	Docile Prakkers		the
_FC77810564D4FC16	cabjb2	Calm Prakker	a	the	Calm Prakkers		the
_1AC0A68A8079ED89	cabjb3	Sluggish Prakker	a	the	Sluggish Prakkers		the
_DA81F284403A3D83	cabjb4	Timorous Prakker	a	the	Timorous Prakkers		the
_DA81F284403A3184	cabjc1	Timorous Prakker	a	the	Timorous Prakkers		the
_B28001113C4E44BA	cabjc2	Swamp Prakker	a	the	Swamp Prakkers		the
_42DEBE603F8A3CB5	cabjc3	Jungle Prakker	a	the	Jungle Prakkers		the
_5840DE77BEF92977	cabjc4	Vigilent Prakker	a	the	Vigilent Prakkers		the
_5840DE77BEF91D78	cabjd1	Vigilent Prakker	a	the	Vigilent Prakkers		the
_5A652F9A1A0F055C	cabjd2	Lampooning Prakker	a	the	Lampooning Prakkers		the
_FC77410568360018	cabjd3	Vile Prakker	a	the	Vile Prakkers		the
_C91EB24CFD1A90B7	cabjd4	Clammy Prakker	a	the	Clammy Prakkers		the
_C91EB24CFD1A84B8	cabje1	Clammy Prakker	a	the	Clammy Prakkers		the
_1A655E30C31D2B1A	cabje2	Rattled Prakker	a	the	Rattled Prakkers		the
_C10F56713A1B3CB2	cabje3	Savage Prakker	a	the	Savage Prakkers		the
_438E76613A0B48B9	cabje4	Raging Prakker	a	the	Raging Prakkers		the
_438E76613A0B3CBA	cabjf1	Raging Prakker	a	the	Raging Prakkers		the
_D775166D42650D38	cabjf2	Ferocious Prakker	a	the	Ferocious Prakkers		the
_59BFC27ABF78097D	cabjf3	Fiendish Prakker	a	the	Fiendish Prakkers		the
_7D7789076EF4F815	cabla1	Dumn Prakker	a	the	Dumn Prakkers		the
_1F71D26C042A156A	cabla2	Tranquil Prakker	a	the	Tranquil Prakkers		the
_7D77810564D40015	cabla3	Calm Prakker	a	the	Calm Prakkers		the
_442EAE4FBD2A40B3	cabla4	Docile Prakker	a	the	Docile Prakkers		the
_76F03D203BED40B8	cabpa1	Murky Prakker	a	the	Murky Prakkers		the
_DC55266749C5813C	cabpa2	Nocturnal Prakker	a	the	Nocturnal Prakkers		the
_484ED2673F1B60AC	cabpa3	Sullen Prakker	a	the	Sullen Prakkers		the
_1E454F876320A55B	cabpa4	Lugubrious Prakker	a	the	Lugubrious Prakkers		the
_1E454F876320995C	cabpb1	Lugubrious Prakker	a	the	Lugubrious Prakkers		the
_5C9F9E7C4058E17B	cabpb2	Dreadful Prakker	a	the	Dreadful Prakkers		the
_9EE5EA28483D1710	cabpb3	Doleful Prakker	a	the	Doleful Prakkers		the
_43EF9267BDBA3CB1	cabpb4	Morbid Prakker	a	the	Morbid Prakkers		the
_43EF9267BDBA30B2	cabpc1	Morbid Prakker	a	the	Morbid Prakkers		the
_1A753E21844C1F19	cabpc2	Leering Prakker	a	the	Leering Prakkers		the
_8A04E68CE1209944	cabpc3	Prime Root Prakker	a	the	Prime Root Prakkers		the
_1DD0BE8501890985	cabpc4	Grunting Prakker	a	the	Grunting Prakkers		the
_1DD0BE850189FD86	cabpd1	Grunting Prakker	a	the	Grunting Prakkers		the
_9E151633060C1F14	cabpd2	Howling Prakker	a	the	Howling Prakkers		the
_9D44C66C4285DD24	cabpd3	Malignant Prakker	a	the	Malignant Prakkers		the
_4B1EB24CFD1A90B7	cabpd4	Clammy Prakker	a	the	Clammy Prakkers		the
_4B1EB24CFD1A84B8	cabpe1	Clammy Prakker	a	the	Clammy Prakkers		the
_85BE9E623C5B34B0	cabpe2	Wicked Prakker	a	the	Wicked Prakkers		the
_15102E69B414D13D	cabpe3	Dark-eyed Prakker	a	the	Dark-eyed Prakkers		the
_B8035BF3A2024EE9	cabpe4	Bloodthirsty Prakker	a	the	Bloodthirsty Prakkers		the
_B8035BF3A20242EA	cabpf1	Bloodthirsty Prakker	a	the	Bloodthirsty Prakkers		the
_9AB613991D203D65	cabpf2	Horrifying Prakker	a	the	Horrifying Prakkers		the
_DBBFC27ABF78097D	cabpf3	Fiendish Prakker	a	the	Fiendish Prakkers		the
_4010F219394A7CFA	cbada1	Satiated Igara	a	the	Satiated Igaras		the
_02FE9126F19B7BFA	cbada2	Overfed Igara	an	the	Overfed Igaras		the
_7DFF11FEF0A64F11	cbada3	Crammed Igara	a	the	Crammed Igaras		the
_05EFDD0D66744471	cbada4	Docile Igara	a	the	Docile Igaras		the
_05EFDD0D66743872	cbadb1	Docile Igara	a	the	Docile Igaras		the
_3FB019062F964B12	cbadb2	Bloated Igara	a	the	Bloated Igaras		the
_3F6F490071975322	cbadb3	Replete Igara	a	the	Replete Igaras		the
_1C14A5BAE6795F8E	cbadb4	Sand Igara	a	the	Sand Igaras		the
_1C14A5BAE679538F	cbadc1	Sand Igara	a	the	Sand Igaras		the
_8B0F2D2D62743C73	cbadc2	Lesser Igara	a	the	Lesser Igaras		the
_8DB1BD2D62744073	cbadc3	Desert Igara	a	the	Desert Igaras		the
_7E3F56083E2A58FE	cbadc4	Quenched Igara	a	the	Quenched Igaras		the
_7E3F56083E2A4CFF	cbadd1	Quenched Igara	a	the	Quenched Igaras		the
_894FFD2166543C74	cbadd2	Common Igara	a	the	Common Igaras		the
_9CA37E26836CC127	cbadd3	Dehydrated Igara	a	the	Dehydrated Igaras		the
_3DC0F2053979580F	cbadd4	Famished Igara	a	the	Famished Igaras		the
_3DC0F20539794C10	cbade1	Famished Igara	a	the	Famished Igaras		the
_80D02A1479DA6018	cbade2	Scouring Igara	a	the	Scouring Igaras		the
_BE3061FAF0775B21	cbade3	Panting Igara	a	the	Panting Igaras		the
_DA352A36C1FE7138	cbade4	Scrounging Igara	a	the	Scrounging Igaras		the
_DC14A9BE2B8AA38A	cbaga1	Pure Igara	a	the	Pure Igaras		the
_D605AA3443A1008E	cbaga2	Unpolluted Igara	an	the	Unpolluted Igaras		the
_02D1690C2FA68F2C	cbaga3	Corrupt Igara	a	the	Corrupt Igaras		the
_D2C02B80A3E42147	cbaga4	Contaminated Igara	a	the	Contaminated Igaras		the
_D2C02B80A3E41548	cbagb1	Contaminated Igara	a	the	Contaminated Igaras		the
_C043E96D3C3A68EE	cbagb2	Infected Igara	an	the	Infected Igaras		the
_FF8035F5F1B74F12	cbagb3	Tainted Igara	a	the	Tainted Igaras		the
_DC14C5C16B199781	cbagb4	Foul Igara	a	the	Foul Igaras		the
_DC14C5C16B198B82	cbagc1	Foul Igara	a	the	Foul Igaras		the
_3CAF390CB5A74B13	cbagc2	Sullied Igara	a	the	Sullied Igaras		the
_7FCF16FDFC398403	cbagc3	Blighted Igara	a	the	Blighted Igaras		the
_003F520BBC1A700A	cbagc4	Poisoned Igara	a	the	Poisoned Igaras		the
_003F520BBC1A640B	cbagd1	Poisoned Igara	a	the	Poisoned Igaras		the
_CFEFED0D64563C74	cbagd2	Sickly Igara	a	the	Sickly Igaras		the
_A67C951E2DF80779	cbagd3	Fusty Igara	a	the	Fusty Igaras		the
_92E4958A13E0CD77	cbagd4	Pestiferous Igara	a	the	Pestiferous Igaras		the
_92E4958A13E0C178	cbage1	Pestiferous Igara	a	the	Pestiferous Igaras		the
_BBDF350270974B15	cbage2	Ravaged Igara	a	the	Ravaged Igaras		the
_18D0AA6A2D20600B	cbage3	Repulsive Igara	a	the	Repulsive Igaras		the
_C17F310773D78F34	cbage4	Viscous Igara	a	the	Viscous Igaras		the
_C17F310773D78335	cbagf1	Viscous Igara	a	the	Viscous Igaras		the
_FF6FF2033A59800C	cbagf2	Demented Igara	a	the	Demented Igaras		the
_7E4F26FD3C5A6810	cbagf3	Fiendish Igara	a	the	Fiendish Igaras		the
_92E10B91DFE4E948	cbaja1	Domesticated Igara	a	the	Domesticated Igaras		the
_A1F5223207BE6130	cbaja2	Submissive Igara	a	the	Submissive Igaras		the
_9D14C1B1A8886B87	cbaja3	Meek Igara	a	the	Meek Igaras		the
_86EFDD0D66744471	cbaja4	Docile Igara	a	the	Docile Igaras		the
_86EFDD0D66743872	cbajb1	Docile Igara	a	the	Docile Igaras		the
_9D14C9B82858577E	cbajb2	Calm Igara	a	the	Calm Igaras		the
_7D80161AFD2B680F	cbajb3	Sluggish Igara	a	the	Sluggish Igaras		the
_00B02A13FE5BB01C	cbajb4	Timorous Igara	a	the	Timorous Igaras		the
_00B02A13FE5BA41D	cbajc1	Timorous Igara	a	the	Timorous Igaras		the
_67EC550529E93778	cbajc2	Swamp Igara	a	the	Swamp Igaras		the
_86EFCD236A344073	cbajc3	Jungle Igara	a	the	Jungle Igaras		the
_FDEF120F3F0A8C10	cbajc4	Vigilent Igara	a	the	Vigilent Igaras		the
_FDEF120F3F0A8011	cbajd1	Vigilent Igara	a	the	Vigilent Igaras		the
_1B632E38812C6D39	cbajd2	Lampooning Igara	a	the	Lampooning Igaras		the
_9D14A9B828897B93	cbajd3	Vile Igara	a	the	Vile Igaras		the
_900FFD09E6544474	cbajd4	Clammy Igara	a	the	Clammy Igaras		the
_900FFD09E6543875	cbaje1	Clammy Igara	a	the	Clammy Igaras		the
_BE60790070974B15	cbaje2	Rattled Igara	a	the	Rattled Igaras		the
_864F9D3360564075	cbaje3	Savage Igara	a	the	Savage Igaras		the
_862FDD1560364475	cbaje4	Raging Igara	a	the	Raging Igaras		the
_64598FB32542EFA3	cbajf5	Kim-kol	the	the	Kim-kols		the
_41BE6DFBDF595C21	cbbda1	Satiated Izam	a	the	Satiated Izams		the
_829F211960361B12	cbbda2	Overfed Izam	an	the	Overfed Izams		the
_051F5DE77490F6F9	cbbda3	Crammed Izam	a	the	Crammed Izams		the
_ED0F350F66F7EF2F	cbbda4	Docile Izam	a	the	Docile Izams		the
_ED0F350F66F7E330	cbbdb1	Docile Izam	a	the	Docile Izams		the
_0501FD037270F2FA	cbbdb2	Bloated Izam	a	the	Bloated Izams		the
_8D1F5505EE72F6FC	cbbdb3	Replete Izam	a	the	Replete Izams		the
_9A94A48E11D7DFB0	cbbdb4	Sand Izam	a	the	Sand Izams		the
_9A94A48E11D7D3B1	cbbdc1	Sand Izam	a	the	Sand Izams		the
_30704129E8D70731	cbbdc2	Lesser Izam	a	the	Lesser Izams		the
_B1613D1BE857EB31	cbbdc3	Desert Izam	a	the	Desert Izams		the
_BE2E450064396817	cbbdc4	Quenched Izam	a	the	Quenched Izams		the
_C2DF51F49C885C19	cbbde1	Famished Izam	a	the	Famished Izams		the
_C29089F85F899023	cbbde2	Scouring Izam	a	the	Scouring Izams		the
_899F9501EC32F603	cbbde3	Panting Izam	a	the	Panting Izams		the
_09564236FF5EB8F1	cbbde4	Scrounging Izam	a	the	Scrounging Izams		the
_6BE694AA2FB6A3A8	cbbde5	Dylion	the	the	Dylions		the
_CD01DE668D52F19A	cbbja1	Domesticated Izam	a	the	Domesticated Izams		the
_C7965A26073080F7	cbbja2	Submissive Izam	a	the	Submissive Izams		the
_9A94C08512E6B7B3	cbbja3	Meek Izam	a	the	Meek Izams		the
_6E0F350F66F7EF2F	cbbja4	Docile Izam	a	the	Docile Izams		the
_6E0F350F66F7E330	cbbjb1	Docile Izam	a	the	Docile Izams		the
_1794C88C1166CFB0	cbbjb2	Calm Izam	a	the	Calm Izams		the
_80FE6907A299AC25	cbbjb3	Sluggish Izam	a	the	Sluggish Izams		the
_C42F69FC225AE42D	cbbjb4	Timorous Izam	a	the	Timorous Izams		the
_C42F69FC225AD82E	cbbjc1	Timorous Izam	a	the	Timorous Izams		the
_994724FDB0984360	cbbjc2	Swamp Izam	a	the	Swamp Izams		the
_6E0F2D18ABB80331	cbbjc3	Jungle Izam	a	the	Jungle Izams		the
_C16E39F6A28ACC1D	cbbjc4	Vigilent Izam	a	the	Vigilent Izams		the
_7360491126B7DF33	cbbje1	Clammy Izam	a	the	Clammy Izams		the
_86FF950DEC72F2FD	cbbje2	Rattled Izam	a	the	Rattled Izams		the
_6EBF011AA8082733	cbbje3	Savage Izam	a	the	Savage Izams		the
_EE4F3D13E4F82733	cbbje4	Raging Izam	a	the	Raging Izams		the
_EE4F3D13E4F81B34	cbbjf1	Raging Izam	a	the	Raging Izams		the
_C82DD93F344EC8FA	cbbjf2	Ferocious Izam	a	the	Ferocious Izams		the
_C03E45F49EC8AC29	cbbjf3	Fiendish Izam	a	the	Fiendish Izams		the
_D994CC8D1686CFC3	cbbla1	Dumn Izam	a	the	Dumn Izams		the
_870F35F964E99026	cbbla2	Tranquil Izam	a	the	Tranquil Izams		the
_9894C88C1166D3AF	cbbla3	Calm Izam	a	the	Calm Izams		the
_EF0F350F66F7EF2F	cbbla4	Docile Izam	a	the	Docile Izams		the
_EF0F350F66F7E330	cbblb1	Docile Izam	a	the	Docile Izams		the
_C90C9D40713ED0F2	cbblb2	Wandering Izam	a	the	Wandering Izams		the
_C79C952F713DBCFC	cbblb3	Gamboling Izam	a	the	Gamboling Izams		the
_5C94A48512C7BBB4	cbblb4	Reed Izam	a	the	Reed Izams		the
_5C94A48512C7AFB5	cbblc1	Reed Izam	a	the	Reed Izams		the
_1A672C0CAD070B5A	cbblc2	Minor Izam	a	the	Minor Izams		the
_1A6704122909EF64	cbblc3	Water Izam	a	the	Water Izams		the
_CD4DE533722DE0F3	cbblc4	Ferreting Izam	a	the	Ferreting Izams		the
_CD4DE533722DD4F4	cbbld1	Ferreting Izam	a	the	Ferreting Izams		the
_8DED2533762DE4FE	cbbld2	Furrowing Izam	a	the	Furrowing Izams		the
_C49089F85F899422	cbbld3	Scouring Izam	a	the	Scouring Izams		the
_028E2DFBA4899822	cbbld4	Stalking Izam	a	the	Stalking Izams		the
_1BD71C17AF483758	cbbpa1	Murky Izam	a	the	Murky Izams		the
_CE5D1531B14D9C06	cbbpa2	Nocturnal Izam	a	the	Nocturnal Izams		the
_322F251B2B49272F	cbbpa3	Sullen Izam	a	the	Sullen Izams		the
_4A075A31089F84F5	cbbpa4	Lugubrious Izam	a	the	Lugubrious Izams		the
_4A075A31089F78F6	cbbpb1	Lugubrious Izam	a	the	Lugubrious Izams		the
_816E11FD60E8C024	cbbpb2	Dreadful Izam	a	the	Dreadful Izams		the
_103F1DFDF2B0F60A	cbbpb3	Doleful Izam	a	the	Doleful Izams		the
_B0CF0D172A871330	cbbpb4	Morbid Izam	a	the	Morbid Izams		the
_B0CF0D172A870731	cbbpc1	Morbid Izam	a	the	Morbid Izams		the
_8C9F85EFEEB0F201	cbbpc2	Leering Izam	a	the	Leering Izams		the
_37173233C25A8CD8	cbbpc3	Prime Root Izam	a	the	Prime Root Izams		the
_463F850D20C89821	cbbpc4	Grunting Izam	a	the	Grunting Izams		the
_463F850D20C88C22	cbbpd1	Grunting Izam	a	the	Grunting Izams		the
_8C9F5513F230F202	cbbpd2	Howling Izam	a	the	Howling Izams		the
_0A0CB14171EEC4EE	cbbpd3	Malignant Izam	a	the	Malignant Izams		the
_F560491126B7EB32	cbbpd4	Clammy Izam	a	the	Clammy Izams		the
_DFE448A21608F3AB	cbcga1	Pure Yber	a	the	Pure Ybers		the
_1B14DE42457D403D	cbcga2	Unpolluted Yber	an	the	Unpolluted Ybers		the
_4B31AD11E692F619	cbcga3	Corrupt Yber	a	the	Corrupt Ybers		the
_4EE0BA7009843D82	cbcga4	Contaminated Yber	a	the	Contaminated Ybers		the
_4EE0BA7009843183	cbcgb1	Contaminated Yber	a	the	Contaminated Ybers		the
_001FD1F97DB9C80A	cbcgb2	Infected Yber	an	the	Infected Ybers		the
_C5118DFFE0B4F6FA	cbcgb3	Tainted Yber	a	the	Tainted Ybers		the
_A557AB831627BF8D	cbcgb4	Yber					
_5CE464A594D7FFA7	cbcgc1	Foul Yber	a	the	Foul Ybers		the
_C5AF7D05EA94F2FB	cbcgc2	Sullied Yber	a	the	Sullied Ybers		the
_04AFE9F362486423	cbcgc3	Blighted Yber	a	the	Blighted Ybers		the
_43E019F6A629681D	cbcgc4	Poisoned Yber	a	the	Poisoned Ybers		the
_43E019F6A6295C1E	cbcgd1	Poisoned Yber	a	the	Poisoned Ybers		the
_B2603D1627470342	cbcgd2	Sickly Yber	a	the	Sickly Ybers		the
_D2E840183328F368	cbcgd3	Fusty Yber	a	the	Fusty Ybers		the
_DD93017B043C487C	cbcgd4	Pestiferous Yber	a	the	Pestiferous Ybers		the
_DD93017B043C3C7D	cbcge1	Pestiferous Yber	a	the	Pestiferous Ybers		the
_C56F2519E074F2FD	cbcge2	Ravaged Yber	a	the	Ravaged Ybers		the
_46EE914B74CE0C00	cbcge3	Repulsive Yber	a	the	Repulsive Ybers		the
_CD6F3513E4F4FA1B	cbcge4	Viscous Yber	a	the	Viscous Ybers		the
_CD6F3513E4F4EE1C	cbcgf1	Viscous Yber	a	the	Viscous Ybers		the
_85EFF1F021686026	cbcgf2	Demented Yber	a	the	Demented Ybers		the
_40DFF5ECA2C8AC29	cbcgf3	Fiendish Yber	a	the	Fiendish Ybers		the
_12517E768DA30182	cbcja1	Domesticated Yber	a	the	Domesticated Ybers		the
_C8259A264870200C	cbcja2	Submissive Yber	a	the	Submissive Ybers		the
_DFE460951237C79B	cbcja3	Meek Yber	a	the	Meek Ybers		the
_6E1F3514A8B6CF3F	cbcja4	Docile Yber	a	the	Docile Ybers		the
_6E1F3514A8B6C340	cbcjb1	Docile Yber	a	the	Docile Ybers		the
_5CE4689C11B7DF98	cbcjb2	Calm Yber	a	the	Calm Ybers		the
_C19F19FFA699AC25	cbcjb3	Sluggish Yber	a	the	Sluggish Ybers		the
_05D019F4265AE42D	cbcjb4	Timorous Yber	a	the	Timorous Ybers		the
_05D019F4265AD82E	cbcjc1	Timorous Yber	a	the	Timorous Ybers		the
_935824FDF1D8F774	cbcjc2	Swamp Yber	a	the	Swamp Ybers		the
_6E1F2D1DED77E341	cbcjc3	Jungle Yber	a	the	Jungle Ybers		the
_020FE9EEA68ACC1D	cbcjc4	Vigilent Yber	a	the	Vigilent Ybers		the
_020FE9EEA68AC01E	cbcjd1	Vigilent Yber	a	the	Vigilent Ybers		the
_8A646A31823D380D	cbcjd2	Lampooning Yber	a	the	Lampooning Ybers		the
_21E4489C1368E3A2	cbcjd3	Vile Yber	a	the	Vile Ybers		the
_737049166876CB42	cbcjd4	Clammy Yber	a	the	Clammy Ybers		the
_737049166876BF43	cbcje1	Clammy Yber	a	the	Clammy Ybers		the
_860FBD15E074F2FD	cbcje2	Rattled Yber	a	the	Rattled Ybers		the
_6ECF011FEAC70743	cbcje3	Savage Yber	a	the	Savage Ybers		the
_EE5F3D1826B70743	cbcje4	Raging Yber	a	the	Raging Ybers		the
_1EE46C9D16D7DFAB	cbcla1	Dumn Yber	a	the	Dumn Ybers		the
_C8B0E5F168E99026	cbcla2	Tranquil Yber	a	the	Tranquil Ybers		the
_DDE4689C11B7E397	cbcla3	Calm Yber	a	the	Calm Ybers		the
_EF1F3514A8B6CF3F	cbcla4	Docile Yber	a	the	Docile Ybers		the
_EF1F3514A8B6C340	cbclb1	Docile Yber	a	the	Docile Ybers		the
_045D3D50713EE4F6	cbclb2	Wandering Yber	a	the	Wandering Ybers		the
_02ED353F713DD000	cbclb3	Gamboling Yber	a	the	Gamboling Ybers		the
