*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_AF317BF35957C6A6	goo_varinx_blood	Ampolla de Sangre de Varinx Goo	una	la	Ampollas de Sangre de Varinx Goo		las	
_511564B194595F6C	goo_yber_sticky_glands	Glándula Pegajosa de Yber Goo	una	la	Glándulas Pegajosas de Yber Goo		las	
_E7BEF850FC164ED3	green_liquid_vial	Cristal del Nexus	un	el	cristal del Nexus		los	
_C7E4ABA61E238D86	green_medicine	Medicina Verde	un	la	Medicinas Verdes		las	
_C035657CDDA5C56C	guard_scroll	Desplazamiento de la Guardia	un	el	Desplazamientos de la Guardia		los	
_90CA0A490DD942DA	heavy_armors_acreditation	Acreditación de Armadura Pesada	una	la	Acreditaciones de Armadura Pesada		las	
_7BFC96297B81110A	heavy_conch	Concha Pesada	un	la	Conchas Pesadas		las	
_9331326A3B23E68B	heavy_package	Paquete Pesado	un	el	Paquetes Pesados		los	
_DBB8348E5856807B	iccm1bm	Mazo	un	el	Mazos		los	Mazos
_65E88895232AEB65	iccm1bs	Bastón	un	el	Bastones		los	Bastón
_E718DCA3538A686D	iccm1pd	Daga	un	la	Dagas		las	Daga
_6488707B620B2364	iccm1ps	Lanza	una	la	Lanzas		las	Lanza
_EACAB3B39EB6E83F	iccm1sa	Hacha Larga	un	la	Hachas		las	Hacha
_E889CC98233B2F63	iccm1ss	Espada	una	la	Espadas		las	Espada
_94484CBE5F399830	iccm2bm	Mazo Largo	un	el	Mazos Largos		los	Mazos Largos
_1BB8749EDCB8C48A	iccm2pp	Pico	un	el	Picos		los	Picos
_5258C88DCD380856	iccm2sa	Hacha Larga	una	la	Hachas Largas		las	Hacha Larga
_5A7EEC172669A459	iccm2ss	Espada Larga	un	la	Espadas Largas		las	Espada Larga
_436DBB1E358B5F58	iccp1bb	Munición de Pistola de Arco Destructora	una	la	Municiones de Pistolas de Arco Destructoras		las	Munición de Pistola de Arco Destructora
_3F3DF30D366B0F6A	iccp1bp	Munición de Pistola de Arco Perforadora	una	la	Municiones de Pistolas de Arco Perforadoras		las	Munición de Pistola de Arco Perforadora
_3E6DFF12765B2F6E	iccp1bs	Munición de Pistola de Arco Cortadora	una	la	Municiones de Pistolas de Arco Cortadoras		las	Munición de Pistola de Arco Cortadora
_FD5B2B31FCE6C3A3	iccp1gb	Munición de Granada Destructora	una	la	Menciones de Granadas Destructoras		las	Munición de Granada Destructora
_B99BDF3C80C7C392	iccp1gp	Munición de Granada Perforadora	una	la	Municiones de Granadas Perforadoras		las	Munición de Granada Perforadora
_3B6BDB4240F7C397	iccp1gs	Munición de Granada Cortadora	una	la	Municiones de Grandes Cortadoras		las	Munición de Granada Cortadora
_FB3E03FFFEC831C1	iccp1pb	Munición de Pistola Destructora	una	la	Municiones de Pistolas Destructoras		las	Munición de Pistola Destructora
_FB1C23DF7C6B31C1	iccp1pp	Munición de Pistola Perforadora	una	la	Municiones de Pistolas Perforadoras		las	Munición de Pistola Perforadora
_FBBC2BD7FEFB31C1	iccp1ps	Munición de Pistola Cortadora	una	la	Municiones de Pistolas Cortadoras		las	Munición de Pistola Cortadora
_FABC80E00B5310AA	iccp2ab	Munición de Autolanzador Destructor	una	la	Municiones de Autolanzadores Destructores		las	Munición de Autolanzador Destructor
_399D80CF0C2214A8	iccp2ap	Munición de Autolanzador Perforador	una	la	Municiones de Autolanzadores Perforadores		las	Munición de Autolanzador Perforador
_FACD80D44C6224A7	iccp2as	Munición de Autolanzador Cortador	una	la	Municiones de Autorlanzadores Cortadores		las	Munición de Autolanzador Cortador
_B4A6DBDA1D4C77CF	iccp2bb	Munición de Rifle de Arco Destructor	una	la	Municiones de Rifles de Arco Destructores		los	Munición de Rifle de Arco Destructor
_F486CFE81D1C87AE	iccp2bp	Munición de Rifle de Arco Perforador	una	la	Municiones de Rifles de Arco Perforadores		las	Munición de Rifle de Arco Perforador
_F576DBEB1D9C8BAF	iccp2bs	Munición de Rifle de Arco Cortador	una	la	Municiones de Rifles de Arco Cortadores		las	Munición de Rifle de Arco Cortador
_B285FBD9DE3D6BCD	iccp2lb	Munición de Lanzador Destructor	una	la	Municiones de Lanzadores Destructores		las	Munición de Lanzador Destructor
_F265EFE7DE0D7BAC	iccp2lp	Munición de Lanzador Perforador	una	la	Municiones de Lanzadores Perforadores		las	Munición de Lanzador Perforador
_F355FBEADE8D7FAD	iccp2ls	Munición de Lanzador Cortador	una	la	Municiones de Lanzadores Cortadores		las	Munición de Lanzador Cortador
_676ADBF69C529D83	iccp2rb	Munición de Rifle Destructor	una	la	Municiones Rifles Destructores		las	Munición de Rifle Destructor
_676A97E99902C991	iccp2rp	Munición de Rifle Perforador	una	la	Municiones de Rifles Perforadores		las	Munición de Rifle Perforador
_676AABEFD822E194	iccp2rs	Munición de Rifle Cortador	una	la	Municiones de Rifles Cortadores		las	Munición de Rifle Cortador
_2318C0C7E677F487	iccr1b	Pistola de Arco	una	la	Pistolas de Arco		las	Pistola de Arco
_ACF99894ECD50C64	iccr1p	Pistola	una	la	Pistolas		las	Pistola
_860F991BEE9421EC	iccr2a	Autolanzador	un	el	Autolanzadores		los	Autolanzador
_2D2780B469667C7D	iccr2b	Rifle de Arco	un	el	Rifles de Arco		los	Rifle de Arco
_2B67A4AB67A6C874	iccr2l	Lanzador	un	el	Lanzadores		los	Lanzador
_E98864A1A126044B	iccr2r	Rifle	un	el	Rifles		los	Rifle
_AC18B48AA53BFC92	iccsb	Defensa	una	la	Defensas		las	Defensa
_2708889B625888BE	iccss	Escudo	un	el	Escudos		los	Escudo
_00B44957BFFF3E82	icfahb	Botas Kostom	una	la	Botas Kostom		las	Botas Pesadas Fyros
_CA11CCD4D4D5962B	icfahg	Guantes Kostom	unos	el	Guantes Kostom		los	Guantes Pesados Fyros
_C6F145D818C57A28	icfahh	Casco Kostom	un	el	Cascos Kostom		los	Cascos Pesados Fyros
_7D95454943FF7681	icfahp	Pantalones Kostom	unos	el	Pantalones Kostom		los	Pantalones Pesados Fyros
_00370ACA2A356E44	icfahs	Mangas Kostom	unas	la	Mangas Kostom		las	Mangas Pesadas Fyros
_D1B3C577792C1176	icfahv	Chaleco Kostom	unos	el	Chalecos Kostom		los	Chaleco Pesado Fryos
_81F459523C5F3A7C	icfalb	Botas Hoben	unas	la	Bostas Hoben		las	Botas Ligeras Fyros
_CB51CCCF51E56E39	icfalg	Guantes Hoben	unos	el	Guantes Hoben		los	Guantes Ligeros Fryos
_FED55544C05F727B	icfalp	Pantalones Hoben	unos	el	Pantalones Hoben		los	Pantalones Ligeros Fyos
_01370AC566B49650	icfals	Mangas Hoben	unas	la	Mangas Hoben		las	Mangas Ligeras Fyros
_4E13D576F68C2179	icfalv	Chaleco Hoben	un	el	Chalecos Hoben		los	Chaleco Pesado Fyros
_7DEF59A9E4B63247	icfamb	Botas Rilon	unas	la	Botas Rilon		las	Botas Medianas Fyros
_B9B27213E694725F	icfamg	Guantes Rilon	unas	el	Guantes Rilon		los	Guantes Medianos Fyros
_C10F91A9E4B66639	icfamp	Pantalones Rilon	unos	el	Pantalones Rilon		los	Pantalones Medianos Fyros
_47350B01AA00B6AC	icfams	Mangas Rilon	unas	la	Mangas Rilon		las	Mangas Medianas Fyros
_BC826A3A4D43AA74	icfamv	Chaleco Rilon	un	el	Chalecos Rilon		los	Chalecos Medianos Fyros
_6EF8792FEABA8C07	icfja	Tobillera Fyros	una	la	Tobilleras Fyros		las	Tobillera Fyros
_B76B4D85F89115DC	icfjb	Brazalete Fyros	un	el	Brazaletes Fyros		los	Brazalete Fyros
_F0F87921EABA3C00	icfjd	Diadema Fyros	una	la	Diademas Fyros		las	Diadema Fryos
_EC2B6D21F09F9DE7	icfje	Arete Fyros	un	el	Aretes Fyros		los	Aretes Fyros
_AFFCA1196B7D9D01	icfjp	Pendiente Fyros	un	el	Pendientes Fyros		los	Pendiente Fyros
_5A5444D1EA4A68BB	icfjr	Anillo Fyros	un	el	Anillos Fyros		los	Anillo Fyros
_A4FB492AE1D96417	icfm1bm	Mazo Masson	un	el	Mazos Masson		los	Mazo de una Mano Fyros
_76F07920E0F83C71	icfm1bs	Bastón Talus	un	el	Bastones Taluff		los	Bastones de una Mano Fyros
_47A04929D41E2559	icfm1pd	Daga Jab	una	la	Dagas Jab		las	Daga de una Mano Fyros
_76F0751C62970C6A	icfm1ps	Lanza Kronk	una	la	Lanzas Kronk		las	Lanzas de una Mano Fyros
_AEF6A71BDF0B84FC	icfm1sa	Hacha Cleven	una	la	Hachas Cleven		las	Hacha de una Mano Fyros
_C500A1D980E459E4	icfm1sab	Hacha Ardiente Cleven	una	la	Hachas Ardientes Cleven		las	Hacha Ardiente de una Mano Fyros
_76F0712A66088C71	icfm1ss	Espada Blam	una	la	Espadas Blam		las	Espadas de una Mano Fyros
_E0C1F562292F41AC	icfm2bm	Mazo Hamp	un	el	Mazos Hamp		los	Mazo Largo de una Mano Fyros
_65FB492AE38AC820	icfm2pp	Pico Punnel	un	el	Picos Punnel		los	Pico de Dos Manos Fyros
_F9D3499135AB3167	icfm2sa	Hacha Arrojadora	un	la	Hachas Arrojadoras		las	Hacha Larga de Dos Manos Fyros
_89F6AEE1C6A6EEBC	icfm2sab	Archa Ardiente Arrojadora	una	la	Hachas Ardientes Arrojadoras		las	Hacha Ardiente Larga de Dos Manos
_1C23714C3DF4B115	icfm2ss	Espada Stavon	una	la	Espadas Stavons		las	Espadas Largas Dos Manos Fyros
_B4A7D7BCCC33A501	icfm2ssb	Espada Ardiente Stavon	una	la	Espadas Ardientes Stavons		las	Espada Ardiente Larga de Dos Manos
_BA39E11E74708054	icfp1bb	Munición Destructora Kolton	una	la	Municiones Destructoras Kolton		las	Munición de Pistola de Arco Destructora Fyros
_76799529F8518043	icfp1bp	Munición Perforadora Kolton	una	la	Municiones Perforadoras Kolton		las	Munición de Pistola de Arco Perforadora Fyros
_F849912FB8818048	icfp1bs	Munición Cortadora Kolton	una	la	Municiones Cortadoras Kolton		las	Munición de Pistola de Arco Cortadora Fyros
_4B472DE1910E57E9	icfp1gb	Munición de Granada Destructora Fyros	una	la	Municiones de Granadas Destructoras Fyros		las	Munición de Granada Destructora Fyros
_4B47E9D48EBE83F7	icfp1gp	Munición de Granada Perforadora Fyros	una	la	Municiones de Granadas Perforadoras Fyros		las	Munición de Granada Perforadora Fyros
_4B47FDDACDDE9BFA	icfp1gs	Munición de Granada Cortadora Fyros	una	la	Municiones de Granadas Cortadoras Fyros		las	Munición de Granada Cortadora Fyros
_7277BCEA51040C63	icfp1pb	Munición de Rimel Destructor	una	la	Municiones de Rimel Destructores		las	Munición de Pistola Destructora Fyros
_B158BCD952D31061	icfp1pp	Munición de Rimel Perforador	una	la	Municiones de Rimel Perforadores		las	Munición de Pistola Perforadora Fyros
_7288BCDE92132060	icfp1ps	Munición de Rimel Cortador	una	la	Municiones de Rimel Cortadores		las	Munición de Pistola Cortadora Fyros
_3E08C5155D72B1D2	icfp2ab	Munición de Fraser Destructor	una	la	Municiones de Frase Destructores		las	Munición de Autolanzador Destructor Fyros
_7DD8D5059C23C1C2	icfp2ap	Munición de Fraser Perforador	una	la	Municiones de Fraser Perforadores		las	Munición de Autolanzador Perforador Fyros
_3E58D9015DD3C5BE	icfp2as	Munición de Fraser Cortador	una	la	Municiones de Fraser Cortadores		las	Munición de Autolanzador Cortador Fyros
_33984503B2B40BF4	icfp2bb	Munición de Strabus Destructor	una	la	Municiones de Strabus Destructores		las	Munición de Rifle de Arco Destructor Fyros
_337665E330570BF4	icfp2bp	Munición de Strabus Perforador	una	la	Municiones de Strabus Perforadores		las	Munición de Rifle de Arco Perforador Fyros
_33166DDBB2E70BF4	icfp2bs	Munición de Strabus Cortador	una	la	Municiones de Strabus Cortadores		las	Munición de Rifle de Arco Cortador Fyros
_AFD815FBB2F4830E	icfp2lb	Munición de Brazer Destructor	una	la	Municiones de Brazers Destructores		las	Munición de Lanzador Destructor Fyros
_AFB635DB3097830E	icfp2lp	Munición de Brazer Perforador	una	la	Municiones de Brazers Perforadores		las	Munición de Lanzador Perforador Fyros
_AF563DD3B227830E	icfp2ls	Munición de Brazer Cortador	una	la	Municiones de Brazers Cortadores		las	Munición de Lanzador Cortador Fyros
_39ACABED3761A88E	icfp2rb	Munición de Stramel Destructor	una	la	Municiones de Strammel Destructores		las	Munición de Rifle Destructor Fyros
_BEAB9FFBF283687A	icfp2rp	Munición de Strammel Perforador	una	la	Municiones de Strammel Perforadores		las	Munición de Rifle Perforador Fyros
_BE6BABFE34C35882	icfp2rs	Munición de Strammel Cortador	una	la	Municiones de Strammel Cortadores		las	Municiones de Rifle Cortador Fyros
_CE08DE8B3F1A69C1	icfr1b	Pistola de Arco Kolton	una	la	Pistolas de Arco Kolton		las	Pistola de Arco de una Mano Fyros
_E621692BF63635A1	icfr1p	Pistola Rimel	una	la	Pistolas Rimel		las	Pistola de una Mano Fyros
_0FC46EF8252566F5	icfr2a	Autolanzador Fraser	un	el	Autolanzadores Fraser		los	Autolanzador de Dos Manos Fyros
_712026694BBC2CB4	icfr2b	Rifle de Arco Strabus	un	el	Rifles de Arco Strabus		los	Rifle de Arco de Dos Manos Fyros
_35501E61C73C50B7	icfr2l	Lanzador Brazer	un	el	Lanzadores Fraser		los	Lanzador de Dos Manos Fyros
_AB6C6D226E272052	icfr2r	Rifle Strammel	un	el	Rifles Strammel		los	Rifle de Dos Manos Fyros
_6DDC751BEF3DB1F5	icfsb	Defensa Blok	una	la	Defensas Blok		las	Defensas Fyros
_B8F8790F6EDA7C0D	icfss	Escudo Stok	un	el	Escudos Stoks		los	Escudo Fyros
_C2243159B90F466A	icmahb	Botas Parok	unas	la	Botas Parok		las	Botas Pesadas Matis
_CA81B4D64D653632	icmahg	Guantes Parok	unos	el	Guantes Parok		los	Guantes Pesados Matis
_C66198D78E651A2F	icmahh	Casco Parok	unos	el	Cascos Parok		los	Casco Pesado Matis
_3F052D4B3D0F7E69	icmahp	Pantalones Parok	unos	el	Pantalones Parok		los	Pantalones Pesados Matis
_00A7F2C6A5248A44	icmahs	Mangas Parok	unas	la	Mangas Parok		las	Mangas Pesadas Matis
_CB93AD79739CF978	icmahv	Chaleco Parok	un	el	Chalecos Parok		los	Chalecos Pesados Matis
_43644154366F4264	icmalb	Botas Wiva	unas	la	Botas Wiva		las	Botas Ligeras Matis
_CBC1B4D1CA750E40	icmalg	Guantes Wiva	unas	el	Guantes Wiva		los	Guantes Ligeros Matis
_C0453D46BA6F7A63	icmalp	Pantalones Wiva	unos	el	Pantalones Wiva		los	Pantalones Ligeros Matis
_01A7F2C1E1A3B250	icmals	Mangas Wiva	unas	la	Mangas Wiva		las	Mangas Ligeras Matis
_48F3BD78F0FC097B	icmalv	Chaleco Wiva	un	el	Chalecos Wiva		los	Chaleco Ligero Matis
_7D5F41AB5D46D24E	icmamb	Botas Striva	unas	la	Botas Striva		las	Botas Medianas Matis
_B9225A0F61838E5F	icmamg	Guantes Striva	unos	la	Guantes Striva		los	Guantes Medianos Matis
_C17F79AB5D460640	icmamp	Pantalones Striva	unos	la	Pantalones Striva		los	Pantalones Medianos Matis
_47A5DB059EE0B6AC	icmams	Mangas Striva	unas	la	Mangas Striva		las	Mangas Medianas Matis
_7EF2523C4753B25C	icmamv	Chaleco Striva	un	el	Chalecos Striva		los	Chaleco Mediano Matis
_6E687923ECB8C407	icmja	Tobillera Matis	una	la	Tobilleras Matis		las	Tobillera Matis
_B77B55673B1031DC	icmjb	Brazalete Matis	un	el	Brazalete Matis		los	Brazalete Matis
_F0687915ECB87400	icmjd	Diadema Matis	una	la	Diademas Matis		las	Diademas Matis
_EC9B551D6B8EB9E7	icmje	Arete Matis	un	el	Aretes Matis		los	Aretes Matis
_AF6C8915E66CB901	icmjp	Pendiente Matis	un	el	Pendientes Matis		los	Pendiente Matis
_1CC444CB6B698CA3	icmjr	Anillo Matis	un	el	Anillos Matis		los	Anillo Matis
_A40B510C24588017	icmm1bm	Mazo Bristo	un	el	Mazos Bristo		los	Mazo de Una Mano Matis
_7600690A9C683C71	icmm1bs	Bastón Battoni	un	el	Bastones Battoni		los	Bastón de una Mano Matis
_475059F9581E2559	icmm1pd	Daga Limmel	una	la	Dagas Limmel		las	Daga de una Mano Matis
_760065061E070C6A	icmm1ps	Espada Palor	una	la	Espadas Palor		las	Espada de una Mano Matis
_AE06AF03202B2403	icmm1sa	Hacha Haque	una	el	Hachas Haque		las	Hacha de una Mano Matis
_7600611422788C71	icmm1ss	Espada Klyde	una	la	Espadas Klyde		las	Espada de una Manos Matis
_DA41FD4AEB2F29AE	icmm2bm	Mazo Gondo	un	el	Mazos Gondo		los	Mazo Largo de dos Manos Matis
_650B510C2609E420	icmm2pp	Pico Krop	un	el	Picos Krop		los	Pico de Dos Manos Matis
_7A626D79F7AB3161	icmm2sa	Hacha Klout	un	el	Hachas Klouts		las	Hacha Larga de dos Manos Matis
_DE337934FF94B9FD	icmm2ss	Espada Slathe	una	la	Espadas Slathe		las	Espadas Largas de Dos Manos Matis
_3969890D36708054	icmp1bb	Munición de Riva Destructora	una	la	Municiones de Riva Destructora		las	Munición de Pistola de Arco Destructora Matis
_F5A93D18BA518043	icmp1bp	Munición de Riva Perforadora	una	la	Municiones de Riva Perforadoras		las	Munición de Pistola de Arco Perforadora Matis
_7779391E7A818048	icmp1bs	Munición de Riva Cortadora	una	la	Municiones de Riva Cortadoras		las	Munición de Pistola de Arco Cortadora Matis
_4B571DCB4D7E57E9	icmp1gb	Munición de Granada Destructora Matis	una	la	Municiones de Granadas Destructoras Matis		las	Munición de Granada Destructora Matis
_4B57D9BE4A2E83F7	icmp1gp	Munición de Granada Perforadora Matis	una	el	Municiones de Granadas Perforadoras Matis		las	Municiones de Granada Perforadora Matis
_4B57EDC4894E9BFA	icmp1gs	Munición de Granada Cortadora Matis	una	la	Municiones de Granadas Destructoras Matis		las	Munición de Granada Destructora Matis
_7287C4CC94832863	icmp1pb	Munición de Maka Destructora	una	la	Municiones de Maka Destructoras		las	Munición de Pistola Destructora Matis
_B168C4BB95522C61	icmp1pp	Munición de Maka Perforadora	una	la	Municiones de Maka Perforadoras		las	Munición de Pistola Perforadora Matis
_7298C4C0D5923C60	icmp1ps	Munición de Maka Cortadora	una	la	Municiones de Maka Cortadoras		las	Munición de Pistola Cortadora Matis
_0018CDFD1F12B9BA	icmp2ab	Munición de Morikov Destructor	una	la	Municiones de Morikov Destructores		las	Munición de Autolanzador Destructor Matis
_3FE8DDED5EC3C9AA	icmp2ap	Munición de Morikov Perforador	una	la	Municiones de Morikov Perforadores		las	Munición de Autolanzador Perforador Matis
_0068E1E91F73CDA6	icmp2as	Munición de Morkov Cortador	una	la	Municiones de Morikov Cortador		las	Munición de Autolanzador Cortador Ammo
_334855D336B40BF4	icmp2bb	Munición de Polta Destructora	una	la	Municiones de Polta Destructoras		las	Munición de Rifle de Arco Destructor Matis
_332675B3B4570BF4	icmp2bp	Munición de Polta Perforadora	una	la	Municiones de Polta Perforadoras		las	Munición de Rifle de Arco Perforador Matis
_33C67DAB36E70BF4	icmp2bs	Munición de Polta Cortadora	una	la	Municiones de Polta Cortadoras		las	Munición de Rifle de Arco Cortador Matis
_AF8825CB36F4830E	icmp2lb	Munición de Vulca Destructora	una	the	Municiones de Vulca Destructoras		las	Munición de Lanzador Destructor Matis
_AF6645ABB497830E	icmp2lp	Munición de Vulca Perforadora	una	la	Municiones de Vulca Perforadoras		las	Munición de Lanzador Perforador Matis
_AF064DA33627830E	icmp2ls	Munición de Vulca Cortadora	una	la	Municiones de Vulca Cortadoras		las	Munición de Lanzador Cortador Matis
_39BCB3D578814895	icmp2rb	Munición de Stylone Destructor	una	la	Municiones de Stylone Destructores		las	Munición de Rifle Destructor Matis
_BEBBA7E333A30881	icmp2rp	Munición de Stylone Perforador	una	la	Municiones de Stylone Perforadores		las	Munición de Rifle Perforador Matis
_BE7BB3E675E3F889	icmp2rs	Munición de Stylone Cortador	una	la	Municiones de Stylone Cortadores		las	Munición de Rifle Cortador Matis
_4FF7E28D398A69BB	icmr1b	Pistola de Arco Riva	una	la	Pistolas de Arco Riva		las	Pistola de una Mano Matis
_E691392FEA1635A1	icmr1p	Pistola Maka	una	la	Pistolas Maka		las	Pistola de una Mano Matis
_0F3456FA9EB506FC	icmr2a	Autolanzador Morikov	un	el	Autolanzadores Morikov		los	Autolanzador de Dos Manos Matis
_F0B0AE72452C2CB4	icmr2b	Rifle de Arco Polta	un	el	Rilfes de Arco Polta		los	Rilfe de Arco de Dos Manos Matis
_B4E0A66AC1AC50B7	icmr2l	Lanzador Vulca	un	el	Lanzadores Vulca		los	Lanzador de Dos Manos Matis
_ABDC551EE9163C52	icmr2r	Rifle Stylone	un	el	Rifles Stylone		los	Rifle de Dos Manos Matis
_6D4C5D176A2CCDF5	icmsb	Defensa Wod	una	la	Defensas Wod		las	Defensa Matis
_B868790370D8B40D	icmss	Escudo Takod	un	el	Escudos Takod		los	Escudo Matis
_BE72891260F9DC14	icraba	Botas de Refugiados	unas	la	Botas de Refugiados		los	Botas de Refugiados
_BE72891260F9EC14	icrabe	Botas de Refugiados	unas	la	Botas de Refugiados		las	Botas de Refugiados
_BE72891260F9F414	icrabg	Botas de Refugiados	unas	la	Botas de Refugiados		las	Botas de Refugiados
_BE72891260F92014	icrabr	Botas de Refugiados	unas	la	Botas de Refugiados		las	Botas de Refugiados
_BE72891260F92814	icrabt	Botas de Refugiados	unas	la	Botas de Refugiados		las	Botas de Refugiados
_BE72891260F92C14	icrabu	Botas de Refugiados	unas	la	Botas de Refugiados		las	Botas de Refugiados
_BE72891260F93014	icrabv	Botas de Refugiados	unas	la	Botas de Refugiados		las	Botas de Refugiados
_BE72891260F93414	icrabw	Botas de Refugiados	unas	la	Botas de Refugiados		las	Botas de Refugiados
_874F815CEFBE38F9	icraga	Guantes de Refugiados	unos	el	Guantes de Refugiados		los	Guantes de Refugiado
_874F815CEFBE48F9	icrage	Guantes de Refugiados	unos	el	Guantes de Refugiados		los	Guantes de Refugiado
_874F815CEFBE50F9	icragg	Guantes de Refugiados	unos	el	Guantes de Refugiados		los	Guantes de Refugiado
_874F815CEFBE7CF9	icragr	Guantes de Refugiados	unos	el	Guantes de Refugiados		los	Guantes de Refugiado
_874F815CEFBE84F9	icragt	Guantes de Refugiados	unos	el	Guantes de Refugiados		los	Guantes de Refugiado
_874F815CEFBE88F9	icragu	Guantes de Refugiados	unos	el	Guantes de Refugiados		los	Guantes de Refugiado
_874F815CEFBE8CF9	icragv	Guantes de Refugiados	unos	el	Guantes de Refugiados		los	Guantes de Refugiado
_874F815CEFBE90F9	icragw	Guantes de Refugiados	unos	el	Guantes de Refugiados		los	Guantes de Refugiado
_1865E16AC30D446E	icrapa	Polainas Mallas de Refugiados	unos	el	Polainas Mallas de Refugiados		las	Polainas Mallas de Refugiados
_1865E16AC30D546E	icrape	Polainas Mallas de Refugiados	unas	la	Polainas Mallas de Refugiados		las	Polainas Mallas de Refugiados
_1865E16AC30D5C6E	icrapg	Polainas Mallas de Refugiados	unas	la	Polainas Mallas de Refugiados		las	Polainas Mallas de Refugiados
_1865E16AC30D886E	icrapr	Polainas Mallas de Refugiados	unas	la	Polainas Mallas de Refugiados		las	Polainas Mallas de Refugiados
_1865E16AC30D906E	icrapt	Polainas Mallas de Refugiados	unas	la	Polainas Mallas de Refugiados		las	Polainas Mallas de Refugiados
_1865E16AC30D946E	icrapu	Polainas Mallas de Refugiados	unas	la	Polainas Mallas de Refugiados		las	Polainas Mallas de Refugiados
_1865E16AC30D986E	icrapv	Polainas Mallas de Refugiados	unas	la	Polainas Mallas de Refugiados		las	Polainas Mallas de Refugiados
_1865E16AC30D9C6E	icrapw	Polainas Mallas de Refugiados	unas	la	Polainas Mallas de Refugiados		las	Polainas Mallas de Refugiados
_1B957678DA536B84	icrasa	Hombreras de Antebrazos de Refugiados	unas	la	Hombreras de Antebrazos de Refugiados		las	Hombreras de Antebrazos de Refugiados
_1B957678DA537B84	icrase	Hombreras de Antebrazos de Refugiados	unas	la	Hombreras de Antebrazos de Refugiados		las	Hombreras de Antebrazos de Refugiados
_1B957678DA538384	icrasg	Hombreras de Antebrazos de Refugiados	unas	la	Hombreras de Antebrazos de Refugiados		las	Hombreras de Antebrazos de Refugiados
_1B957678DA53AF84	icrasr	Hombreras de Antebrazos de Refugiados	unas	la	Hombreras de Antebrazos de Refugiados		las	Hombreras de Antebrazos de Refugiados
_1B957678DA53B784	icrast	Hombreras de Antebrazos de Refugiados	unas	la	Hombreras de Antebrazos de Refugiados		las	Hombreras de Antebrazos de Refugiados
_1B957678DA53BB84	icrasu	Hombreras de Antebrazos de Refugiados	unas	la	Hombreras de Antebrazos de Refugiados		las	Hombreras de Antebrazos de Refugiados
_1B957678DA53BF84	icrasv	Hombreras de Antebrazos de Refugiados	unas	la	Hombreras de Antebrazos de Refugiados		las	Hombreras de Antebrazos de Refugiados
_1B957678DA53C384	icrasw	Hombreras de Antebrazos de Refugiados	unas	la	Hombreras de Antebrazos de Refugiados		las	Hombreras de Antebrazos de Refugiados
_7DC05527E9B81F60	icrava	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_7DC05527E9B82F60	icrave	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_7DC05527E9B83760	icravg	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
