*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
_63BA3FF45F121209	BFMC02	Accurate Attack 2	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 35 de compétence recommandée.	Accurate attack 2 - Max skill bonus : +$1ATT_SKILL_MOD
_E4BA3FF55F221604	BFMC03	Accurate Attack 3	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 50 de compétence recommandée.	Accurate attack 3 - Max skill bonus : +$1ATT_SKILL_MOD
_24BA3FF65F321A09	BFMC04	Accurate Attack 4	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 65 de compétence recommandée.	Accurate attack 4 - Max skill bonus : +$1ATT_SKILL_MOD
_E5BA3FF75F421E04	BFMC05	Accurate Attack 5	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 90 de compétence recommandée.	Accurate attack 5 - Max skill bonus : +$1ATT_SKILL_MOD
_C677ECF0589C8F7C	BFMC06	Accurate Attack 6	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 115 de compétence recommandée.	Accurate attack 6 - Max skill bonus : +$1ATT_SKILL_MOD
_C677F0F058AC7F7F	BFMC07	Accurate Attack 7	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 140 de compétence recommandée.	Accurate attack 7 - Max skill bonus : +$1ATT_SKILL_MOD
_C677F4F058BC8382	BFMC08	Accurate Attack 8	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 170 de compétence recommandée.	Accurate attack 8 - Max skill bonus : +$1ATT_SKILL_MOD
_0677F8F058CC877B	BFMC09	Accurate Attack 9	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 200 de compétence recommandée.	Accurate attack 9 - Max skill bonus : +$1ATT_SKILL_MOD
_F17C7AE52A9D5E15	BFMC10	Accurate Attack 10	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 235 de compétence recommandée.	Accurate attack 10 - Max skill bonus : +$1ATT_SKILL_MOD
_317C7AE56A9D7215	BFMC11	Accurate Attack 11	a	the			the	Réduit les chances d'esquive de l'ennemi - efficacité maximale pour une arme jusqu'a 275 de compétence recommandée.	Accurate attack 11 - Max skill bonus : +$1ATT_SKILL_MOD
_BB2D99222769E2C3	BFMD01	Bleeding 1	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 25 de compétence recommandée.	Bleeding 1 - Max factor : $2BLEED_FACTOR
_BB2D9922A769EAC3	BFMD02	Bleeding 2	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 35 de compétence recommandée.	Bleeding 2 - Max factor : $2BLEED_FACTOR
_BB2D991D6869F2C3	BFMD03	Bleeding 3	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 50 de compétence recommandée.	Bleeding 3 - Max factor : $2BLEED_FACTOR
_BB2D9922E969FAC3	BFMD04	Bleeding 4	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 65 de compétence recommandée.	Bleeding 4 - Max factor : $2BLEED_FACTOR
_BB2D991DEA6902C3	BFMD05	Bleeding 5	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 90 de compétence recommandée.	Bleeding 5 - Max factor : $2BLEED_FACTOR
_D9A604BEB1BB0CC5	BFMD06	Bleeding 6	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 115 de compétence recommandée.	Bleeding 6 - Max factor : $2BLEED_FACTOR
_D9A6F0C1F1CB10C5	BFMD07	Bleeding 7	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 140 de compétence recommandée.	Bleeding 7 - Max factor : $2BLEED_FACTOR
_D9A604C332DB14C5	BFMD08	Bleeding 8	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 165 de compétence recommandée.	Bleeding 8 - Max factor : $2BLEED_FACTOR
_D9A6F0BDB2EB18C5	BFMD09	Bleeding 9	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 200 de compétence recommandée.	Bleeding 9 - Max factor : $2BLEED_FACTOR
_F94EC548C8D1F16F	BFMD10	Bleeding 10	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 235 de compétence recommandée.	Bleeding 10 - Max factor : $2BLEED_FACTOR
_F94ED54AC8D1F56F	BFMD11	Bleeding 11	a	the			the	Cause des dommages supplémentaires (fonction des dommages infligés par le coup initial) pendant 10s - efficacité maximale pour une arme jusqu'a 275 de compétence recommandée.	Bleeding 11 - Max factor : $2BLEED_FACTOR
_FB23D9FEEEB2F0F1	BFCA01	Coût en Stamina 1	un	le	Coûts en Stamina 1	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 6 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_8E9224BA1191CCDA	BFCA02	Coût en Stamina 2	un	le	Coûts en Stamina 2	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 10 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_8E9224BA1101D0DB	BFCA03	Coût en Stamina 3	un	le	Coûts en Stamina 3	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 16 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_8E9224BA11B1D8DC	BFCA04	Coût en Stamina 4	un	le	Coûts en Stamina 4	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 20 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_8E9224BA1121DCDD	BFCA05	Coût en Stamina 5	un	le	Coûts en Stamina 5	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 26 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_8E9224BA11D1E4DE	BFCA06	Coût en Stamina 6	un	le	Coûts en Stamina 6	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 30 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_8E9224BA11E1ECDF	BFCA07	Coût en Stamina 7	un	le	Coûts en Stamina 7	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 40 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_8E9224BA11F1F4E0	BFCA08	Coût en Stamina 8	un	le	Coûts en Stamina 8	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 50 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_8E9224BA1161FCE1	BFCA09	Coût en Stamina 9	un	le	Coûts en Stamina 9	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 66 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_736A4DC80A3C7E15	BFCA10	Coût en Stamina 10	un	le	Coûts en Stamina 10	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 80 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_613200C383325EE8	BFCA11	Coût en Stamina 11	un	le	Coûts en Stamina 11	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 100 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_613200C5C34262E8	BFCA12	Coût en Stamina 12	un	le	Coûts en Stamina 12	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 120 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_613200C7035266E8	BFCA13	Coût en Stamina 13	un	le	Coûts en Stamina 13	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 140 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_613200C944626AE8	BFCA14	Coût en Stamina 14	un	le	Coûts en Stamina 14	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 160 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_613200CB84726EE8	BFCA15	Coût en Stamina 15	un	le	Coûts en Stamina 15	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 180 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_613200C3048272E8	BFCA16	Coût en Stamina 16	un	le	Coûts en Stamina 16	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 200 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_613218C5449276E8	BFCA17	Coût en Stamina 17	un	le	Coûts en Stamina 17	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 226 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_613200C885A27AE8	BFCA18	Coût en Stamina 18	un	le	Coûts en Stamina 18	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Stamina - valeur 250 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
_19E43C71CB935350	BFCB01	Hp cost 1	a	the			the	Consume $|HP HP - worth 10 credits.	Consume $|HP HP
_19E43C71CBB35750	BFCB02	Hp cost 2	a	the			the	Consume $|HP HP - worth 20 credits.	Consume $|HP HP
_19E43C710CD35B50	BFCB03	Hp cost 3	a	the			the	Consume $|HP HP - worth 35 credits.	Consume $|HP HP
_19E43C71CB035F50	BFCB04	Hp cost 4	a	the			the	Consume $|HP HP - worth 50 credits.	Consume $|HP HP
_19E43C710C336350	BFCB05	Hp cost 5	a	the			the	Consume $|HP HP - worth 75 credits.	Consume $|HP HP
_A9ACCA5B0C310C44	BFCB06	Hp cost 6	a	the			the	Consume $|HP HP - worth 100 credits.	Consume $|HP HP
_A9ACCA608C411044	BFCB07	Hp cost 7	a	the			the	Consume $|HP HP - worth 125 credits.	Consume $|HP HP
_A9ACCA5B4D511444	BFCB08	Hp cost 8	a	the			the	Consume $|HP HP - worth 150 credits.	Consume $|HP HP
_A9ACCA60CD611844	BFCB09	Hp cost 9	a	the			the	Consume $|HP HP - worth 175 credits.	Consume $|HP HP
_77C891279775C79F	BFCB10	Hp cost 10	a	the			the	Consume $|HP HP - worth 200 credits.	Consume $|HP HP
_FBD166D630AAB50C	BFCC01	Opening after Dodge 1	a	the			the	This attack can only be used after a successful dodge - worth 10 credits.	Opening after dodge 1
_FBE166D770AAB90C	BFCC02	Opening after Dodge 2	a	the			the	This attack can only be used after a successful dodge - worth 20 credits.	Opening after dodge 2
_FBF17AD8B0AABD0C	BFCC03	Opening after Dodge 3	a	the			the	This attack can only be used after a successful dodge - worth 35 credits.	Opening after dodge 3
_FB0166DAF1AAC10C	BFCC04	Opening after Dodge 4	a	the			the	This attack can only be used after a successful dodge - worth 50 credits.	Opening after dodge 4
_FB117ADC31AAC50C	BFCC05	Opening after Dodge 5	a	the			the	This attack can only be used after a successful dodge - worth 75 credits.	Opening after dodge 5
_553B754EA96FF9D4	BFCC06	Opening after Dodge 6	a	the			the	This attack can only be used after a successful dodge - worth 100 credits.	Opening after dodge 6
_559B7D4FA96FFDD4	BFCC07	Opening after Dodge 7	a	the			the	This attack can only be used after a successful dodge - worth 125 credits.	Opening after dodge 7
_555B8950A96F01D4	BFCC08	Opening after Dodge 8	a	the			the	This attack can only be used after a successful dodge - worth 150 credits.	Opening after dodge 8
_556B9551A96F05D4	BFCC09	Opening after Dodge 9	a	the			the	This attack can only be used after a successful dodge - worth 180 credits.	Opening after dodge 9
_666B19F81300ED7B	BFCC10	Opening after Dodge 10	a	the			the	This attack can only be used after a successful dodge - worth 215 credits.	Opening after dodge 10
_65BB19F81300F17B	BFCC11	Opening after Dodge 11	a	the			the	This attack can only be used after a successful dodge - worth 250 credits.	Opening after dodge 11
_3CB296EAF3CCF931	BFCD01	Opening after Parry 1	a	the			the	This attack can only be used after a successful parry - worth 10 credits.	Opening after parry 1
_3CC296EB33CCFD31	BFCD02	Opening after Parry 2	a	the			the	This attack can only be used after a successful parry - worth 20 credits.	Opening after parry 2
_3CD2AAEC73CC0131	BFCD03	Opening after Parry 3	a	the			the	This attack can only be used after a successful parry - worth 35 credits.	Opening after parry 3
_3CE296EEB4CC0531	BFCD04	Opening after Parry 4	a	the			the	This attack can only be used after a successful parry - worth 50 credits.	Opening after parry 4
_3CF2AAF0F4CC0931	BFCD05	Opening after Parry 5	a	the			the	This attack can only be used after a successful parry - worth 75 credits.	Opening after parry 5
_90BD75626CD219FC	BFCD06	Opening after Parry 6	a	the			the	This attack can only be used after a successful parry - worth 100 credits.	Opening after parry 6
_901D7D636CD21DFC	BFCD07	Opening after Parry 7	a	the			the	This attack can only be used after a successful parry - worth 125 credits.	Opening after parry 7
_90DD89646CD221FC	BFCD08	Opening after Parry 8	a	the			the	This attack can only be used after a successful parry - worth 150 credits.	Opening after parry 8
_90ED95656CD225FC	BFCD09	Opening after Parry 9	a	the			the	This attack can only be used after a successful parry - worth 180 credits.	Opening after parry 9
_AD6B190CE043256B	BFCD10	Opening after Parry 10	a	the			the	This attack can only be used after a successful parry - worth 215 credits.	Opening after parry 10
_ACBB190CE043296B	BFCD11	Opening after Parry 11	a	the			the	This attack can only be used after a successful parry - worth 250 credits.	Opening after parry 11
_2620283E907F0041	BFCE01	Opening after Critical Hit 1	a	the			the	This attack can only be used after a critical hit - worth 10 credits.	Opening after critical hit 1
_6620303E907F0441	BFCE02	Opening after Critical Hit 2	a	the			the	This attack can only be used after a critical hit - worth 20 credits.	Opening after critical hit 2
_A620383E907F0846	BFCE03	Opening after Critical Hit 3	a	the			the	This attack can only be used after a critical hit - worth 35 credits.	Opening after critical hit 3
_2720403E907F0C41	BFCE04	Opening after Critical Hit 4	a	the			the	This attack can only be used after a critical hit - worth 50 credits.	Opening after critical hit 4
_A720483E907F1046	BFCE05	Opening after Critical Hit 5	a	the			the	This attack can only be used after a critical hit - worth 75 credits.	Opening after critical hit 5
_F3D22CA7BCA62952	BFCE06	Opening after Critical Hit 6	a	the			the	This attack can only be used after a critical hit - worth 100 credits.	Opening after critical hit 6
_F3E230A7BCA64154	BFCE07	Opening after Critical Hit 7	a	the			the	This attack can only be used after a critical hit - worth 125 credits.	Opening after critical hit 7
_F3F234A7BCA63157	BFCE08	Opening after Critical Hit 8	a	the			the	This attack can only be used after a critical hit - worth 150 credits.	Opening after critical hit 8
_F30238A7BCA6355A	BFCE09	Opening after Critical Hit 9	a	the			the	This attack can only be used after a critical hit - worth 180 credits.	Opening after critical hit 9
_07A7CFEAB83F97CB	BFCE10	Opening after Critical Hit 10	a	the			the	This attack can only be used after a critical hit - worth 215 credits.	Opening after critical hit 10
_07B7CFEAB8EFABCC	BFCE11	Opening after Critical Hit 11	a	the			the	This attack can only be used after a critical hit - worth 250 credits.	Opening after critical hit 11
_7CAAB8240F2852AF	BCPA01	Fyros melee weapons	a	the			the	Brick Craft Root Fyros Melee Weapons	
_7CCAC020D04846B4	BCPA02	Fyros range weapons	a	the			the	Brick Craft Root Fyros Range Weapons	
_FA21B3A084126C07	BCPA03	Fyros ammo	a	the			the	Brick Craft Root Fyros Ammo	
_25196EB206B0AE60	BCPA04	Fyros armors	a	the			the	Brick Craft Root Fyros Armors	
_D035D75A6F679DD2	BCPA05	Fyros shields	a	the			the	Brick Craft Root Fyros Shields	
_A3BA3AB584518263	BCPA06	Fyros jewels	a	the			the	Brick Craft Root Fyros Jewels	
_FD29BC2609986AA9	BCPA07	Matis melee weapons	a	the			the	Brick Craft Root Matis Melee Weapons	
_FD49C422CAB85EAE	BCPA08	Matis range weapons	a	the			the	Brick Craft Root Matis Range Weapons	
_3C90679E7E828407	BCPA09	Maits ammo	a	the			the	Brick Craft Root Maits Ammo	
_1F8956B400208663	BCPA10	Matis armors	a	the			the	Brick Craft Root Matis Armors	
_9235BF5C697795BB	BCPA11	Matis shields	a	the			the	Brick Craft Root Matis Shields	
_9D2A22B77EC15A66	BCPA12	Matis jewels	a	the			the	Brick Craft Root Matis Jewels	
_EFA2E45EC839A0ED	BCPA13	Tryker melee weapons	a	the			the	Brick Craft Root Tryker Melee Weapons	
_6F62F86048F9B8EF	BCPA14	Tryker range weapons	a	the			the	Brick Craft Root Tryker Range Weapons	
_1F7CA72E11F2FCDE	BCPA15	Tryker ammo	a	the			the	Brick Craft Root Tryker Ammo	
_2AE232B62C7AAD81	BCPA16	Tryker armors	a	the			the	Brick Craft Root Tryker Armors	
_8C676CECB2765E46	BCPA17	Tryker shields	a	the			the	Brick Craft Root Tryker Shields	
_E7721AACAE48B18B	BCPA18	Tryker jewels	a	the			the	Brick Craft Root Tryker Jewels	
_7CD0D0248C694AA2	BCPA19	Zoraï melee weapons	a	the			the	Brick Craft Root Zorai Melee Weapons	
_7CF0D8204D8916A8	BCPA20	Zoraï range weapons	a	the			the	Brick Craft Root Zorai Range Weapons	
_77E853B4015364FF	BCPA21	Zoraï ammo	a	the			the	Brick Craft Root Zorai Ammo	
_A22136B283506E62	BCPA22	Zoraï armors	a	the			the	Brick Craft Root Zorai Armors	
_D5FC9F5A6AC895CA	BCPA23	Zoraï shields	a	the			the	Brick Craft Root Zorai Shields	
_20C202B501F14265	BCPA24	Zoraï jewels	a	the			the	Brick Craft Root Zorai Jewels	
_F2BD00EFAB473B2A	BIF01	Show the Weapon restriction	a	the					
_F2BD00EFAB473B2B	BIF02	Show the Weapon restriction	a	the					
_F2BD00EFAB473B2C	BIF03	Show the Weapon restriction	a	the					
_F2BD00EFAB473B2D	BIF04	Show the Weapon restriction	a	the					
_F2BD00EFAB473B2E	BIF05	Show the Weapon restriction	a	the					
_F2BD00EFAB473B2F	BIF06	Show the Weapon restriction	a	the					
_4414D1D754F87749	BIF07	%comp with One Handed Mace	a	the					
_F2BD00EFAB473B31	BIF08	Show the Weapon restriction	a	the					
_1310C067D555CE38	BIF09	%comp with Staff	a	the					
_32BD00EFAB473B29	BIF10	Show the Weapon restriction	a	the					
_32BD00EFAB473B2A	BIF11	Show the Weapon restriction	a	the					
_32BD00EFAB473B2B	BIF12	Show the Weapon restriction	a	the					
_32BD00EFAB473B2C	BIF13	Show the Weapon restriction	a	the					
_1250B067D555BA40	BIF14	%comp with Spear	a	the					
_32BD00EFAB473B2E	BIF15	Show the Weapon restriction	a	the					
_32BD00EFAB473B2F	BIF16	Show the Weapon restriction	a	the					
_32BD00EFAB473B30	BIF17	Show the Weapon restriction	a	the					
_81BEC5CB19B87F61	BIF18	%comp with One Handed Axe	a	the					
_32BD00EFAB473B32	BIF19	Show the Weapon restriction	a	the					
_9E4401C415C9A758	BIF20	%comp with One Handed Sword	a	the					
_72BD00EFAB473B2A	BIF21	Show the Weapon restriction	a	the					
_72BD00EFAB473B2B	BIF22	Show the Weapon restriction	a	the					
_72BD00EFAB473B2C	BIF23	Show the Weapon restriction	a	the					
_72BD00EFAB473B2D	BIF24	Show the Weapon restriction	a	the					
_72BD00EFAB473B2E	BIF25	Show the Weapon restriction	a	the					
_C4B4F5DC54F87748	BIF26	%comp with Two Handed Mace	a	the					
_72BD00EFAB473B30	BIF27	Show the Weapon restriction	a	the					
_72BD00EFAB473B31	BIF28	Show the Weapon restriction	a	the					
_72BD00EFAB473B32	BIF29	Show the Weapon restriction	a	the					
_CE80B0411778CA2A	BIF30	%comp with Pike	a	the					
_B2BD00EFAB473B2A	BIF31	Show the Weapon restriction	a	the					
_B2BD00EFAB473B2B	BIF32	Show the Weapon restriction	a	the					
_B2BD00EFAB473B2C	BIF33	Show the Weapon restriction	a	the					
_015EE9D019B87F5D	BIF34	%comp with Two Handed Axe	a	the					
_B2BD00EFAB473B2E	BIF35	Show the Weapon restriction	a	the					
_B2BD00EFAB473B2F	BIF36	Show the Weapon restriction	a	the					
_B2BD00EFAB473B30	BIF37	Show the Weapon restriction	a	the					
_DEE425C915C9A760	BIF38	%comp with Two Handed Sword	a	the					
_B2BD00EFAB473B32	BIF39	Show the Weapon restriction	a	the					
_F3BD00EFAB473B29	BIF40	Show the Weapon restriction	a	the					
_F3BD00EFAB473B2A	BIF41	Show the Weapon restriction	a	the					
_F3BD00EFAB473B2B	BIF42	Show the Weapon restriction	a	the					
_F3BD00EFAB473B2C	BIF43	Show the Weapon restriction	a	the					
_1500005B4915FE48	BIF44	%comp with Dagger	a	the					
_F3BD00EFAB473B2E	BIF45	Show the Weapon restriction	a	the					
_F3BD00EFAB473B2F	BIF46	Show the Weapon restriction	a	the					
_747975A146FE6454	BIF47	%comp with Hand to Hand combat	a	the					
_F3BD00EFAB473B31	BIF48	Show the Weapon restriction	a	the					
_F3BD00EFAB473B32	BIF49	Show the Weapon restriction	a	the					
_33BD00EFAB473B29	BIF50	Show the Weapon restriction	a	the					
_33BD00EFAB473B2A	BIF51	Show the Weapon restriction	a	the					
_6024285D4F973B69	BIF52	%comp with Bowpistol	a	the					
_33BD00EFAB473B2C	BIF53	Show the Weapon restriction	a	the					
_33BD00EFAB473B2D	BIF54	Show the Weapon restriction	a	the					
_33BD00EFAB473B2E	BIF55	Show the Weapon restriction	a	the					
_99C120674935EA54	BIF56	%comp with Pistol	a	the					
_33BD00EFAB473B30	BIF57	Show the Weapon restriction	a	the					
_33BD00EFAB473B31	BIF58	Show the Weapon restriction	a	the					
_33BD00EFAB473B32	BIF59	Show the Weapon restriction	a	the					
_73BD00EFAB473B29	BIF60	Show the Weapon restriction	a	the					
_E1035C53D799BB67	BIF61	%comp with Autolauncher	a	the					
_73BD00EFAB473B2B	BIF62	Show the Weapon restriction	a	the					
_73BD00EFAB473B2C	BIF63	Show the Weapon restriction	a	the					
_5F637452C9E62348	BIF64	%comp with Bowrifle	a	the					
_73BD00EFAB473B2E	BIF65	Show the Weapon restriction	a	the					
_73BD00EFAB473B2F	BIF66	Show the Weapon restriction	a	the					
_73BD00EFAB473B30	BIF67	Show the Weapon restriction	a	the					
_5E433C5C0C762B46	BIF68	%comp with Launcher	a	the					
_73BD00EFAB473B32	BIF69	Show the Weapon restriction	a	the					
_B3BD00EFAB473B29	BIF70	Show the Weapon restriction	a	the					
_56609466D555AE36	BIF71	%comp with Rifle	a	the					
_B3BD00EFAB473B2B	BIF72	Show the Weapon restriction	a	the					
_B3BD00EFAB473B2C	BIF73	Show the Weapon restriction	a	the					
_B3BD00EFAB473B2D	BIF74	Show the Weapon restriction	a	the					
_B3BD00EFAB473B2E	BIF75	Show the Weapon restriction	a	the					
_B3BD00EFAB473B2F	BIF76	Show the Weapon restriction	a	the					
_B3BD00EFAB473B30	BIF77	Show the Weapon restriction	a	the					
_B3BD00EFAB473B31	BIF78	Show the Weapon restriction	a	the					
_B3BD00EFAB473B32	BIF79	Show the Weapon restriction	a	the					
_F4BD00EFAB473B29	BIF80	Show the Weapon restriction	a	the					
_F4BD00EFAB473B2A	BIF81	Show the Weapon restriction	a	the					
_F4BD00EFAB473B2B	BIF82	Show the Weapon restriction	a	the					
_F4BD00EFAB473B2C	BIF83	Show the Weapon restriction	a	the					
_F4BD00EFAB473B2D	BIF84	Show the Weapon restriction	a	the					
_F4BD00EFAB473B2E	BIF85	Show the Weapon restriction	a	the					
_F4BD00EFAB473B2F	BIF86	Show the Weapon restriction	a	the					
_F4BD00EFAB473B30	BIF87	Show the Weapon restriction	a	the					
_F4BD00EFAB473B31	BIF88	Show the Weapon restriction	a	the					
