// HASH_VALUE A575E93668996B62
// INDEX 0
abandon_mission	[&TSK&You have abandonned a mission.]

// HASH_VALUE AB9966A6A94AAB46
// INDEX 42
boss_mainland_craftpart1d_mission_intro	[Restaurer le plan des bottes]

// HASH_VALUE AAC95B8967D5905C
// INDEX 43
boss_mainland_craftpart1d_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 44
boss_mainland_craftpart1d_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 45
boss_mainland_craftpart2a_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 46
boss_mainland_craftpart2a_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 637A66A061AAE359
// INDEX 47
boss_mainland_craftpart2a_mission_intro	[Restaurer le plan des gants]

// HASH_VALUE AAC95B8967D5905C
// INDEX 48
boss_mainland_craftpart2a_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 49
boss_mainland_craftpart2a_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 50
boss_mainland_craftpart2b_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 51
boss_mainland_craftpart2b_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 637A66A061AAE359
// INDEX 52
boss_mainland_craftpart2b_mission_intro	[Restaurer le plan des gants]

// HASH_VALUE AAC95B8967D5905C
// INDEX 53
boss_mainland_craftpart2b_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 54
boss_mainland_craftpart2b_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 55
boss_mainland_craftpart2c_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 56
boss_mainland_craftpart2c_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 637A66A061AAE359
// INDEX 57
boss_mainland_craftpart2c_mission_intro	[Restaurer le plan des gants]

// HASH_VALUE AAC95B8967D5905C
// INDEX 58
boss_mainland_craftpart2c_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 59
boss_mainland_craftpart2c_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 60
boss_mainland_craftpart2d_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 61
boss_mainland_craftpart2d_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 637A66A061AAE359
// INDEX 62
boss_mainland_craftpart2d_mission_intro	[Restaurer le plan des gants]

// HASH_VALUE AAC95B8967D5905C
// INDEX 63
boss_mainland_craftpart2d_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 64
boss_mainland_craftpart2d_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 65
boss_mainland_craftpart3a_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 66
boss_mainland_craftpart3a_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 67996AA3E54AF006
// INDEX 67
boss_mainland_craftpart3a_mission_intro	[Restaurer le plan du casque]

// HASH_VALUE AAC95B8967D5905C
// INDEX 68
boss_mainland_craftpart3a_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 69
boss_mainland_craftpart3a_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 70
boss_mainland_craftpart3b_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 71
boss_mainland_craftpart3b_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 67996AA3E54AF006
// INDEX 72
boss_mainland_craftpart3b_mission_intro	[Restaurer le plan du casque]

// HASH_VALUE AAC95B8967D5905C
// INDEX 73
boss_mainland_craftpart3b_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 74
boss_mainland_craftpart3b_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 75
boss_mainland_craftpart3c_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 76
boss_mainland_craftpart3c_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 67996AA3E54AF006
// INDEX 77
boss_mainland_craftpart3c_mission_intro	[Restaurer le plan du casque]

// HASH_VALUE AAC95B8967D5905C
// INDEX 78
boss_mainland_craftpart3c_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 79
boss_mainland_craftpart3c_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 80
boss_mainland_craftpart3d_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 81
boss_mainland_craftpart3d_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 67996AA3E54AF006
// INDEX 82
boss_mainland_craftpart3d_mission_intro	[Restaurer le plan du casque]

// HASH_VALUE AAC95B8967D5905C
// INDEX 83
boss_mainland_craftpart3d_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 84
boss_mainland_craftpart3d_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 85
boss_mainland_craftpart4a_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 86
boss_mainland_craftpart4a_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE AE091AA62859A00F
// INDEX 87
boss_mainland_craftpart4a_mission_intro	[Restaurer le plan du pantalon]

// HASH_VALUE AAC95B8967D5905C
// INDEX 88
boss_mainland_craftpart4a_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 89
boss_mainland_craftpart4a_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 90
boss_mainland_craftpart4b_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 91
boss_mainland_craftpart4b_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE AE091AA62859A00F
// INDEX 92
boss_mainland_craftpart4b_mission_intro	[Restaurer le plan du pantalon]

// HASH_VALUE AAC95B8967D5905C
// INDEX 93
boss_mainland_craftpart4b_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 94
boss_mainland_craftpart4b_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 95
boss_mainland_craftpart4c_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 96
boss_mainland_craftpart4c_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE AE091AA62859A00F
// INDEX 97
boss_mainland_craftpart4c_mission_intro	[Restaurer le plan du pantalon]

// HASH_VALUE AAC95B8967D5905C
// INDEX 98
boss_mainland_craftpart4c_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 99
boss_mainland_craftpart4c_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 100
boss_mainland_craftpart4d_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 101
boss_mainland_craftpart4d_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE AE091AA62859A00F
// INDEX 102
boss_mainland_craftpart4d_mission_intro	[Restaurer le plan du pantalon]

// HASH_VALUE AAC95B8967D5905C
// INDEX 103
boss_mainland_craftpart4d_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 104
boss_mainland_craftpart4d_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 105
boss_mainland_craftpart5a_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 106
boss_mainland_craftpart5a_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 28C922A0E5195F67
// INDEX 107
boss_mainland_craftpart5a_mission_intro	[Restaurer le plan des manches]

// HASH_VALUE AAC95B8967D5905C
// INDEX 108
boss_mainland_craftpart5a_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 109
boss_mainland_craftpart5a_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 110
boss_mainland_craftpart5b_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 111
boss_mainland_craftpart5b_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 28C922A0E5195F67
// INDEX 112
boss_mainland_craftpart5b_mission_intro	[Restaurer le plan des manches]

// HASH_VALUE AAC95B8967D5905C
// INDEX 113
boss_mainland_craftpart5b_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 114
boss_mainland_craftpart5b_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 115
boss_mainland_craftpart5c_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 116
boss_mainland_craftpart5c_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 28C922A0E5195F67
// INDEX 117
boss_mainland_craftpart5c_mission_intro	[Restaurer le plan des manches]

// HASH_VALUE AAC95B8967D5905C
// INDEX 118
boss_mainland_craftpart5c_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 119
boss_mainland_craftpart5c_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 120
boss_mainland_craftpart5d_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 121
boss_mainland_craftpart5d_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE 28C922A0E5195F67
// INDEX 122
boss_mainland_craftpart5d_mission_intro	[Restaurer le plan des manches]

// HASH_VALUE AAC95B8967D5905C
// INDEX 123
boss_mainland_craftpart5d_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 124
boss_mainland_craftpart5d_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 125
boss_mainland_craftpart6a_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 126
boss_mainland_craftpart6a_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE EC7A2AA895599006
// INDEX 127
boss_mainland_craftpart6a_mission_intro	[Restaurer le plan de la veste]

// HASH_VALUE AAC95B8967D5905C
// INDEX 128
boss_mainland_craftpart6a_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 129
boss_mainland_craftpart6a_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 130
boss_mainland_craftpart6b_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 131
boss_mainland_craftpart6b_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE EC7A2AA895599006
// INDEX 132
boss_mainland_craftpart6b_mission_intro	[Restaurer le plan de la veste]

// HASH_VALUE AAC95B8967D5905C
// INDEX 133
boss_mainland_craftpart6b_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 134
boss_mainland_craftpart6b_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 135
boss_mainland_craftpart6c_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 136
boss_mainland_craftpart6c_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE EC7A2AA895599006
// INDEX 137
boss_mainland_craftpart6c_mission_intro	[Restaurer le plan de la veste]

// HASH_VALUE AAC95B8967D5905C
// INDEX 138
boss_mainland_craftpart6c_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 139
boss_mainland_craftpart6c_p_mis_title	[Restauration]

// HASH_VALUE 5DDF8AFE447C930C
// INDEX 140
boss_mainland_craftpart6d_diag1	[Très bien.\n
	Donnez moi les morceaux de l'ouvrage à restaurer ainsi que mon paiement et je me mettrais au travail immédiatement.]

// HASH_VALUE CE582BECA55A745B
// INDEX 141
boss_mainland_craftpart6d_diag2	[Laissez moi voir... J'ai déjà vu un exemplaire semblable il y a peu de temps.\n
	C'est un plan d'armure du Maraudeur ! Rare... D'une grande valeur...\n
	 Le voici restauré ! Je peux maintenant vous apprendre à fabriquer cette armure.]

// HASH_VALUE EC7A2AA895599006
// INDEX 142
boss_mainland_craftpart6d_mission_intro	[Restaurer le plan de la veste]

// HASH_VALUE AAC95B8967D5905C
// INDEX 143
boss_mainland_craftpart6d_p_mis_desc	[Effectuez le paiement]

// HASH_VALUE 2D8BA479687BE488
// INDEX 144
boss_mainland_craftpart6d_p_mis_title	[Restauration]

// HASH_VALUE 89C6AC9D4C7A6C48
// INDEX 145
boss_mainland_fyros_engage	[Occupez-vous de ces intrus !]

// HASH_VALUE F7B8701B0FF642D9
// INDEX 146
boss_mainland_fyros_finalfight	[Cette fois, c'est entre vous... et moi ! ]

// HASH_VALUE E0100F7762BD6A0B
// INDEX 147
boss_mainland_fyros_realagro	[Bravo, guerriers, car vous m'avez trouvée. Mais préparez-vous à connaître ma vraie fureur.]

// HASH_VALUE 705CF458705CF458
// INDEX 148
boss_mainland_fyros_word1	[Vous]

// HASH_VALUE AF29E0B32C4A34A8
// INDEX 149
boss_mainland_fyros_word2	[pensez]

// HASH_VALUE 685824D8749854B4
// INDEX 150
boss_mainland_fyros_word3	[vraiment]

// HASH_VALUE 6E4A28CAF17BECBA
// INDEX 151
boss_mainland_fyros_word4	[pouvoir]

// HASH_VALUE 645854B4645854B4
// INDEX 152
boss_mainland_fyros_word5	[me]

// HASH_VALUE EBDB70AA26BA80BA
// INDEX 153
boss_mainland_fyros_word6	[battre]

// HASH_VALUE 120E0E31D2222AE9
// INDEX 154
boss_mainland_fyros_word7	[Ha ha ha !]

// HASH_VALUE EB55BC31C81E76DF
// INDEX 155
boss_mainland_matis_trick1_01	[Oh non, pitié ! Epargnez-moi !]

// HASH_VALUE AD8537B19985A0E2
// INDEX 156
boss_mainland_matis_trick1_02	[Attendez ! Nous pourrions être amis !]

// HASH_VALUE F5BD53011FA1B9CF
// INDEX 157
boss_mainland_matis_trick1_03	[Vous êtes trop forts ! Je me rends !]

// HASH_VALUE B29E741B2BA295EB
// INDEX 158
boss_mainland_matis_trick1_04	[Ha ha ha ! Quelles nobles âmes... mourez donc, imbéciles !]

// HASH_VALUE 189BBD995A44CC5C
// INDEX 159
boss_mainland_matis_trick1_05	[Queuoi ?! Comment osez-vous frapper un homin à terre !]

// HASH_VALUE 705F465BF166B50F
// INDEX 160
boss_mainland_matis_trick2_01	[Non, non, ça ne va pas ! Vous n'êtes pas dans le rythme !]

// HASH_VALUE A03AEFF66FA0B710
// INDEX 161
boss_mainland_matis_trick2_02	[Fantastique ! Que la fête continue !]

// HASH_VALUE C6B68F795A4ABB25
// INDEX 162
boss_mainland_matis_trick2_03	[Les Fyros en piste !]

// HASH_VALUE 45D62F80D96A5B2C
// INDEX 163
boss_mainland_matis_trick2_04	[Les Matis en piste !]

// HASH_VALUE 43B66783D74A932F
// INDEX 164
boss_mainland_matis_trick2_05	[Les Zorai en piste !]

// HASH_VALUE C7B68044181B0F4E
// INDEX 165
boss_mainland_matis_trick2_06	[Les Tryker en piste !]

