*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
_613200C3048272E8	BFCA16	Crédito de Resistencia 16	un	el	Crédito de Resistencia 16		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 200 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613218C5449276E8	BFCA17	Crédito de Resistencia 17	un	el	Crédito de Resistencia 17		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 226 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613200C885A27AE8	BFCA18	Crédito de Resistencia 18	un	el	Crédito de Resistencia 18		te	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 250 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_19E43C71CB935350	BFCB01	Crédito de PG 1 (Puntos de Golpe)	un	el			los	Consume $|PG PG - otorga 10 créditos.	Consume $|PG PG
_19E43C71CBB35750	BFCB02	Crédito de PG 2	un	el			los	Consume $|PG PG - otorga 20 créditos.	Consume $|PG PG
_19E43C710CD35B50	BFCB03	Crédito de PG 3	un	el			los	Consume $|PG PG - otorga 35 créditos.	Consume $|PG PG
_19E43C71CB035F50	BFCB04	Crédito de PG 4	un	el			los	Consume $|PG PG - otorga 50 créditos.	Consume $|PG PG
_19E43C710C336350	BFCB05	Crédito de PG 5	un	el			los	Consume $|PG PG - otorga 75 créditos.	Consume $|PG PG
_A9ACCA5B0C310C44	BFCB06	Crédito de PG 6	un	el			los	Consume $|PG PG - otorga 100 créditos.	Consume $|PG PG
_A9ACCA608C411044	BFCB07	Crédito de PG 7	un	el			los	Consume $|PG PG - otorga 125 créditos.	Consume $|PG PG
_A9ACCA5B4D511444	BFCB08	Crédito de PG 8	un	el			los	Consume $|PG PG - otorga 150 créditos.	Consume $|PG PG
_A9ACCA60CD611844	BFCB09	Crédito de PG 9	un	el			los	Consume $|PG PG - otorga 175 créditos.	Consume $|PG PG
_77C891279775C79F	BFCB10	Crédito de PG 10	un	el			los	Consume $|PG PG - otorga 200 créditos.	Consume $|PG PG
_FBD166D630AAB50C	BFCC01	Inicio después de Esquivar 1	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 10 créditos.	Inicio después de Esquivar 1
_FBE166D770AAB90C	BFCC02	Inicio después de Esquivar 2	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 20 créditos.	Inicio después de Esquivar 2
_FBF17AD8B0AABD0C	BFCC03	Inicio después de Esquivar 3	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 35 créditos.	Inicio después de Esquivar 3
_FB0166DAF1AAC10C	BFCC04	Inicio después de Esquivar 4	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 50 créditos.	Inicio después de Esquivar 4
_FB117ADC31AAC50C	BFCC05	Inicio después de Esquivar 5	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 75 créditos.	Inicio después de Esquivar 5
_553B754EA96FF9D4	BFCC06	Inicio después de Esquivar 6	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 100 créditos.	Inicio después de Esquivar 6
_559B7D4FA96FFDD4	BFCC07	Inicio después de Esquivar 7	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 125 créditos.	Inicio después de Esquivar 7
_555B8950A96F01D4	BFCC08	Inicio después de Esquivar 8	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 150 créditos.	Inicio después de Esquivar 8
_556B9551A96F05D4	BFCC09	Inicio después de Esquivar 9	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 180 créditos.	Inicio después de Esquivar 9
_666B19F81300ED7B	BFCC10	Inicio después de Esquivar 10	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 215 créditos.	Inicio después de Esquivar 10
_65BB19F81300F17B	BFCC11	Inicio después de Esquivarían 11	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 250 créditos.	Inicio después de Esquivarían 11
_3CB296EAF3CCF931	BFCD01	Inicio después de Parada/Desvío 1	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 10 créditos.	Inicio después de Parada/Desvío 1
_3CC296EB33CCFD31	BFCD02	Inicio después de Parada/Desvío 2	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 20 créditos.	Inicio después de Parada/Desvío 2
_3CD2AAEC73CC0131	BFCD03	Inicio después de Parada/Desvío 3	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 35 créditos.	Inicio después de Parada/Desvío 3
_3CE296EEB4CC0531	BFCD04	Inicio después de Parada/Desvío 4	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 50 créditos.	Inicio después de Parada/Desvío 4
_3CF2AAF0F4CC0931	BFCD05	Inicio después de Parada/Desvío 5	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 75 créditos.	Inicio después de Parada/Desvío 5
_90BD75626CD219FC	BFCD06	Inicio después de Parada/Desvío 6	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 100 créditos.	Inicio después de Parada/Desvío 6
_901D7D636CD21DFC	BFCD07	Inicio después de Parada/Desvío 7	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 125 créditos.	Inicio después de Parada/Desvío 7
_90DD89646CD221FC	BFCD08	Inicio después de Parada/Desvío 8	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 150 créditos.	Inicio después de Parada/Desvío 8
_90ED95656CD225FC	BFCD09	Inicio después de Parada/Desvío 9	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 180 créditos.	Inicio después de Parada/Desvío 9
_AD6B190CE043256B	BFCD10	Inicio después de Parada/Desvío 10	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 215 créditos.	Inicio después de Parada/Desvío 10
_ACBB190CE043296B	BFCD11	Inicio después de Parada/Desvío 11	un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 250 créditos.	Inicio después de Parada/Desvío 11
_2620283E907F0041	BFCE01	Inicio después de Golpe Crítico 1	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 10 créditos.	Inicio después de Golpe Crítico 1
_6620303E907F0441	BFCE02	Inicio después de Golpe Crítico 2	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 20 créditos.	Inicio después de Golpe Crítico 2
_A620383E907F0846	BFCE03	Inicio después de Golpe Crítico 3	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 35 créditos.	Inicio después de Golpe Crítico 3
_2720403E907F0C41	BFCE04	Inicio después de Golpe Crítico 4	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 50 créditos.	Inicio después de Golpe Crítico 4
_A720483E907F1046	BFCE05	Inicio después de Golpe Crítico 5	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 75 créditos.	Inicio después de Golpe Crítico 5
_F3D22CA7BCA62952	BFCE06	Inicio después de Golpe Crítico 6	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 100 créditos.	Inicio después de Golpe Crítico 6
_F3E230A7BCA64154	BFCE07	Inicio después de Golpe Crítico 7	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 125 créditos.	Inicio después de Golpe Crítico 7
_F3F234A7BCA63157	BFCE08	Inicio después de Golpe Crítico 8	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 150 créditos.	Inicio después de Golpe Crítico 8
_F30238A7BCA6355A	BFCE09	Inicio después de Golpe Crítico 9	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 180 créditos.	Inicio después de Golpe Crítico 9
_07A7CFEAB83F97CB	BFCE10	Inicio después de Golpe Crítico 10	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 215 créditos.	Inicio después de Golpe Crítico 10
_07B7CFEAB8EFABCC	BFCE11	Inicio después de Golpe Crítico 11	un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 250 créditos.	Inicio después de Golpe Crítico 11
_7CAAB8240F2852AF	BCPA01	Armas de Lucha Cuerpo a Cuerpo Fyros	unas	las			las	Estancia base para la fabricación de armas del combate cuerpo a cuerpo Fyros.	
_7CCAC020D04846B4	BCPA02	Armas de Alcance Fyros	unas	las			las	Estancia base para la fabricación de armas de alcance Fyros.	
_FA21B3A084126C07	BCPA03	Munición Fyros	unas	la			las	Estancia base para la fabricación de munición Fyros.	
_25196EB206B0AE60	BCPA04	Armadura Fyros 1	unas	la			las	Estancia base para la fabricación de armadura Fyros.	
_D035D75A6F679DD2	BCPA05	Escudos Fyros	unos	los			los	Estancia base para la fabricación de escudos Fyros.	
_A3BA3AB584518263	BCPA06	Joyas Fyros 	unas	las			las	Estancia base para la fabricación de joyas Fyros.	
_FD29BC2609986AA9	BCPA07	Armas de Combate Cuerpo a Cuerpo Matis	unas	las			las	Estancia base para la fabricación de armas del combate cuerpo a cuerpo Matis.	
_FD49C422CAB85EAE	BCPA08	Armas de Alcance Matis	unas	las			las	Estancia base para la fabricación de armas de alcance Matis.	
_3C90679E7E828407	BCPA09	Munición Matis	una	la			las	Estancia base para la fabricación de munición Matis.	
_1F8956B400208663	BCPA10	Armadura Matis	una	la			las	Estancia base para la fabricación de armadura Matis.	
_9235BF5C697795BB	BCPA11	Escudos Matis	unos	los			los	Estancia base para la fabricación de escudos Matis.	
_9D2A22B77EC15A66	BCPA12	Joyas Matis	unas	las			las	Estancia base para la fabricación de joyas Matis.	
_EFA2E45EC839A0ED	BCPA13	Armas de Combate Cuerpo a Cuerpo Tryker	unas	las			las	Estancia base para la fabricación de armas de combate cuerpo a cuerpo Tryker.	
_6F62F86048F9B8EF	BCPA14	Armas de Alcance Tryker	unas	las			las	Estancia base para la fabricación de armas de alcance Tryker.	
_1F7CA72E11F2FCDE	BCPA15	Munición Tryker	una	la			las	Estancia base para la fabricación de munición Tryker.	
_2AE232B62C7AAD81	BCPA16	Armadura Tryker	una	la			las	Estancia base para la fabricación de armadura Tryker.	
_8C676CECB2765E46	BCPA17	Escudos Tryker	unos	los			los	Estancia base para la fabricación de escudos Tryker.	
_E7721AACAE48B18B	BCPA18	Joyas Tryker	unas	las			las	Estancia base para la fabricación de Joyas Tryker.	
_7CD0D0248C694AA2	BCPA19	Armas de combate cuerpo a cuerpo Zoraï	unas	las			las	Estancia base para la fabricación de armas de combate cuerpo a cuerpo Zoraï.	
_7CF0D8204D8916A8	BCPA20	Armas de Alcance Zoraï	unas	las			las	Estancia base para la fabricación de armas de alcance Zoraï.	
_77E853B4015364FF	BCPA21	Munición Zoraï	una	la			las	Estancia base para la fabricación de municiones Zoraï.	
_A22136B283506E62	BCPA22	Armadura Zoraï	una	la			las	Estancia base para la fabricación de armadura Zoraï.	
_D5FC9F5A6AC895CA	BCPA23	Escudos Zoraï	una	la			las	Estancia base para la fabricación de escudos Zoraï.	
_20C202B501F14265	BCPA24	Joyas Zoraï 	una	la			las	Estancia base para la fabricación de joyas Zoraï.	
_F2BD00EFAB473B2A	BIF01	%comp	un	el					
_F2BD00EFAB473B2B	BIF02	%comp	un	el					
_F2BD00EFAB473B2C	BIF03	%comp	un	el					
_F2BD00EFAB473B2D	BIF04	%comp	un	el					
_F2BD00EFAB473B2E	BIF05	%comp	un	el					
_F2BD00EFAB473B2F	BIF06	%comp	un	el					
_4414D1D754F87749	BIF07	%comp con Mazo de Una Mano	un	el					
_F2BD00EFAB473B31	BIF08	%comp	un	el					
_1310C067D555CE38	BIF09	%comp con Bastón	un	el					
_32BD00EFAB473B29	BIF10	%comp	un	el					
_32BD00EFAB473B2A	BIF11	%comp	un	el					
_32BD00EFAB473B2B	BIF12	%comp	un	el					
_32BD00EFAB473B2C	BIF13	%comp	un	el					
_1250B067D555BA40	BIF14	%comp con Lanza	una	la					
_32BD00EFAB473B2E	BIF15	%comp	una	la					
_32BD00EFAB473B2F	BIF16	%comp	una	la					
_32BD00EFAB473B30	BIF17	%comp	una	la					
_81BEC5CB19B87F61	BIF18	%comp con Hacha de Una Mano	una	la					
_32BD00EFAB473B32	BIF19	%comp	una	la					
_9E4401C415C9A758	BIF20	%comp con Espada de Una Mano	una	la					
_72BD00EFAB473B2A	BIF21	%comp con Espada de Una Mano	una	la					
_72BD00EFAB473B2B	BIF22	%comp	una	la					
_72BD00EFAB473B2C	BIF23	%comp	una	la					
_72BD00EFAB473B2D	BIF24	%comp	una	la					
_72BD00EFAB473B2E	BIF25	%comp	una	la					
_C4B4F5DC54F87748	BIF26	%comp con Mazo de Una Mano	un	el					
_72BD00EFAB473B30	BIF27	%comp	un	el					
_72BD00EFAB473B31	BIF28	%comp	un	el					
_72BD00EFAB473B32	BIF29	%comp	un	el					
_CE80B0411778CA2A	BIF30	%comp con Pico	un	el					
_B2BD00EFAB473B2A	BIF31	%comp	un	el					
_B2BD00EFAB473B2B	BIF32	%comp	un	el					
_B2BD00EFAB473B2C	BIF33	%comp	un	el					
_015EE9D019B87F5D	BIF34	%comp con Hacha de Dos Manos	un	el					
_B2BD00EFAB473B2E	BIF35	%comp	un	el					
_B2BD00EFAB473B2F	BIF36	%comp	un	el					
_B2BD00EFAB473B30	BIF37	%comp	un	el					
_DEE425C915C9A760	BIF38	%comp con Espada de Dos Manos	una	la					
_B2BD00EFAB473B32	BIF39	%comp con Espada de Dos Manos	una	la					
_F3BD00EFAB473B29	BIF40	%comp	una	la					
_F3BD00EFAB473B2A	BIF41	%comp	una	la					
_F3BD00EFAB473B2B	BIF42	%comp	una	la					
_F3BD00EFAB473B2C	BIF43	%comp	una	la					
_1500005B4915FE48	BIF44	%comp con Daga	una	la					
_F3BD00EFAB473B2E	BIF45	%comp con Daga	una	la					
_F3BD00EFAB473B2F	BIF46	%comp	una	la					
_747975A146FE6454	BIF47	%comp con Combate Mano a Mano	un	el					
_F3BD00EFAB473B31	BIF48	%comp	un	el					
_F3BD00EFAB473B32	BIF49	%comp	un	el					
_33BD00EFAB473B29	BIF50	%comp	un	el					
_33BD00EFAB473B2A	BIF51	%comp	un	el					
_6024285D4F973B69	BIF52	%comp con Pistola de Arco	una	la					
_33BD00EFAB473B2C	BIF53	%comp	una	la					
_33BD00EFAB473B2D	BIF54	%comp	una	la					
_33BD00EFAB473B2E	BIF55	%comp	una	la					
_99C120674935EA54	BIF56	%comp con Pistola	una	la					
_33BD00EFAB473B30	BIF57	%comp	una	la					
_33BD00EFAB473B31	BIF58	%comp	una	la					
_33BD00EFAB473B32	BIF59	%comp	una	la					
_73BD00EFAB473B29	BIF60	%comp	una	la					
