*HASH_VALUE	title_id	name	women_name	
-	gn_bandit_the_sunken_city_1	Hermanas del Alma		
-	gn_bandit_the_sunken_city_2	Cascabeles		
-	gn_bandit_the_sunken_city_3	Jaks Rasgadores		
-	gn_bandit_the_sunken_city_4	Gotas de Goo Amoroso		
-	gn_bandit_the_trench_of_trials_1	Explosiones		
-	gn_bandit_the_trench_of_trials_2	Paganos de las Tierras Altas		
-	gn_bandit_the_trench_of_trials_3	Bandidos de Bigmount		
-	gn_bandit_the_under_spring_1	Linchadores de Bajo la Primavera		
-	gn_bandit_the_under_spring_2	Cigüeñas de las Galletas		
-	gn_bandit_the_under_spring_3	Stavons Espeluznantes		
-	gn_bandit_the_under_spring_4	Silenciadores		
-	gn_bandit_the_windy_gate_1	Chicas Rompecorazones		
-	gn_bandit_the_windy_gate_2	Trapos Limpiadores de la Puerta del Viento		
-	gn_bandit_the_windy_gate_3			
-	gn_bandit_thefount_1		Prakkers	
-	gn_bandit_thefount_2		Vejetes/Capataces del Manantial	
-	gn_bandit_thefount_3		Filibusteros de la Fuente	
-	gn_bandit_thefount_4	Rangers de la Libertad	
-	gn_bandit_thesavagedunes_1	Malvado de los Bosques		
-	gn_bandit_thesavagedunes_2	Acuchilladores Salvajes		
-	gn_bandit_thesavagedunes_3	Puñaleros del Canal		
-	gn_bandit_thesavagedunes_4	Ladrones de Thesos		
-	gn_bandit_thescorchedcorridor_1	Cortadores Subterráneos/Clandestinos		
-	gn_bandit_thescorchedcorridor_2	Sabuesos de los Túneles		
-	gn_bandit_thescorchedcorridor_3	Perros Callejeros		
-	gn_bandit_thevoid_1	Rebeldes Clandestinos		
-	gn_bandit_thevoid_2	Grapplers del Goo		
-	gn_bandit_thevoid_3	Villanos del Vacio		
-	gn_bandit_upperbog_1	Rastreros de la Savia		
-	gn_bandit_upperbog_2	Golpeadores de los Arbustos		
-	gn_bandit_upperbog_3	Piratas/Vagabundos de la Stalia		
-	gn_bandit_windsofmuse_1	Vasos/Malabarista de la Musa		
-	gn_bandit_windsofmuse_2	Curtidores del Acantilado		
-	gn_bandit_windsofmuse_3	Asaltantes de la Musa		
-	gn_bandit_windsofmuse_4	Vientos Perversos del Oeste		
-	gn_class_apprentice_trader	Aprendiz de Vendedor/Comerciante		
-	gn_class_arcane_apprentice	Mago de la Elite Mayor		
-	gn_class_arcane_master	Mago de la Elite de Veteranos		
-	gn_class_archery_lord	Tirador Fuerte Veterano		
-	gn_class_archery_master	Tirador Fuerte Mayor		
-	gn_class_archery_recruit	Tirador Fuerte Joven		
-	gn_class_assassin	Tirador Fuerte Poderoso		
-	gn_class_bodyguard	Escolta		
-	gn_class_bowmen	Tirador Regular Joven		
-	gn_class_captain	Maestro Guerrero Mayor		
-	gn_class_charm_adept	Mago Joven Poderoso		
-	gn_class_charm_expert	Mago Poderoso Mayor		
-	gn_class_cleric	Curandero de la Elite Veterano		
-	gn_class_conjurer	Mago Fuerte Veterano		
-	gn_class_conscript	Guerrero Joven Regular		
-	gn_class_cure_adept	Maestro Curandero Joven		
-	gn_class_cure_expert	Maestro Curandero Veterano		
-	gn_class_cure_master	Maestro Curandero Mayor		
-	gn_class_elite	Guerrero de la Elite Joven		
-	gn_class_executionner	Tirador Poderoso Mayor		
-	gn_class_expert	Guerrero de la Elite Mayor		
-	gn_class_fighter	Guerrero Poderoso Mayor		
-	gn_class_forager	Cosechador/Recolector 		
-	gn_class_healing_apprentice	Curandero Periódico Joven		
-	gn_class_legionnaire	Guerrero Poderoso Joven		
-	gn_class_life_surgeon	Curandero de la Elite Mayor		
-	gn_class_magician	Maestro Mago Veterano		
-	gn_class_major	Maestro Guerrero Joven		
-	gn_class_medic	Curandero Fuerte Mayor		
-	gn_class_milician	Guardián		
-	gn_class_mystical_adept	Maestro Mago Joven		
-	gn_class_mystical_expert	Maestro Mago Mayor		
-	gn_class_noble	Camarada		
-	gn_class_priest	Curandero de la Elite Joven		
-	gn_class_private	Guerrero Fuerte Mayor		
-	gn_class_professional	Tirador Poderoso Veterano		
-	gn_class_range_adept	Tirador Periódico Veterano		
-	gn_class_range_master	Tirador de la Elite Veterano		
-	gn_class_recruit	Guerrero Periódico Mayor		
-	gn_class_ritual_master	Curandero Fuerte Veterano		
-	gn_class_sergent	Guerrero Poderoso Veterano		
-	gn_class_shaman	Curandero Fuerte Joven		
-	gn_class_shooting_elite	Tirador de la Elite Joven		
-	gn_class_shooting_lord	Tirador de la Elite Mayor		
-	gn_class_soldier	Guerrero Periódico Veterano		
-	gn_class_sorcerer	Mago de la Elite Joven		
-	gn_class_sorcery_apprentice	Mago Fuerte Joven		
-	gn_class_sorcery_master	Mago Fuerte Mayor		
-	gn_class_spellcaster	Mago Fuerte Joven		
-	gn_class_throwing_adept	Maestro Tirador Joven		
-	gn_class_throwing_expert	Maestro Tirador Mayor		
-	gn_class_throwing_master	Maestro Tirador Veterano		
-	gn_class_trader	Explorador		
-	gn_class_traveler	Viajero		
-	gn_class_treat_adept	Curandero Poderoso Mayor		
-	gn_class_treat_apprentice	Curandero Poderoso Joven		
-	gn_class_trooper	Guerrero Fuerte Joven		
-	gn_class_warchief	Maestro Guerrero Veterano		
-	gn_class_warlock	Mago Poderoso Veterano		
-	gn_class_warlord	Guerrero de la Elite Veterano		
-	gn_class_warmaster	Señor de la Guerra		
-	gn_class_warrior	Guerrero Fuerte Veterano		
-	gn_darkeningsap_static_guard_5	Guardia		
-	gn_forager	Cosechador/Recolector 		
-	gn_fraharhunters_guards_w_10	Guardia Poderoso		
-	gn_fyros_defender	Defensor Fyros		
-	gn_fyros_officer	Oficial Fyros		
-	gn_green_seed_noble	Jefe de Guerra Ordinario		
-	gn_green_seed_volunteer	Voluntario Regular		
-	gn_guard_inv_1	Guardia		
-	gn_guard_inv_2	Guardia		
-	gn_kami_sentinel	Centinela Kami		
-	gn_karavan_guard_h_1	Guardián Karavan 		
-	gn_karavan_guardian	Guardián Karavan 		
-	gn_levier_volunteer	Voluntario Regular		
-	gn_leviers_noble	Jefe de Guerra Ordinario		
-	gn_matis_officer	Oficial Matis		
-	gn_matis_voluteer	Defensor Matis		
-	gn_mystical__adept	Maestro Mago Joven		
-	gn_professionnal	Tirador Poderoso Veterano		
-	gn_zorai_officer	Oficial Zoraï		
-	gn_zorai_voluteer_f	Defensor Zoraï		
-	fct_steward	 (Administrador/Mayordomo)		
-	fct_k_pactgiver	 (Dador del Pacto Kami)		
-	fct_kv_pactgiver	 (Dador del Pacto Karavan)		
-	fct_kitin_mg_1	 (Vigilante de la Amenaza Kitin)		
-	fct_kitin_mg_2	 (Vigilante de la Amenaza Kitin)		
-	fct_kitin_mg_3	 (Vigilante de la Amenaza Kitin)		
-	fct_kitin_mg_4	 (Vigilante de la Amenaza Kitin)		
-	fct_goo_obs	 (Observador del Goo)		
-	fct_bg	 (Guardaespaldas)		
-	fct_kami_adept	 (Adepto Kami)		
-	fct_larmor_merchant	 (Comerciante de Armaduras Livianas)		
-	fct_marmor_merchant	 (Comerciante de Armaduras Medianas)		
-	fct_harmor_merchant	 (Comerciante de Armaduras Pesadas)		
-	fct_ctool_merchant	 (Comerciante de Herramientas de Fabricación)		
-	fct_ttool_merchant	 (Comerciante de Herramientas para Domar)		
-	fct_htool_merchant	 (Comerciante de Herramientas de Cosecha/Recolección)		
-	fct_shield_merchant	 (Comerciante de Escudos)		
-	fct_ammo_merchant	 (Comerciante de Municiones)		
-	fct_rangeweapon_merchant	 (Comerciante de Armas de Alcance)		
-	fct_meleeweapon_merchant	 (Comerciante de Armas de Combate Cuerpo a Cuerpo)		
-	fct_stableboy_merchant	 (Mozo de Cuadra)		
-	fct_rm_merchant	 (Comerciante de Materias Primas)		
-	fct_jewel_merchant	(Comerciante de Joyas)		
-	fct_tool_merchant	(Comerciante de Herramientas)		
-	fct_plarmor_merchant	(Comerciante de Composición de Armaduras Livianas)		
-	fct_pmarmor_merchant	(Comerciante de Composición de Armaduras Medianas)		
-	fct_pharmor_merchant	(Comerciante de Composición de Armaduras Pesadas)		
-	fct_parmor_merchant	(Comerciante de Composición de Armaduras)		
-	fct_pctool_merchant	(Comerciante de Composición de Herramientas de Fabricación)		
-	fct_pttool_merchant	(Comerciante de Composición de Herramientas de Doma)		
-	fct_phtool_merchant	 (Comerciante de Composición de Recolección de Herramientas)		
-	fct_ptool_merchant	 (Comerciante de Composición de Herramientas)		
-	fct_pshield_merchant	(Comerciante de Composición de Escudos)		
-	fct_pammo_merchant	(Comerciante de Composición de Municiones)		
-	fct_prangeweapon_merchant	 (Comerciante de Composición de Armas de Alcance)		
-	fct_pmeleeweapon_merchant	 (Comerciante de Composición de Armas de Combate Cuerpo a Cuerpo)		
-	fct_prm_merchant	 (Comerciante de Composición de Materias Primas)		
-	fct_pjewel_merchant	 (Comerciante de Composición de Joyas)		
-	fct_mf_welcomer	 (Recibidor del Gremio del Combatiente Cuerpo a Cuerpo)		
-	fct_rf_welcomer	 (Recibidor del Gremio del Luchador de Alcance)		
-	fct_mh_welcomer	 (Recibidor del Gremio del Curandero Lanzador)		
-	fct_mb_welcomer	 (Recibidor del Gremio del Lanzador de Parachoques)		
-	fct_ma_welcomer	 (Recibidor del Gremio del Lanzador de Ataque)		
-	fct_t_welcomer	 (Recibidor del Gremio del Comerciante)		
-	fct_h_welcomer	 (Recibidor del Gremio de Rangers)	(Recibidora del Gremio de Rangers)
-	fct_f_welcomer	 (Recibidor del Gremio del Artesano)		
-	fct_welcomer	 (Recibidor del Gremio)		
-	fct_p_caretaker	 (Conserje de Apartamento Homin)		
-	fct_g_caretaker	 (Conserje de Apartamento de Gremio)		
-	fct_caretaker	 (Conserje)		
-	fct_mf_chief	 (Líder del Gremio del Luchador de Cuerpo a Cuerpo)		
-	fct_rf_chief	 (Líder del Gremio del Luchador de Alcance)		
-	fct_mh_chief	 (Líder del Gremio del Curandero Lanzador)		
-	fct_mb_chief	 (Líder del Gremio del Lanzador de Parachoques)		
-	fct_ma_chief	 (Líder del Gremio del Lanzador de Ataque)		
-	fct_t_chief	 (Líder del Gremio del Comerciante)		
-	fct_h_chief	 (Líder del Gremio del Recolector)		
-	fct_f_chief	 (Líder del Gremio del Artesano)		
-	fct_mission_officer	 (Oficial de la Misión)		
-	fct_mv_guard	 (Guarida Yrkanis)		
-	fct_mv_guardchief	 (Jefe de la Guardia Yrkanis)		
-	fct_ma_guard	 (Guardia de Natae)		
-	fct_ma_guardchief	 (Jefe de la Guardia de Natae)		
-	fct_mb_guard	 (Guardia de Davae)		
-	fct_mb_guardchief	 (Jefe de la Guardia de Davae)		
-	fct_mc_guard	 (Guardia de Avalae)		
-	fct_mc_guardchief	 (Jefe de la Guardia de Avalae)		
-	fct_mf_guard	 (Guardia de la Frontera)		
-	fct_tax_collector	 (Recolector de Impuestos)		
-	fct_tribe_chief	 (Jefe de Tribu)		
-	fct_barman	 (Tabernero)		
-	fct_mayor	 (Alcalde)		
-	fct_amayor	 (Asistente del Alcalde)		
-	fct_natae_chief	 (Jefe de la Villa de Natae)		
-	fct_davae_chief	 (Jefe de la Villa de Davae)		
-	fct_avalae_chief	 (Jefe de la Villa de Avalae)		
-	fct_counselor	 (Consejero del Rey)		
-	fct_cutthroat	 (Degollador Matis)		
-	fct_bandit_chief	 (Jefe de los Bandidos)		
-	fct_mv_intendant	 (Intendente de Yrkanis)		
-	fct_ma_intendant	 (Intendente de Natae)		
-	fct_mb_intendant	 (Intendente de Davae)		
-	fct_mc_intendant	 (Intendente de Avalae)		
-	fct_zv_intendant	 (Intendente de Zora)		
-	fct_za_intendant	 (Intendente de Jen-Laï)		
-	fct_zb_intendant	 (Intendente de Min-Cho)		
-	fct_zc_intendant	 (Intendente de Hoï-Cho)		
-	fct_fv_intendant	 (Intendente de Pyr)		
-	fct_fa_intendant	 (Intendente de Thesos)		
-	fct_fb_intendant	 (Intendente de Dyron)		
-	fct_tv_intendant	 (Intendente de Fairhaven)		
-	fct_ta_intendant	 (Intendente de Windermeer)		
-	fct_tc_intendant	 (Intendente de Crystabell)		
-	fct_tb_intendant	 (Intendente de Avendale)		
-	fct_zv_guard	 (Guardia de Zora)		
-	fct_zv_guardchief	 (Jefe de la Guardia de Zora)		
-	fct_za_guard	 (Guardia de Jen-Laï)		
-	fct_za_guardchief	 (Jefe de la Guardia Jen-Laï)		
-	fct_zb_guard	 (Guardia de Min-Cho)		
-	fct_zb_guardchief	 (Jefe de la Guardia de Min-Cho)		
-	fct_zc_guard	 (Guardia de Hoï-Cho)		
-	fct_zc_guardchief	 (Jefe de la Guardia de Hoï-Cho)		
-	fct_fv_guard	 (Guardia de Pyr)		
-	fct_fv_guardchief	 (Guardia de Pyr)		
-	fct_fv_rookieguard	 (Guardia Novato de Pyr)		
-	fct_fa_guardchief	 (Jefe de la Guardia de Thesos)		
-	fct_fa_guard	 (Guardia de Thesos)		
-	fct_fb_guardchief	 (Jefe de la Guardia de Dyron)		
-	fct_fb_guard	 (Guardia de Dyron)		
-	fct_ff_guard	 (Guardia de la Frontera)		
-	fct_tv_guard	 (Guardia de Fairhaven)		
-	fct_tv_guardchief	 (Jefe de la Guardia de Fairhaven)		
-	fct_ta_guard	 (Guardia de Windermeer)		
-	fct_ta_guardchief	 (Jefe de la Guardia de Windermeer)		
-	fct_tc_guard	 (Guardia de Crystabell)		
-	fct_tc_guardchief	 (Jefe de la Guardia de Crystabell)		
-	fct_tb_guard	 (Guardia de Avendale)		
-	fct_tb_guardchief	 (Jefe de la Guardia de Avendale)		
-	fct_zf_guard	 (Guarida de la Frontera)		
-	fct_stablegirl_merchant	 (Chica del Establo)		
-	fct_barmaid	 (Tavernero)		
-	fct_civil			
-	fct_sage	 (Sabio)	(Sabia)
-	fct_craftsman	 (Artesano)		
-	fct_supplier	 (Proveedor)		
-	fct_hunter	 (Cazador)		
-	fct_hunter_chief	 (Jefe de los Cazadores)		
-	fct_bandit	 (Bandido)		
-	fct_actor	 (Actor)		
-	fct_actress	 (Actriz)		
-	fct_kami_master	 (Maestro Kami)		
-	fct_karavan_officer	 (Oficial Karavan)		
-	fct_newb_welcomer	 (Recibidor)		
-	fct_newb_a	 (Guardia de Stalli)		
-	fct_newb_a_chief	 (Jefe de la Guardia de Stalli)		
-	fct_newb_b	 (Guardia de Borea)		
-	fct_newb_b_chief	 (Jefe de la Guardia de Borea)		
-	fct_newb_c	 (Guardia de Nistia)		
-	fct_newb_c_chief	 (Jefe de la Guardia de Nistia)		
-	fct_newb_d	 (Guardia de Rosilio)		
-	fct_newb_d_chief	 (Jefe de la Guardia de Rosilio)		
-	fct_newb_e	 (Guardia de Miani)		
-	fct_newb_e_chief	 (Jefe de la Guardia de Miani)		
-	fct_newb_za	 (Guardia de Qaï-Lo)		
-	fct_newb_za_chief	 (Jefe de la Guardia de Qaï-Lo)		
-	fct_newb_zc	 (Guardia de Nen-Xing)		
-	fct_newb_zc_chief	 (Jefe de la Guardia de Nen-Xing)		
-	fct_newb_zb	 (Guardia de Sheng-Wo)		
-	fct_newb_zb_chief	 (Jefe de la Guardia de Sheng-Wo)		
-	fct_newb_ze	 (Guardia de Yin-Piang)		
-	fct_newb_ze_chief	 (Jefe de la Guardia de Yin-Piang)		
-	fct_newb_zd	 (Guardia de Koï-Zun)		
-	fct_newb_zd_chief	 (Jefe de la Guardia de Koï-Zun)		
-	fct_newb_fa	 (Guardia de Aegus)		
-	fct_newb_fa_chief	 (Jefe de la Guardia de Aegus)		
-	fct_newb_fc	 (Guardia de Sekovix)		
-	fct_newb_fc_chief	 (Jefe de la Guardia de Sekovix)		
-	fct_newb_fb	 (Guardia de Kaemon)		
-	fct_newb_fb_chief	 (Jefe de la Guardia de Kaemon)		
-	fct_newb_fe	 (Guardia de Galemus)		
-	fct_newb_fe_chief	 (Jefe de la Guardia de Galemus)		
-	fct_newb_fd	 (Guardia de Phyxon)		
-	fct_newb_fd_chief	 (jefe de la Guardia de Phyxon)		
-	fct_newb_ta	 (Guardia de Aubermouth)		
-	fct_newb_ta_chief	 (Jefe de la Guardia de Aubermouth)		
-	fct_newb_tb	 (Guardia de Barkdell)		
-	fct_newb_tb_chief	 (Jefe de la Guardia de Barkdell)		
-	fct_newb_tc	 (Guardia de Hobwelly)		
-	fct_newb_tc_chief	 (Jefe de la Guardia de Hobwelly)		
-	fct_newb_td	 (Guardia de Waverton)		
-	fct_newb_td_chief	 (Jefe de la Guardia Waverton)		
-	fct_newb_te	 (Guardia de Dingleton)		
-	fct_newb_te_chief	 (Jefe de la Guardia de Dingleton)		
-	fct_registar	 (Secretario del Gremio)		
-	fct_ins_f	 (Instructor de Pelea)		
-	fct_ins_m	 (Instructor de Magia)		
-	fct_ins_r	 (Instructor de Artesano)		
-	fct_ins_h	 (Instructor de Recolector)		
-	fct_mf_rolemaster	 (Maestro de Funciones del Gremio de la Lucha Cuerpo a Cuerpo)		
-	fct_rf_rolemaster	 (Maestro de Funciones del Gremio del Luchador de Alcance)		
-	fct_c_rolemaster	 (Maestro de Funciones del Gremio del Luchador)		
-	fct_mh_rolemaster	 (Maestro de Funciones del Gremio del Curandero)		
-	fct_mb_rolemaster	 (Maestro de Funciones del Gremio del Lazador de Parachoques)		
-	fct_ma_rolemaster	 (Maestro de Funciones del Gremio del Lanzador de Ataque)		
-	fct_m_rolemaster	 (Maestro de Funciones del Gremio de Magia)		
-	fct_t_rolemaster	 (Maestro de Funciones del Gremio de Mercaderes)		
-	fct_h_rolemaster	 (Maestro de Funciones del Gremio del Recolector)		
-	fct_f_rolemaster	 (Maestro de Funciones del Gremio ded Artesano)		
-	fct_f_trainer	 (Entrenador de Combate)		
-	fct_m_trainer	 (Entrenador de Mago)		
-	fct_c_trainer	 (Entrenador de Artesano)		
-	fct_h_trainer	 (Entrenador de Recolector)		
-	fct_f_guild_trainer	 (Entrenador de Combate del Gremio)		
-	fct_m_guild_trainer	 (Entrenador de Mago del Gremio)		
-	fct_c_guild_trainer	 (Entrenador de Artesano del Gremio)		
-	fct_h_guild_trainer	 (Entrenador de Recolector del Gremio)		
-	fct_guild_we	 (Recibidor)		
-	fct_guild_rm_craft	 (Maestro de Funciones de Fabricacion)		
-	fct_guild_rm_fight	 (Maestro de Funciones de Combate)		
-	fct_guild_rm_magic	 (Maestro de Funciones de Magia)		
-	fct_scout	 (Explorador)		
-	fct_ambassador	 (Embajador)		
-	fct_corporal	 (Corporal)		
-	fct_sergent	 (Sargento)		
-	fct_captain	 (Capitán)		
-	fct_city_welcomer	 (Recibidor de la Ciudad)		
-	fct_village_welcomer	 (Recibidor de la Aldea)		
-	fct_foreman_apprentice	 (Aprendiz de Capataz)		
-	fct_foreman	 (Capataz)		
-	fct_foreman_master	 (Maestro Capataz)		
-	fct_hawker	 (Halconero/Vendedor Ambulante)		
-	fct_journeyman	 (Viajero)		
-	fct_kami_ambassador	 (Embajador Kami)		
-	fct_kami_welcomer	 (Recibidor Kami)		
-	fct_karavan_ambassador	 (Embajador Karavan)		
-	fct_karavan_agent	 (Agente Karavan)		
-	fct_karavan_welcomer	 (Recibidor Karavan)		
-	fct_local_messenger	 (Mensajero Local)		
-	fct_frontiers_messenger	 (Mensajero de la Frontera)		
-	fct_outlands_messenger	 (Mensajero de las Afueras)		
-	fct_patrolman	 (Patrullero)		
-	fct_prospector	 (Buscador)		
-	fct_tribe_welcomer	 (Recibidor d ela Tribu)		
-	fct_local_supplier	 (Proveedor Local)		
-	fct_frontiers_supplier	 (Proveedor de la Frontera)		
-	fct_outlands_supplier	 (Proveedor de las Afueras)		
-	fct_outpost_steward	 (Secretario del Puesto)		
-	fct_outpost_steward_tribe	 (Secretario del Puesto de la Tribu)		
-	fct_outpost_officer	 (Oficial del Puesto)		
-	fct_outpost_officer_tribe	 (Funcionario del Puesto de la Tribu)		
-	Refugee	Refugiado	Refugiada	
-	Homin	Homin	Homin	
-	Novice_Artisan	Aprendiz de Artesano	Aprendiz de Artesano	
-	Novice_Warrior	Aprendiz de Luchador	Aprendiz de Luchador	
-	Novice_Harvester	Aprendiz de Recolector	Aprendiz de Recolector 	
-	Novice_Magician	Aprendiz de Mago	Aprendiz de Mago	
-	Artisan_Apprentice	Aprendiz de Artesano	Aprendiz de Artesano	
-	Warrior_Apprentice	Aprendiz de Artesano	Aprendiz de Artesano	
-	Magician_Apprentice	Aprendiz de Mago	Aprendiz de Mago	
-	Fyros_Artisan_Apprentice	Aprendiz de Artesano Fyros	Aprendiz de Artesano Fyros	
-	Matis_Artisan_Apprentice	Aprendiz de Artesano Matis	Aprendiz de Artesano Matis	
-	Tryker_Artisan_Apprentice	Aprendiz de Artesano Tryker	Aprendiz de Artesano Tryker	
-	Zorai_Artisan_Apprentice	Aprendiz de Artesano Zoraï 	Aprendiz de Artesano Zoraï 	
-	Melee_Warrior_Apprentice	Guerrero	Gerrera	
-	Sniper_Apprentice	Aprendiz de Francotirador	Aprendiz de Francotirador	
-	Fyros_Armorer_Apprentice	Aprendiz de Armero Fyros	Aprendiz de Armero Fyros	
-	Fyros_Jeweler_Apprentice	Aprendiz de Joyero Fyros	Arpendiz de Joyero Fyros	
-	Fyros_Weapon_Smith_Apprentice	Aprendiz de Herrero de Armas Fyros	Aprendeiz de Herrero de Armas Fyros	
-	Fyros_Munitioner_Apprentice	Aprendiz de Proveedor de Municiones Fyros	Aprendiz de Proveedor de Municiones Fyros	
-	Fyros_Gun_Smith_Apprentice	Aprendiz de Amero Fyros	Aprendiz de Armero Fyros	
