*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
-	BFMD04	Hémorragie 4	une	l'	Hémorragies 4	des	les	Cause une hémorragie supplémentaire (basée sur les dégâts infligés lors du coup initial) pendant 10s - efficacité maximum pour une arme dont le niveau n'excède pas 65.	Hémorragie 4 - Facteur Max. : $2BLEED_FACTOR
-	BFMD05	Hémorragie 5	une	l'	Hémorragies 5	des	les	Cause une hémorragie supplémentaire (basée sur les dégâts infligés lors du coup initial) pendant 10s - efficacité maximum pour une arme dont le niveau n'excède pas 90.	Hémorragie 5 - Facteur Max. : $2BLEED_FACTOR
-	BFMD06	Hémorragie 6	une	l'	Hémorragies 6	des	les	Cause une hémorragie supplémentaire (basée sur les dégâts infligés lors du coup initial) pendant 10s - efficacité maximum pour une arme dont le niveau n'excède pas 115.	Hémorragie 6 - Facteur Max. : $2BLEED_FACTOR
-	BFMD07	Hémorragie 7	une	l'	Hémorragies 7	des	les	Cause une hémorragie supplémentaire (basée sur les dégâts infligés lors du coup initial) pendant 10s - efficacité maximum pour une arme dont le niveau n'excède pas 140.	Hémorragie 7 - Facteur Max. : $2BLEED_FACTOR
-	BFMD08	Hémorragie 8	une	l'	Hémorragies 8	des	les	Cause une hémorragie supplémentaire (basée sur les dégâts infligés lors du coup initial) pendant 10s - efficacité maximum pour une arme dont le niveau n'excède pas 165.	Hémorragie 8 - Facteur Max. : $2BLEED_FACTOR
-	BFMD09	Hémorragie 9	une	l'	Hémorragies 9	des	les	Cause une hémorragie supplémentaire (basée sur les dégâts infligés lors du coup initial) pendant 10s - efficacité maximum pour une arme dont le niveau n'excède pas 200.	Hémorragie 9 - Facteur Max. : $2BLEED_FACTOR
-	BFMD10	Hémorragie 10	une	l'	Hémorragies 10	des	les	Cause une hémorragie supplémentaire (basée sur les dégâts infligés lors du coup initial) pendant 10s - efficacité maximum pour une arme dont le niveau n'excède pas 235.	Hémorragie 10 - Facteur Max. : $2BLEED_FACTOR
-	BFMD11	Hémorragie 11	une	l'	Hémorragies 11	des	les	Cause une hémorragie supplémentaire (basée sur les dégâts infligés lors du coup initial) pendant 10s - efficacité maximum pour une arme dont le niveau n'excède pas 275.	Hémorragie 11 - Facteur Max. : $2BLEED_FACTOR
-	BFCA01	Coût en Endurance 1	un	le	Coûts en Endurance 1	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 6 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA02	Coût en Endurance 2	un	le	Coûts en Endurance 2	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 10 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA03	Coût en Endurance 3	un	le	Coûts en Endurance 3	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 16 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA04	Coût en Endurance 4	un	le	Coûts en Endurance 4	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 20 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA05	Coût en Endurance 5	un	le	Coûts en Endurance 5	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 26 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA06	Coût en Endurance 6	un	le	Coûts en Endurance 6	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 30 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA07	Coût en Endurance 7	un	le	Coûts en Endurance 7	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 40 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA08	Coût en Endurance 8	un	le	Coûts en Endurance 8	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 50 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA09	Coût en Endurance 9	un	le	Coûts en Endurance 9	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 66 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA10	Coût en Endurance 10	un	le	Coûts en Endurance 10	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 80 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA11	Coût en Endurance 11	un	le	Coûts en Endurance 11	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 100 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA12	Coût en Endurance 12	un	le	Coûts en Endurance 12	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 120 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA13	Coût en Endurance 13	un	le	Coûts en Endurance 13	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 140 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA14	Coût en Endurance 14	un	le	Coûts en Endurance 14	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 160 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA15	Coût en Endurance 15	un	le	Coûts en Endurance 15	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 180 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA16	Coût en Endurance 16	un	le	Coûts en Endurance 16	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 200 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA17	Coût en Endurance 17	un	le	Coûts en Endurance 17	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 226 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCA18	Coût en Endurance 18	un	le	Coûts en Endurance 18	des	les	Consomme '$0STA_WEIGHT_FACTOR * Poids de l'arme' Endurance - valeur 250 crédits.	Facteur de consommation: $0STA_WEIGHT_FACTOR
-	BFCB01	Coût en Vie 1	un	le	Coûts en Vie 1	des	les	Consomme $|HP Points de Vie - valeur 10 crédits.	Consomme $|HP Points de Vie
-	BFCB02	Coût en Vie 2	un	le	Coûts en Vie 2	des	les	Consomme $|HP Points de Vie - valeur 20 crédits.	Consomme $|HP Points de Vie
-	BFCB03	Coût en Vie 3	un	le	Coûts en Vie 3	des	les	Consomme $|HP Points de Vie - valeur 35 crédits.	Consomme $|HP Points de Vie
-	BFCB04	Coût en Vie 4	un	le	Coûts en Vie 4	des	les	Consomme $|HP Points de Vie - valeur 50 crédits.	Consomme $|HP Points de Vie
-	BFCB05	Coût en Vie 5	un	le	Coûts en Vie 5	des	les	Consomme $|HP Points de Vie - valeur 75 crédits.	Consomme $|HP Points de Vie
-	BFCB06	Coût en Vie 6	un	le	Coûts en Vie 6	des	les	Consomme $|HP Points de Vie - valeur 100 crédits.	Consomme $|HP Points de Vie
-	BFCB07	Coût en Vie 7	un	le	Coûts en Vie 7	des	les	Consomme $|HP Points de Vie - valeur 125 crédits.	Consomme $|HP Points de Vie
-	BFCB08	Coût en Vie 8	un	le	Coûts en Vie 8	des	les	Consomme $|HP Points de Vie - valeur 150 crédits.	Consomme $|HP Points de Vie
-	BFCB09	Coût en Vie 9	un	le	Coûts en Vie 9	des	les	Consomme $|HP Points de Vie - valeur 175 crédits.	Consomme $|HP Points de Vie
-	BFCB10	Coût en Vie 10	un	le	Coûts en Vie 10	des	les	Consomme $|HP Points de Vie - valeur 200 crédits.	Consomme $|HP Points de Vie
-	BFCC01	Ouverture après Esquive 1	une	l'	Ouvertures après Esquive 1	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 10 crédits.	Ouverture après Esquive 1
-	BFCC02	Ouverture après Esquive 2	une	l'	Ouvertures après Esquive 2	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 20 crédits.	Ouverture après Esquive 2
-	BFCC03	Ouverture après Esquive 3	une	l'	Ouvertures après Esquive 3	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 35 crédits.	Ouverture après Esquive 3
-	BFCC04	Ouverture après Esquive 4	une	l'	Ouvertures après Esquive 4	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 50 crédits.	Ouverture après Esquive 4
-	BFCC05	Ouverture après Esquive 5	une	l'	Ouvertures après Esquive 5	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 75 crédits.	Ouverture après Esquive 5
-	BFCC06	Ouverture après Esquive 6	une	l'	Ouvertures après Esquive 6	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 100 crédits.	Ouverture après Esquive 6
-	BFCC07	Ouverture après Esquive 7	une	l'	Ouvertures après Esquive 7	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 125 crédits.	Ouverture après Esquive 7
-	BFCC08	Ouverture après Esquive 8	une	l'	Ouvertures après Esquive 8	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 150 crédits.	Ouverture après Esquive 8
-	BFCC09	Ouverture après Esquive 9	une	l'	Ouvertures après Esquive 9	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 180 crédits.	Ouverture après Esquive 9
-	BFCC10	Ouverture après Esquive 10	une	l'	Ouvertures après Esquive 10	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 215 crédits.	Ouverture après Esquive 10
-	BFCC11	Ouverture après Esquive 11	une	l'	Ouvertures après Esquive 11	des	les	Cette attaque peut être utilisée uniquement après une esquive réussie - valeur 250 crédits.	Ouverture après Esquive 11
-	BFCD01	Ouverture après Parade 1	une	l'	Ouvertures après Parade 1	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 10 crédits. 	Ouverture après Parade 1
-	BFCD02	Ouverture après Parade 2	une	l'	Ouvertures après Parade 2	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 20 crédits.	Ouverture après Parade 2
-	BFCD03	Ouverture après Parade 3	une	l'	Ouvertures après Parade 3	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 35 crédits.	Ouverture après Parade 3
-	BFCD04	Ouverture après Parade 4	une	l'	Ouvertures après Parade 4	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 50 crédits.	Ouverture après Parade 4
-	BFCD05	Ouverture après Parade 5	une	l'	Ouvertures après Parade 5	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 75 crédits.	Ouverture après Parade 5
-	BFCD06	Ouverture après Parade 6	une	l'	Ouvertures après Parade 6	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 100 crédits.	Ouverture après Parade 6
-	BFCD07	Ouverture après Parade 7	une	l'	Ouvertures après Parade 7	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 125 crédits.	Ouverture après Parade 7
-	BFCD08	Ouverture après Parade 8	une	l'	Ouvertures après Parade 8	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 150 crédits.	Ouverture après Parade 8
-	BFCD09	Ouverture après Parade 9	une	l'	Ouvertures après Parade 9	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 180 crédits.	Ouverture après Parade 9
-	BFCD10	Ouverture après Parade 10	une	l'	Ouvertures après Parade 10	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 215 crédits.	Ouverture après Parade 10
-	BFCD11	Ouverture après Parade 11	une	l'	Ouvertures après Parade 11	des	les	Cette attaque peut être utilisée uniquement après une parade réussie - valeur 250 crédits.	Ouverture après Parade 11
-	BFCE01	Ouverture après Coup Critique 1 	une	l'	Ouvertures après Coup Critique 1 	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 10 crédits. 	Ouverture après Coup Critique 1
-	BFCE02	Ouverture après Coup Critique 2	une	l'	Ouvertures après Coup Critique 2	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 20 crédits. 	Ouverture après Coup Critique 2
-	BFCE03	Ouverture après Coup Critique 3	une	l'	Ouvertures après Coup Critique 3	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 35 crédits. 	Ouverture après Coup Critique 3
-	BFCE04	Ouverture après Coup Critique 4	une	l'	Ouvertures après Coup Critique 4	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 50 crédits. 	Ouverture après Coup Critique 4
-	BFCE05	Ouverture après Coup Critique 5	une	l'	Ouvertures après Coup Critique 5	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 75 crédits. 	Ouverture après Coup Critique 5
-	BFCE06	Ouverture après Coup Critique 6	une	l'	Ouvertures après Coup Critique 6	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 100 crédits. 	Ouverture après Coup Critique 6
-	BFCE07	Ouverture après Coup Critique 7	une	l'	Ouvertures après Coup Critique 7	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 125 crédits. 	Ouverture après Coup Critique 7
-	BFCE08	Ouverture après Coup Critique 8	une	l'	Ouvertures après Coup Critique 8	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 150 crédits. 	Ouverture après Coup Critique 8
-	BFCE09	Ouverture après Coup Critique 9	une	l'	Ouvertures après Coup Critique 9	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 180 crédits. 	Ouverture après Coup Critique 9
-	BFCE10	Ouverture après Coup Critique 10	une	l'	Ouvertures après Coup Critique 10	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 215 crédits. 	Ouverture après Coup Critique 10
-	BFCE11	Ouverture après Coup Critique 11	une	l'	Ouvertures après Coup Critique 11	des	les	Cette attaque peut être utilisée uniquement après un coup critique - valeur 250 crédits. 	Ouverture après Coup Critique 11
-	BCPA01	Armes de Mêlée Fyros	des	les	Armes de Mêlée Fyros	des	les	Brique de plan de base de création pour armes de mêlée fyros	
-	BCPA02	Armes de Tir Fyros	des	les	Armes de Tir Fyros	des	les	Brique de plan de base de création pour armes de tir fyros	
-	BCPA03	Munitions Fyros	des	les	Munitions Fyros	des	les	Brique de plan de base de création pour munitions fyros	
-	BCPA04	Armures Fyros	des	les	Armures Fyros	des	les	Brique de plan de base de création pour armures fyros	
-	BCPA05	Boucliers Fyros	des	les	Boucliers Fyros	des	les	Brique de plan de base de création pour boucliers fyros	
-	BCPA06	Bijoux Fyros	des	les	Bijoux Fyros	des	les	Brique de plan de base de création pour bijoux fyros	
-	BCPA07	Armes de Mêlée Matis	des	les	Armes de Mêlée Matis	des	les	Brique de plan de base de création pour armes de mêlée matis	
-	BCPA08	Armes de Tir Matis	des	les	Armes de Tir Matis	des	les	Brique de plan de base de création pour armes de tir matis	
-	BCPA09	Munitions Matis	des	les	Munitions Matis	des	les	Brique de plan de base de création pour munitions matis	
-	BCPA10	Armures Matis	des	les	Armures Matis	des	les	Brique de plan de base de création pour armures matis	
-	BCPA11	Boucliers Matis	des	les	Boucliers Matis	des	les	Brique de plan de base de création pour boucliers matis	
-	BCPA12	Bijoux Matis	des	les	Bijoux Matis	des	les	Brique de plan de base de création pour bijoux matis	
-	BCPA13	Armes de Mêlée Trykers	des	les	Armes de Mêlée Trykers	des	les	Brique de plan de base de création pour armes de mêlée trykers	
-	BCPA14	Armes de Tir Trykers	des	les	Armes de Tir Trykers	des	les	Brique de plan de base de création pour armes de tir trykers	
-	BCPA15	Munitions Trykers	des	les	Munitions Trykers	des	les	Brique de plan de base de création pour munitions trykers	
-	BCPA16	Armures Trykers	des	les	Armures Trykers	des	les	Brique de plan de base de création pour armures trykers	
-	BCPA17	Boucliers Trykers	des	les	Boucliers Trykers	des	les	Brique de plan de base de création pour boucliers trykers	
-	BCPA18	Bijoux Trykers	des	les	Bijoux Trykers	des	les	Brique de plan de base de création pour bijoux trykers	
-	BCPA19	Armes de Mêlée Zoraïs	des	les	Armes de Mêlée Zoraïs	des	les	Brique de plan de base de création pour armes de mêlée zoraïs	
-	BCPA20	Armes de Tir Zoraïs	des	les	Armes de Tir Zoraïs	des	les	Brique de plan de base de création pour armes de tir zoraïs	
-	BCPA21	Munitions Zoraïs	des	les	Munitions Zoraïs	des	les	Brique de plan de base de création pour munitions zoraïs	
-	BCPA22	Armures Zoraïs	des	les	Armures Zoraïs	des	les	Brique de plan de base de création pour armures zoraïs	
-	BCPA23	Boucliers Zoraïs	des	les	Boucliers Zoraïs	des	les	Brique de plan de base de création pour boucliers zoraïs	
-	BCPA24	Bijoux Zoraïs	des	les	Bijoux Zoraïs	des	les	Brique de plan de base de création pour bijoux zoraïs	
-	BIF01	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF02	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF03	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF04	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF05	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF06	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF07	%comp avec une Massue à Une Main	une	la	%comp avec des Massues à Une Main	des	les		
-	BIF08	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF09	%comp avec un Bâton	une	la	%comp avec des Bâtons	des	les		
-	BIF10	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF11	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF12	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF13	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF14	%comp avec une Lance	une	la	%comp avec des Lances	des	les		
-	BIF15	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF16	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF17	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF18	%comp avec une Hache à Une Main	une	la	%comp avec des Haches à Une Main	des	les		
-	BIF19	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF20	%comp une Epée à Une Main	une	la	%comp des Epées à Une Main	des	les		
-	BIF21	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF22	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF23	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF24	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF25	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF26	%comp une Massue à Deux Mains	une	la	%comp des Massues à Deux Mains	des	les		
-	BIF27	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF28	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF29	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF30	%comp avec une Pique	une	la	%comp avec des Piques	des	les		
-	BIF31	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF32	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF33	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF34	%comp avec une Hache à Deux Mains	une	la	%comp avec des Haches à Deux Mains	des	les		
-	BIF35	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF36	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF37	Affichage de la Restriction de l'Arme	un	l'	Affichages de la Restriction de l'Arme	des	les		
-	BIF38	%comp avec une Epée à Deux Mains	une	la	%comp avec des Epées à Deux Mains	des	les		
